NFE, Elapsed Time, Approximation Set, Population, Population Size
40, 1.834777761, [[-0.5][76.0]], "[[-0.0][80.0], [-0.0][80.0], [-0.0][80.0], [-0.0][80.0], [-0.0][79.0], [-0.5][77.0], [-0.0][80.0], [-0.0][78.0], [-0.0][80.0], [-0.0][80.0], [-0.0][79.0], [-0.5][76.0], [-0.0][79.0], [-0.0][79.0], [-0.0][79.0], [-0.0][78.0], [-0.0][80.0], [-0.0][80.0], [-0.0][80.0], [-0.0][79.0], [-0.0][78.0], [-0.0][77.0], [-0.0][77.0], [-0.0][80.0], [-0.0][79.0], [-0.0][80.0], [-0.0][79.0], [-0.0][80.0], [-0.0][79.0], [-0.0][80.0], [-0.0][80.0], [-0.0][78.0], [-0.0][79.0], [-0.0][80.0], [-0.0][80.0], [-0.0][79.0], [-0.0][80.0], [-0.0][80.0], [-0.0][80.0], [-0.0][79.0]]", 40
80, 1.9468921190000001, [[-0.30000000000000004][73.0]], "[[-0.30000000000000004][73.0], [0.16666666666666669][74.0], [-0.0][75.0], [-0.5][76.0], [-0.5][76.0], [-0.0][76.0], [-0.0][76.0], [-0.0][76.0], [0.5][76.0], [-0.5][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.5][78.0], [-0.0][78.0], [-0.0][78.0], [-0.0][78.0], [-0.0][78.0], [-0.0][78.0], [-0.0][78.0], [-0.0][78.0], [-0.0][78.0], [-0.0][78.0], [-0.0][78.0], [-0.0][79.0], [-0.0][79.0], [-0.0][79.0], [-0.0][79.0], [-0.0][79.0], [-0.0][79.0], [-0.0][79.0], [-0.0][79.0], [-0.0][79.0], [-0.0][79.0], [-0.0][79.0], [-0.0][79.0]]", 40
120, 2.007951508, [[-0.30000000000000004][73.0]], "[[-0.30000000000000004][73.0], [-0.30000000000000004][73.0], [-0.0][73.0], [0.16666666666666669][73.0], [0.16666666666666669][73.0], [1.3333333333333333][73.0], [-0.5][74.0], [-0.5][74.0], [0.16666666666666669][74.0], [-0.75][75.0], [-0.0][75.0], [-0.0][75.0], [-0.0][75.0], [0.5][75.0], [1.0][75.0], [1.0][75.0], [-0.5][76.0], [-0.5][76.0], [-0.0][76.0], [-0.0][76.0], [-0.0][76.0], [-0.0][76.0], [-0.0][76.0], [-0.0][76.0], [0.5][76.0], [-1.0][77.0], [-0.5][77.0], [-0.5][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0]]", 40
160, 2.072679677, [[-0.30000000000000004][72.0]], "[[-0.30000000000000004][72.0], [-0.041666666666666685][72.0], [-0.0][72.0], [-0.5][73.0], [-0.30000000000000004][73.0], [-0.30000000000000004][73.0], [-0.0][73.0], [0.16666666666666669][73.0], [0.16666666666666669][73.0], [0.16666666666666669][73.0], [0.8333333333333333][73.0], [1.3333333333333333][73.0], [1.5][73.0], [-0.5][74.0], [-0.5][74.0], [-0.0][74.0], [0.16666666666666669][74.0], [0.16666666666666669][74.0], [0.25][74.0], [0.5][74.0], [-0.75][75.0], [-0.41666666666666663][75.0], [-0.3333333333333333][75.0], [-0.0][75.0], [-0.0][75.0], [-0.0][75.0], [-0.0][75.0], [-0.0][75.0], [0.3333333333333333][75.0], [0.5][75.0], [0.5][75.0], [0.5][75.0], [1.0][75.0], [1.0][75.0], [-1.0][76.0], [-1.0][76.0], [-0.5][76.0], [-0.5][76.0], [-0.5][76.0], [-0.5][76.0]]", 40
200, 2.1318795290000003, [[0.375][70.0]], "[[0.375][70.0], [-1.0][71.0], [-0.25][71.0], [1.0][71.0], [-0.5][72.0], [-0.3333333333333333][72.0], [-0.30000000000000004][72.0], [-0.30000000000000004][72.0], [-0.08333333333333331][72.0], [-0.041666666666666685][72.0], [-0.0][72.0], [0.5][72.0], [1.8333333333333333][72.0], [-0.5][73.0], [-0.5][73.0], [-0.5][73.0], [-0.30000000000000004][73.0], [-0.30000000000000004][73.0], [-0.30000000000000004][73.0], [-0.25][73.0], [-0.0][73.0], [-0.0][73.0], [0.16666666666666666][73.0], [0.16666666666666669][73.0], [0.16666666666666669][73.0], [0.16666666666666669][73.0], [0.16666666666666669][73.0], [0.16666666666666669][73.0], [0.3333333333333333][73.0], [0.5][73.0], [0.8333333333333333][73.0], [1.3333333333333333][73.0], [1.5][73.0], [-0.5][74.0], [-0.5][74.0], [-0.5][74.0], [-0.5][74.0], [-0.5][74.0], [-0.0][74.0], [0.16666666666666669][74.0]]", 40
240, 2.187756632, [[0.00694444444444442][67.0]], "[[0.00694444444444442][67.0], [-0.41666666666666674][69.0], [-0.0][69.0], [0.4][69.0], [-0.25][70.0], [-0.16666666666666666][70.0], [0.375][70.0], [-1.0][71.0], [-0.25][71.0], [-0.0][71.0], [0.26666666666666666][71.0], [0.45833333333333326][71.0], [1.0][71.0], [1.0][71.0], [1.0][71.0], [1.2][71.0], [-1.0][72.0], [-0.5][72.0], [-0.35416666666666663][72.0], [-0.3333333333333333][72.0], [-0.3333333333333333][72.0], [-0.30000000000000004][72.0], [-0.30000000000000004][72.0], [-0.30000000000000004][72.0], [-0.30000000000000004][72.0], [-0.23333333333333334][72.0], [-0.23333333333333334][72.0], [-0.08333333333333331][72.0], [-0.041666666666666685][72.0], [-0.0][72.0], [0.16666666666666666][72.0], [0.5][72.0], [1.0][72.0], [1.8333333333333333][72.0], [-0.5][73.0], [-0.5][73.0], [-0.5][73.0], [-0.5][73.0], [-0.5][73.0], [-0.30000000000000004][73.0]]", 40
280, 2.2428669450000003, [[0.043333333333333335][65.0]], "[[0.043333333333333335][65.0], [0.00694444444444442][67.0], [0.75][67.0], [1.9333333333333331][67.0], [-0.09999999999999998][68.0], [0.08333333333333326][68.0], [0.33333333333333337][68.0], [0.33333333333333337][68.0], [-1.1666666666666667][69.0], [-0.41666666666666674][69.0], [-0.0][69.0], [0.375][69.0], [0.4][69.0], [-0.25][70.0], [-0.25][70.0], [-0.25][70.0], [-0.21428571428571427][70.0], [-0.16666666666666666][70.0], [0.375][70.0], [1.333333333333333][70.0], [-1.0][71.0], [-1.0][71.0], [-0.4444444444444444][71.0], [-0.3333333333333333][71.0], [-0.25][71.0], [-0.0][71.0], [0.26666666666666666][71.0], [0.3333333333333333][71.0], [0.45833333333333326][71.0], [1.0][71.0], [1.0][71.0], [1.0][71.0], [1.0][71.0], [1.2][71.0], [1.2][71.0], [1.2][71.0], [-1.0][72.0], [-1.0][72.0], [-0.5][72.0], [-0.35416666666666663][72.0]]", 40
320, 2.301741557, [[-0.09000000000000008][64.0]], "[[-0.09000000000000008][64.0], [-0.29999999999999993][65.0], [0.043333333333333335][65.0], [2.933333333333333][65.0], [-0.16666666666666674][66.0], [0.10416666666666674][66.0], [-0.5666666666666667][67.0], [-0.09999999999999998][67.0], [0.00694444444444442][67.0], [0.11111111111111116][67.0], [0.20833333333333326][67.0], [0.33333333333333337][67.0], [0.4][67.0], [0.75][67.0], [1.25][67.0], [1.9333333333333331][67.0], [-0.25][68.0], [-0.125][68.0], [-0.09999999999999998][68.0], [-0.0][68.0], [0.08333333333333326][68.0], [0.08333333333333326][68.0], [0.33333333333333337][68.0], [0.33333333333333337][68.0], [0.33333333333333337][68.0], [-1.1666666666666667][69.0], [-0.41666666666666674][69.0], [-0.21428571428571427][69.0], [-0.0][69.0], [0.25][69.0], [0.375][69.0], [0.4][69.0], [0.5416666666666665][69.0], [1.0999999999999999][69.0], [1.2][69.0], [1.5][69.0], [-1.1666666666666667][70.0], [-0.7333333333333334][70.0], [-0.6][70.0], [-0.25][70.0]]", 40
360, 2.4068611460000002, [[-0.1858333333333333][62.0]], "[[-0.1858333333333333][62.0], [-0.09000000000000008][64.0], [-0.09000000000000008][64.0], [0.08750000000000002][64.0], [-0.3275][65.0], [-0.29999999999999993][65.0], [0.043333333333333335][65.0], [0.9333333333333332][65.0], [2.933333333333333][65.0], [3.833333333333333][65.0], [4.933333333333333][65.0], [-0.6000000000000001][66.0], [-0.36666666666666664][66.0], [-0.16666666666666674][66.0], [0.10416666666666674][66.0], [0.25][66.0], [1.4166666666666665][66.0], [1.9333333333333331][66.0], [1.9333333333333331][66.0], [2.083333333333333][66.0], [2.2666666666666666][66.0], [-0.5666666666666667][67.0], [-0.41666666666666674][67.0], [-0.09999999999999998][67.0], [0.00694444444444442][67.0], [0.11111111111111116][67.0], [0.17857142857142858][67.0], [0.20833333333333326][67.0], [0.25][67.0], [0.33333333333333337][67.0], [0.4][67.0], [0.75][67.0], [1.25][67.0], [1.9333333333333331][67.0], [-0.25][68.0], [-0.125][68.0], [-0.09999999999999998][68.0], [-0.0][68.0], [0.08333333333333326][68.0], [0.08333333333333326][68.0]]", 40
400, 2.494832342, [[-0.1858333333333333][62.0]], "[[-0.1858333333333333][62.0], [-0.1858333333333333][62.0], [0.1266666666666667][63.0], [0.26111111111111107][63.0], [0.5555555555555554][63.0], [-0.09000000000000008][64.0], [-0.09000000000000008][64.0], [-0.09000000000000008][64.0], [0.08750000000000002][64.0], [4.166666666666666][64.0], [-0.4375][65.0], [-0.3275][65.0], [-0.29999999999999993][65.0], [0.043333333333333335][65.0], [0.9333333333333332][65.0], [1.0][65.0], [1.0][65.0], [1.4333333333333331][65.0], [2.433333333333333][65.0], [2.933333333333333][65.0], [3.833333333333333][65.0], [3.8666666666666663][65.0], [4.933333333333333][65.0], [4.933333333333333][65.0], [-0.6000000000000001][66.0], [-0.36666666666666664][66.0], [-0.3566666666666667][66.0], [-0.16666666666666674][66.0], [-0.16666666666666674][66.0], [0.09999999999999998][66.0], [0.10416666666666674][66.0], [0.25][66.0], [0.25][66.0], [1.4166666666666665][66.0], [1.4166666666666665][66.0], [1.4166666666666665][66.0], [1.9166666666666665][66.0], [1.9333333333333331][66.0], [1.9333333333333331][66.0], [2.083333333333333][66.0]]", 40
