NFE, Elapsed Time, Approximation Set, Population, Population Size
40, 0.515148562, [[-0.0][6.0]], "[[-0.0][9.0], [-0.0][9.0], [-0.0][8.0], [-0.0][9.0], [-0.0][8.0], [-0.0][7.0], [-0.5][7.0], [-1.0][7.0], [-0.0][9.0], [-0.0][9.0], [-0.0][9.0], [-0.0][8.0], [-0.0][7.0], [-0.0][8.0], [-0.0][9.0], [-1.0][7.0], [-0.0][9.0], [-0.0][6.0], [-0.0][8.0], [-0.0][9.0], [-0.0][9.0], [-0.0][8.0], [-0.0][9.0], [-0.0][9.0], [-0.0][9.0], [-0.0][9.0], [-0.0][8.0], [-0.0][8.0], [-0.0][9.0], [-0.0][8.0], [-0.0][9.0], [-0.0][9.0], [-0.0][8.0], [-0.0][8.0], [-0.0][7.0], [-0.0][9.0], [-0.0][9.0], [-0.0][7.0], [-0.0][8.0], [-0.0][8.0]]", 40
80, 0.524022022, [[0.5][4.0]], "[[0.5][4.0], [-1.6666666666666665][5.0], [-0.75][5.0], [-1.0][6.0], [-1.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [0.5][6.0], [1.5][6.0], [-1.0][7.0], [-1.0][7.0], [-0.5][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [1.0][7.0], [1.0][7.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0]]", 40
120, 0.531996405, [[0.16666666666666674][3.0]], "[[0.16666666666666674][3.0], [-1.3333333333333333][4.0], [-0.33333333333333337][4.0], [0.5][4.0], [-1.6666666666666665][5.0], [-1.6666666666666665][5.0], [-0.75][5.0], [-0.75][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [1.0][5.0], [-1.0][6.0], [-1.0][6.0], [-0.5][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [0.5][6.0], [0.5][6.0], [1.0][6.0], [1.0][6.0], [1.0][6.0], [1.5][6.0], [1.5][6.0], [1.5][6.0], [-1.0][7.0], [-1.0][7.0], [-0.5][7.0], [-0.5][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0]]", 40
160, 0.5366116940000001, [[-1.4444444444444442][2.0]], "[[-1.4444444444444442][2.0], [-0.75][3.0], [0.16666666666666674][3.0], [1.5][3.0], [3.0][3.0], [-1.3333333333333333][4.0], [-1.3333333333333333][4.0], [-1.0][4.0], [-0.8333333333333333][4.0], [-0.33333333333333337][4.0], [0.5][4.0], [0.5][4.0], [1.0][4.0], [-1.6666666666666665][5.0], [-1.6666666666666665][5.0], [-1.0][5.0], [-0.75][5.0], [-0.75][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [1.0][5.0], [-1.0][6.0], [-1.0][6.0], [-0.5][6.0], [-0.5][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [0.5][6.0], [0.5][6.0], [0.5][6.0], [1.0][6.0], [1.0][6.0], [1.0][6.0], [1.0][6.0]]", 40
200, 0.5406991240000001, [[-1.4444444444444442][2.0]], "[[-1.4444444444444442][2.0], [-1.4444444444444442][2.0], [-1.0][2.0], [-0.16666666666666674][2.0], [-0.75][3.0], [-0.5][3.0], [0.16666666666666674][3.0], [0.5][3.0], [1.5][3.0], [3.0][3.0], [-1.3333333333333333][4.0], [-1.3333333333333333][4.0], [-1.3333333333333333][4.0], [-1.0][4.0], [-0.8333333333333333][4.0], [-0.8333333333333333][4.0], [-0.5][4.0], [-0.33333333333333337][4.0], [-0.3333333333333333][4.0], [0.3333333333333333][4.0], [0.5][4.0], [0.5][4.0], [1.0][4.0], [1.25][4.0], [-1.6666666666666665][5.0], [-1.6666666666666665][5.0], [-1.6666666666666665][5.0], [-1.0][5.0], [-1.0][5.0], [-1.0][5.0], [-1.0][5.0], [-0.75][5.0], [-0.75][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [0.5][5.0], [1.0][5.0]]", 40
240, 0.544943646, [[-1.4444444444444442][2.0]], "[[-1.4444444444444442][2.0], [-1.4444444444444442][2.0], [-1.0][2.0], [-1.0][2.0], [-1.0][2.0], [-0.9166666666666667][2.0], [-0.33333333333333326][2.0], [-0.16666666666666674][2.0], [1.8333333333333335][2.0], [2.0][2.0], [2.75][2.0], [-1.3333333333333333][3.0], [-0.9444444444444444][3.0], [-0.75][3.0], [-0.75][3.0], [-0.5][3.0], [-0.5][3.0], [-0.0][3.0], [0.16666666666666674][3.0], [0.5][3.0], [0.6666666666666666][3.0], [1.5][3.0], [3.0][3.0], [-1.3333333333333333][4.0], [-1.3333333333333333][4.0], [-1.3333333333333333][4.0], [-1.3333333333333333][4.0], [-1.3333333333333333][4.0], [-1.3333333333333333][4.0], [-1.3333333333333333][4.0], [-1.0][4.0], [-0.8333333333333333][4.0], [-0.8333333333333333][4.0], [-0.5][4.0], [-0.5][4.0], [-0.33333333333333337][4.0], [-0.3333333333333333][4.0], [-0.0][4.0], [0.3333333333333333][4.0], [0.3333333333333333][4.0]]", 40
280, 0.550383661, [[-1.2777777777777777][1.0]], "[[-1.2777777777777777][1.0], [-1.2777777777777777][1.0], [-1.111111111111111][1.0], [1.875][1.0], [2.333333333333333][1.0], [-1.4444444444444442][2.0], [-1.4444444444444442][2.0], [-1.4444444444444442][2.0], [-1.4444444444444442][2.0], [-1.0][2.0], [-1.0][2.0], [-1.0][2.0], [-0.9166666666666667][2.0], [-0.8333333333333333][2.0], [-0.8333333333333333][2.0], [-0.33333333333333326][2.0], [-0.33333333333333326][2.0], [-0.33333333333333326][2.0], [-0.24999999999999994][2.0], [-0.16666666666666674][2.0], [0.25][2.0], [0.38888888888888884][2.0], [0.38888888888888884][2.0], [1.75][2.0], [1.8333333333333335][2.0], [1.8333333333333335][2.0], [2.0][2.0], [2.0][2.0], [2.0][2.0], [2.5][2.0], [2.75][2.0], [3.0][2.0], [-1.3333333333333333][3.0], [-1.0][3.0], [-0.9444444444444444][3.0], [-0.75][3.0], [-0.75][3.0], [-0.75][3.0], [-0.5][3.0], [-0.5][3.0]]", 40
320, 0.556538422, [[-1.4166666666666665][1.0]], "[[-1.4166666666666665][1.0], [-1.2777777777777777][1.0], [-1.2777777777777777][1.0], [-1.111111111111111][1.0], [-0.9999999999999999][1.0], [-0.0][1.0], [0.16666666666666652][1.0], [0.888888888888889][1.0], [1.8333333333333333][1.0], [1.875][1.0], [2.25][1.0], [2.333333333333333][1.0], [2.75][1.0], [3.0][1.0], [3.0][1.0], [-1.4444444444444442][2.0], [-1.4444444444444442][2.0], [-1.4444444444444442][2.0], [-1.4444444444444442][2.0], [-1.3333333333333333][2.0], [-1.0][2.0], [-1.0][2.0], [-1.0][2.0], [-0.9166666666666667][2.0], [-0.8333333333333333][2.0], [-0.8333333333333333][2.0], [-0.8333333333333333][2.0], [-0.6666666666666666][2.0], [-0.5][2.0], [-0.3333333333333335][2.0], [-0.33333333333333326][2.0], [-0.33333333333333326][2.0], [-0.33333333333333326][2.0], [-0.33333333333333326][2.0], [-0.2777777777777779][2.0], [-0.24999999999999994][2.0], [-0.16666666666666674][2.0], [-0.16666666666666674][2.0], [-0.0][2.0], [-0.0][2.0]]", 40
360, 0.562248567, [[4.0][0.0]], "[[4.0][0.0], [-1.4166666666666665][1.0], [-1.4166666666666665][1.0], [-1.3333333333333333][1.0], [-1.2777777777777777][1.0], [-1.2777777777777777][1.0], [-1.111111111111111][1.0], [-0.9999999999999999][1.0], [-0.9999999999999999][1.0], [-0.9999999999999999][1.0], [-0.6666666666666666][1.0], [-0.0][1.0], [-0.0][1.0], [-0.0][1.0], [-0.0][1.0], [0.16666666666666652][1.0], [0.16666666666666674][1.0], [0.5][1.0], [0.888888888888889][1.0], [0.888888888888889][1.0], [1.8333333333333333][1.0], [1.8333333333333333][1.0], [1.875][1.0], [2.25][1.0], [2.333333333333333][1.0], [2.75][1.0], [2.75][1.0], [2.75][1.0], [2.833333333333333][1.0], [3.0][1.0], [3.0][1.0], [3.0][1.0], [-1.4444444444444442][2.0], [-1.4444444444444442][2.0], [-1.4444444444444442][2.0], [-1.4444444444444442][2.0], [-1.4444444444444442][2.0], [-1.4444444444444442][2.0], [-1.3333333333333333][2.0], [-1.1666666666666665][2.0]]", 40
400, 0.5688298940000001, [[0.6666666666666665][0.0]], "[[0.6666666666666665][0.0], [2.8333333333333335][0.0], [4.0][0.0], [-1.4166666666666665][1.0], [-1.4166666666666665][1.0], [-1.4166666666666665][1.0], [-1.3333333333333333][1.0], [-1.2777777777777777][1.0], [-1.2777777777777777][1.0], [-1.111111111111111][1.0], [-1.111111111111111][1.0], [-0.9999999999999999][1.0], [-0.9999999999999999][1.0], [-0.9999999999999999][1.0], [-0.8333333333333333][1.0], [-0.6666666666666666][1.0], [-0.6111111111111112][1.0], [-0.0][1.0], [-0.0][1.0], [-0.0][1.0], [-0.0][1.0], [0.16666666666666652][1.0], [0.16666666666666674][1.0], [0.16666666666666674][1.0], [0.5][1.0], [0.75][1.0], [0.75][1.0], [0.888888888888889][1.0], [0.888888888888889][1.0], [0.888888888888889][1.0], [0.9999999999999999][1.0], [1.75][1.0], [1.8333333333333333][1.0], [1.8333333333333333][1.0], [1.875][1.0], [1.875][1.0], [2.25][1.0], [2.333333333333333][1.0], [2.5][1.0], [2.75][1.0]]", 40
440, 0.574383647, [[0.6666666666666665][0.0]], "[[0.6666666666666665][0.0], [0.6666666666666665][0.0], [0.6666666666666665][0.0], [1.25][0.0], [1.333333333333333][0.0], [2.8333333333333335][0.0], [3.0][0.0], [4.0][0.0], [4.0][0.0], [4.5][0.0], [4.5][0.0], [-1.4166666666666665][1.0], [-1.4166666666666665][1.0], [-1.4166666666666665][1.0], [-1.4166666666666665][1.0], [-1.3333333333333333][1.0], [-1.2777777777777777][1.0], [-1.2777777777777777][1.0], [-1.2777777777777777][1.0], [-1.111111111111111][1.0], [-1.111111111111111][1.0], [-0.9999999999999999][1.0], [-0.9999999999999999][1.0], [-0.9999999999999999][1.0], [-0.9999999999999999][1.0], [-0.8333333333333333][1.0], [-0.8333333333333333][1.0], [-0.6666666666666666][1.0], [-0.6666666666666666][1.0], [-0.6666666666666666][1.0], [-0.6666666666666665][1.0], [-0.6666666666666665][1.0], [-0.6111111111111112][1.0], [-0.0][1.0], [-0.0][1.0], [-0.0][1.0], [-0.0][1.0], [-0.0][1.0], [0.08333333333333337][1.0], [0.16666666666666652][1.0]]", 40
480, 0.581362374, [[-1.8333333333333333][0.0]], "[[-1.8333333333333333][0.0], [-0.9444444444444442][0.0], [0.16666666666666674][0.0], [0.25][0.0], [0.5][0.0], [0.6666666666666665][0.0], [0.6666666666666665][0.0], [0.6666666666666665][0.0], [0.6666666666666665][0.0], [1.0][0.0], [1.25][0.0], [1.333333333333333][0.0], [2.333333333333333][0.0], [2.8333333333333335][0.0], [3.0][0.0], [3.0][0.0], [3.0][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.5][0.0], [4.5][0.0], [4.5][0.0], [5.0][0.0], [7.0][0.0], [-1.4166666666666665][1.0], [-1.4166666666666665][1.0], [-1.4166666666666665][1.0], [-1.4166666666666665][1.0], [-1.4166666666666665][1.0], [-1.3333333333333333][1.0], [-1.2777777777777777][1.0], [-1.2777777777777777][1.0], [-1.2777777777777777][1.0], [-1.2777777777777777][1.0], [-1.1666666666666665][1.0], [-1.111111111111111][1.0], [-1.111111111111111][1.0], [-0.9999999999999999][1.0], [-0.9999999999999999][1.0]]", 40
520, 0.591684863, [[-1.8333333333333333][0.0]], "[[-1.8333333333333333][0.0], [-1.8333333333333333][0.0], [-0.9444444444444442][0.0], [-0.8333333333333333][0.0], [0.16666666666666674][0.0], [0.25][0.0], [0.25][0.0], [0.33333333333333326][0.0], [0.5][0.0], [0.5][0.0], [0.5][0.0], [0.6666666666666665][0.0], [0.6666666666666665][0.0], [0.6666666666666665][0.0], [0.6666666666666665][0.0], [0.6666666666666665][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.1666666666666665][0.0], [1.25][0.0], [1.333333333333333][0.0], [1.5][0.0], [2.25][0.0], [2.25][0.0], [2.333333333333333][0.0], [2.75][0.0], [2.75][0.0], [2.8333333333333335][0.0], [3.0][0.0], [3.0][0.0], [3.0][0.0], [3.0][0.0], [3.0][0.0], [3.0][0.0], [3.333333333333333][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0]]", 40
560, 0.601777938, [[-1.8333333333333333][0.0]], "[[-1.8333333333333333][0.0], [-1.8333333333333333][0.0], [-1.8333333333333333][0.0], [-1.1666666666666665][0.0], [-0.9444444444444442][0.0], [-0.9444444444444442][0.0], [-0.9444444444444442][0.0], [-0.8333333333333333][0.0], [-0.8333333333333333][0.0], [-0.0][0.0], [0.16666666666666674][0.0], [0.16666666666666674][0.0], [0.25][0.0], [0.25][0.0], [0.33333333333333326][0.0], [0.33333333333333326][0.0], [0.3333333333333335][0.0], [0.5][0.0], [0.5][0.0], [0.5][0.0], [0.6666666666666665][0.0], [0.6666666666666665][0.0], [0.6666666666666665][0.0], [0.6666666666666665][0.0], [0.6666666666666665][0.0], [0.75][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.1666666666666665][0.0], [1.1666666666666665][0.0], [1.25][0.0], [1.333333333333333][0.0], [1.333333333333333][0.0], [1.333333333333333][0.0], [1.5][0.0], [1.5][0.0], [1.75][0.0], [2.0][0.0], [2.25][0.0]]", 40
600, 0.611501532, [[-1.8333333333333333][0.0]], "[[-1.8333333333333333][0.0], [-1.8333333333333333][0.0], [-1.8333333333333333][0.0], [-1.8333333333333333][0.0], [-1.8333333333333333][0.0], [-1.8333333333333333][0.0], [-1.8333333333333333][0.0], [-1.5][0.0], [-1.1666666666666665][0.0], [-0.9444444444444442][0.0], [-0.9444444444444442][0.0], [-0.9444444444444442][0.0], [-0.8333333333333333][0.0], [-0.8333333333333333][0.0], [-0.8333333333333333][0.0], [-0.16666666666666607][0.0], [-0.0][0.0], [-0.0][0.0], [0.16666666666666674][0.0], [0.16666666666666674][0.0], [0.16666666666666674][0.0], [0.25][0.0], [0.25][0.0], [0.33333333333333326][0.0], [0.33333333333333326][0.0], [0.33333333333333326][0.0], [0.3333333333333335][0.0], [0.5][0.0], [0.5][0.0], [0.5][0.0], [0.5000000000000004][0.0], [0.6666666666666665][0.0], [0.6666666666666665][0.0], [0.6666666666666665][0.0], [0.6666666666666665][0.0], [0.6666666666666665][0.0], [0.6666666666666665][0.0], [0.75][0.0], [0.833333333333333][0.0], [1.0][0.0]]", 40
640, 0.6211878190000001, [[-1.8333333333333333][0.0]], "[[-1.8333333333333333][0.0], [-1.8333333333333333][0.0], [-1.8333333333333333][0.0], [-1.8333333333333333][0.0], [-1.8333333333333333][0.0], [-1.8333333333333333][0.0], [-1.8333333333333333][0.0], [-1.8333333333333333][0.0], [-1.5][0.0], [-1.1666666666666665][0.0], [-1.1666666666666665][0.0], [-0.9444444444444442][0.0], [-0.9444444444444442][0.0], [-0.9444444444444442][0.0], [-0.8333333333333333][0.0], [-0.8333333333333333][0.0], [-0.8333333333333333][0.0], [-0.8333333333333333][0.0], [-0.8333333333333333][0.0], [-0.2777777777777777][0.0], [-0.16666666666666607][0.0], [-0.16666666666666607][0.0], [-0.0][0.0], [-0.0][0.0], [0.16666666666666674][0.0], [0.16666666666666674][0.0], [0.16666666666666674][0.0], [0.16666666666666674][0.0], [0.16666666666666674][0.0], [0.25][0.0], [0.25][0.0], [0.33333333333333326][0.0], [0.33333333333333326][0.0], [0.33333333333333326][0.0], [0.3333333333333335][0.0], [0.5][0.0], [0.5][0.0], [0.5][0.0], [0.5][0.0], [0.5][0.0]]", 40
