NFE, Elapsed Time, Approximation Set, Population, Population Size
40, 0.669864482, [[-1.0][76.0]], "[[-0.0][80.0], [-0.0][77.0], [-0.0][78.0], [-0.0][79.0], [-0.0][80.0], [-0.0][80.0], [-0.0][79.0], [-0.0][79.0], [-0.0][80.0], [-0.0][78.0], [-0.0][79.0], [-0.0][79.0], [-0.0][79.0], [-0.0][80.0], [-0.0][77.0], [-0.0][77.0], [-0.0][80.0], [-0.0][80.0], [-0.0][79.0], [-0.0][80.0], [-0.0][78.0], [-0.0][79.0], [-0.0][80.0], [-0.0][77.0], [-0.0][78.0], [-0.0][80.0], [-0.0][80.0], [-0.0][80.0], [1.0][78.0], [-1.0][76.0], [-0.0][79.0], [-0.0][79.0], [-0.0][78.0], [-0.0][80.0], [-0.0][80.0], [-0.0][77.0], [-0.0][80.0], [-0.0][79.0], [-0.5][77.0], [-0.0][80.0]]", 40
80, 0.689545111, [[-0.3333333333333333][74.0]], "[[-0.3333333333333333][74.0], [-0.0][75.0], [0.3333333333333333][75.0], [-1.0][76.0], [-1.0][76.0], [-0.0][76.0], [1.0][76.0], [-1.0][77.0], [-0.5][77.0], [-0.5][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [1.0][77.0], [-1.0][78.0], [-0.0][78.0], [-0.0][78.0], [-0.0][78.0], [-0.0][78.0], [-0.0][78.0], [-0.0][78.0], [-0.0][78.0], [-0.0][78.0], [1.0][78.0], [-0.0][79.0], [-0.0][79.0], [-0.0][79.0], [-0.0][79.0], [-0.0][79.0], [-0.0][79.0], [-0.0][79.0], [-0.0][79.0], [-0.0][79.0], [-0.0][79.0]]", 40
120, 0.70936164, [[-1.0][74.0]], "[[-1.0][74.0], [-0.3333333333333333][74.0], [-0.25][74.0], [-0.0][74.0], [-0.0][74.0], [0.3333333333333333][74.0], [2.0][74.0], [-1.0][75.0], [-0.5][75.0], [-0.0][75.0], [-0.0][75.0], [-0.0][75.0], [-0.0][75.0], [0.3333333333333333][75.0], [-1.0][76.0], [-1.0][76.0], [-1.0][76.0], [-0.5][76.0], [-0.5][76.0], [-0.0][76.0], [-0.0][76.0], [-0.0][76.0], [0.33333333333333337][76.0], [1.0][76.0], [-1.0][77.0], [-0.5][77.0], [-0.5][77.0], [-0.5][77.0], [-0.16666666666666666][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0], [-0.0][77.0]]", 40
160, 0.7229948740000001, [[-0.0][71.0]], "[[-0.0][71.0], [0.3333333333333333][72.0], [-1.0][73.0], [-0.6666666666666666][73.0], [-0.0][73.0], [0.16666666666666666][73.0], [-1.0][74.0], [-0.6666666666666666][74.0], [-0.5][74.0], [-0.5][74.0], [-0.3333333333333333][74.0], [-0.3333333333333333][74.0], [-0.25][74.0], [-0.16666666666666669][74.0], [-0.0][74.0], [-0.0][74.0], [-0.0][74.0], [-0.0][74.0], [-0.0][74.0], [0.3333333333333333][74.0], [0.3333333333333333][74.0], [1.3333333333333333][74.0], [2.0][74.0], [-1.0][75.0], [-1.0][75.0], [-0.5][75.0], [-0.49999999999999994][75.0], [-0.0][75.0], [-0.0][75.0], [-0.0][75.0], [-0.0][75.0], [-0.0][75.0], [-0.0][75.0], [-0.0][75.0], [0.3333333333333333][75.0], [0.3333333333333333][75.0], [0.3333333333333333][75.0], [0.33333333333333337][75.0], [-1.0][76.0], [-1.0][76.0]]", 40
200, 0.736831015, [[0.5][70.0]], "[[0.5][70.0], [-0.0][71.0], [0.4444444444444444][71.0], [-0.5][72.0], [-0.0][72.0], [-0.0][72.0], [-0.0][72.0], [0.3333333333333333][72.0], [-1.0][73.0], [-0.6666666666666666][73.0], [-0.6666666666666666][73.0], [-0.16666666666666663][73.0], [-0.0][73.0], [-0.0][73.0], [0.16666666666666666][73.0], [-1.0][74.0], [-0.6666666666666666][74.0], [-0.5][74.0], [-0.5][74.0], [-0.3333333333333333][74.0], [-0.3333333333333333][74.0], [-0.3333333333333333][74.0], [-0.25][74.0], [-0.25][74.0], [-0.16666666666666669][74.0], [-0.0][74.0], [-0.0][74.0], [-0.0][74.0], [-0.0][74.0], [-0.0][74.0], [-0.0][74.0], [-0.0][74.0], [-0.0][74.0], [-0.0][74.0], [-0.0][74.0], [-0.0][74.0], [-0.0][74.0], [-0.0][74.0], [-0.0][74.0], [0.3333333333333333][74.0]]", 40
240, 0.7489253450000001, [[-0.14583333333333331][70.0]], "[[-0.14583333333333331][70.0], [0.5][70.0], [-0.3333333333333333][71.0], [-0.0][71.0], [-0.0][71.0], [0.1111111111111111][71.0], [0.4444444444444444][71.0], [0.4444444444444444][71.0], [-0.5][72.0], [-0.5][72.0], [-0.5][72.0], [-0.5][72.0], [-0.5][72.0], [-0.3333333333333333][72.0], [-0.13333333333333333][72.0], [-0.0][72.0], [-0.0][72.0], [-0.0][72.0], [-0.0][72.0], [0.3333333333333333][72.0], [0.3333333333333333][72.0], [0.3333333333333333][72.0], [-1.0][73.0], [-1.0][73.0], [-0.6666666666666666][73.0], [-0.6666666666666666][73.0], [-0.5][73.0], [-0.16666666666666663][73.0], [-0.0][73.0], [-0.0][73.0], [-0.0][73.0], [0.16666666666666666][73.0], [-1.0][74.0], [-1.0][74.0], [-0.6666666666666666][74.0], [-0.5][74.0], [-0.5][74.0], [-0.5][74.0], [-0.3333333333333333][74.0], [-0.3333333333333333][74.0]]", 40
280, 0.781526861, [[-0.6666666666666667][68.0]], "[[-0.6666666666666667][68.0], [0.4444444444444444][69.0], [1.0][69.0], [-0.3333333333333333][70.0], [-0.14583333333333331][70.0], [0.5][70.0], [-0.75][71.0], [-0.5][71.0], [-0.3333333333333333][71.0], [-0.13333333333333333][71.0], [-0.0][71.0], [-0.0][71.0], [-0.0][71.0], [0.1111111111111111][71.0], [0.1111111111111111][71.0], [0.3333333333333333][71.0], [0.4444444444444444][71.0], [0.4444444444444444][71.0], [0.4444444444444444][71.0], [-0.8333333333333333][72.0], [-0.8333333333333333][72.0], [-0.5833333333333334][72.0], [-0.5][72.0], [-0.5][72.0], [-0.5][72.0], [-0.5][72.0], [-0.5][72.0], [-0.5][72.0], [-0.5][72.0], [-0.3333333333333333][72.0], [-0.14583333333333331][72.0], [-0.14583333333333331][72.0], [-0.14583333333333331][72.0], [-0.13333333333333333][72.0], [-0.13333333333333333][72.0], [-0.0][72.0], [-0.0][72.0], [-0.0][72.0], [-0.0][72.0], [-0.0][72.0]]", 40
320, 0.7983754160000001, [[-0.39583333333333326][67.0]], "[[-0.39583333333333326][67.0], [2.0277777777777777][67.0], [-0.6666666666666667][68.0], [0.75][68.0], [-0.16666666666666663][69.0], [0.08333333333333326][69.0], [0.1111111111111111][69.0], [0.13333333333333333][69.0], [0.25][69.0], [0.3333333333333333][69.0], [0.4444444444444444][69.0], [0.4444444444444444][69.0], [0.6111111111111112][69.0], [1.0][69.0], [1.0][69.0], [1.5][69.0], [-0.3333333333333333][70.0], [-0.16666666666666666][70.0], [-0.14583333333333331][70.0], [-0.14583333333333331][70.0], [-0.0][70.0], [0.1111111111111111][70.0], [0.4444444444444444][70.0], [0.5][70.0], [-0.75][71.0], [-0.75][71.0], [-0.5][71.0], [-0.3333333333333333][71.0], [-0.13333333333333333][71.0], [-0.0][71.0], [-0.0][71.0], [-0.0][71.0], [-0.0][71.0], [0.1111111111111111][71.0], [0.1111111111111111][71.0], [0.16666666666666666][71.0], [0.3333333333333333][71.0], [0.3333333333333333][71.0], [0.3333333333333333][71.0], [0.4444444444444444][71.0]]", 40
360, 0.8240681790000001, [[1.6944444444444444][65.0]], "[[1.6944444444444444][65.0], [-0.39583333333333326][66.0], [0.6666666666666665][66.0], [-0.39583333333333326][67.0], [-0.33333333333333326][67.0], [0.5055555555555555][67.0], [1.5][67.0], [2.0][67.0], [2.0277777777777777][67.0], [-0.6666666666666667][68.0], [-0.15000000000000002][68.0], [0.09999999999999998][68.0], [0.12499999999999999][68.0], [0.5][68.0], [0.75][68.0], [0.75][68.0], [-0.3333333333333333][69.0], [-0.16666666666666663][69.0], [-0.0][69.0], [0.08333333333333326][69.0], [0.1111111111111111][69.0], [0.1111111111111111][69.0], [0.13333333333333333][69.0], [0.25][69.0], [0.3333333333333333][69.0], [0.3333333333333333][69.0], [0.4444444444444444][69.0], [0.4444444444444444][69.0], [0.6111111111111112][69.0], [1.0][69.0], [1.0][69.0], [1.5][69.0], [-0.6][70.0], [-0.3333333333333333][70.0], [-0.16666666666666666][70.0], [-0.14583333333333331][70.0], [-0.14583333333333331][70.0], [-0.14583333333333331][70.0], [-0.0][70.0], [0.08333333333333326][70.0]]", 40
400, 0.845432815, [[2.444444444444444][62.0]], "[[2.444444444444444][62.0], [0.9166666666666667][64.0], [1.6944444444444444][65.0], [2.0277777777777777][65.0], [-0.39999999999999997][66.0], [-0.39583333333333326][66.0], [0.09999999999999998][66.0], [0.4222222222222223][66.0], [0.5055555555555555][66.0], [0.6666666666666665][66.0], [0.75][66.0], [-0.39583333333333326][67.0], [-0.33333333333333326][67.0], [-0.15000000000000002][67.0], [0.3][67.0], [0.33333333333333326][67.0], [0.4666666666666667][67.0], [0.5055555555555555][67.0], [0.7222222222222222][67.0], [0.8611111111111112][67.0], [1.5][67.0], [2.0][67.0], [2.0277777777777777][67.0], [-0.6666666666666667][68.0], [-0.41666666666666663][68.0], [-0.16666666666666663][68.0], [-0.16666666666666663][68.0], [-0.15000000000000002][68.0], [0.09999999999999998][68.0], [0.1111111111111111][68.0], [0.12499999999999999][68.0], [0.12499999999999999][68.0], [0.3333333333333335][68.0], [0.5][68.0], [0.75][68.0], [0.75][68.0], [-0.3333333333333335][69.0], [-0.3333333333333333][69.0], [-0.16666666666666663][69.0], [-0.0][69.0]]", 40
