NFE, Elapsed Time, Approximation Set, Population, Population Size
40, 0.750651347, [[-1.0][14.0]], "[[-0.3333333333333333][15.0], [-0.0][18.0], [-0.0][18.0], [-0.0][18.0], [-0.0][17.0], [-0.0][17.0], [-0.0][16.0], [-0.0][17.0], [-0.0][17.0], [-0.0][18.0], [-1.0][14.0], [-0.0][18.0], [-0.0][18.0], [-0.0][17.0], [-0.0][16.0], [-0.0][18.0], [-0.0][16.0], [-0.0][18.0], [-0.0][16.0], [-0.0][15.0], [-0.0][17.0], [-0.0][15.0], [-0.0][17.0], [-0.0][16.0], [-0.0][16.0], [-0.0][18.0], [-0.0][18.0], [-0.0][17.0], [-0.0][17.0], [-0.0][18.0], [-0.0][18.0], [-0.0][18.0], [-0.0][18.0], [-0.0][16.0], [-0.0][18.0], [-0.0][17.0], [-0.0][17.0], [-0.0][18.0], [-0.0][18.0], [-0.0][17.0]]", 40
80, 0.7742854210000001, [[-1.0][14.0]], "[[-1.0][14.0], [-0.6666666666666666][14.0], [-0.25][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.3333333333333333][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [1.0][16.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0]]", 40
120, 0.787562756, [[1.25][12.0]], "[[1.25][12.0], [-1.0][13.0], [-0.8333333333333333][13.0], [-0.6666666666666666][13.0], [1.0][13.0], [-1.0][14.0], [-1.0][14.0], [-0.6666666666666666][14.0], [-0.25][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [0.5][14.0], [0.5][14.0], [-1.0][15.0], [-0.5][15.0], [-0.3333333333333333][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0]]", 40
160, 0.7995699740000001, [[-0.625][12.0]], "[[-0.625][12.0], [1.25][12.0], [1.25][12.0], [-1.0][13.0], [-0.8333333333333333][13.0], [-0.75][13.0], [-0.6666666666666666][13.0], [-0.6666666666666666][13.0], [-0.5][13.0], [-0.5][13.0], [-0.5][13.0], [-0.33333333333333337][13.0], [0.5][13.0], [0.5][13.0], [1.0][13.0], [-1.0][14.0], [-1.0][14.0], [-0.6666666666666666][14.0], [-0.25][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [0.5][14.0], [0.5][14.0], [1.0][14.0], [-1.0][15.0], [-0.5][15.0], [-0.5][15.0], [-0.3333333333333333][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0]]", 40
200, 0.8119065010000001, [[-0.0][11.0]], "[[-0.0][11.0], [1.0][11.0], [1.5][11.0], [-0.625][12.0], [-0.625][12.0], [-0.0][12.0], [0.3333333333333333][12.0], [0.5][12.0], [1.25][12.0], [1.25][12.0], [1.5][12.0], [-1.0][13.0], [-0.8333333333333333][13.0], [-0.75][13.0], [-0.75][13.0], [-0.6666666666666666][13.0], [-0.6666666666666666][13.0], [-0.6666666666666666][13.0], [-0.5][13.0], [-0.5][13.0], [-0.5][13.0], [-0.5][13.0], [-0.33333333333333337][13.0], [-0.0][13.0], [0.5][13.0], [0.5][13.0], [0.5][13.0], [1.0][13.0], [1.0][13.0], [-1.0][14.0], [-1.0][14.0], [-0.75][14.0], [-0.6666666666666666][14.0], [-0.3333333333333333][14.0], [-0.25][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0]]", 40
240, 0.823526278, [[-0.0][9.0]], "[[-0.0][9.0], [2.0][10.0], [-0.625][11.0], [-0.625][11.0], [-0.5][11.0], [-0.3333333333333333][11.0], [-0.0][11.0], [0.5][11.0], [1.0][11.0], [1.0][11.0], [1.5][11.0], [1.5][11.0], [1.5][11.0], [1.5][11.0], [-0.9166666666666666][12.0], [-0.625][12.0], [-0.625][12.0], [-0.25][12.0], [-0.0][12.0], [-0.0][12.0], [-0.0][12.0], [-0.0][12.0], [0.25][12.0], [0.3333333333333333][12.0], [0.3333333333333333][12.0], [0.5][12.0], [0.5][12.0], [0.5][12.0], [0.6666666666666666][12.0], [1.25][12.0], [1.25][12.0], [1.5][12.0], [-1.0][13.0], [-0.8333333333333333][13.0], [-0.75][13.0], [-0.75][13.0], [-0.6666666666666666][13.0], [-0.6666666666666666][13.0], [-0.6666666666666666][13.0], [-0.6666666666666666][13.0]]", 40
280, 0.8370289740000001, [[-0.0][9.0]], "[[-0.0][9.0], [-0.0][9.0], [1.4166666666666665][9.0], [-0.5][10.0], [-0.375][10.0], [0.3333333333333335][10.0], [0.5][10.0], [0.625][10.0], [1.3333333333333333][10.0], [2.0][10.0], [2.0][10.0], [-0.75][11.0], [-0.6666666666666666][11.0], [-0.625][11.0], [-0.625][11.0], [-0.5][11.0], [-0.3333333333333333][11.0], [-0.25][11.0], [-0.0][11.0], [-0.0][11.0], [-0.0][11.0], [0.125][11.0], [0.5][11.0], [0.6666666666666667][11.0], [1.0][11.0], [1.0][11.0], [1.0][11.0], [1.0][11.0], [1.0][11.0], [1.25][11.0], [1.5][11.0], [1.5][11.0], [1.5][11.0], [1.5][11.0], [1.5][11.0], [1.5][11.0], [2.25][11.0], [-0.9166666666666666][12.0], [-0.6666666666666666][12.0], [-0.625][12.0]]", 40
320, 0.852452988, [[0.7777777777777777][8.0]], "[[0.7777777777777777][8.0], [-1.6666666666666665][9.0], [-1.375][9.0], [-0.0][9.0], [-0.0][9.0], [-0.0][9.0], [0.6666666666666666][9.0], [1.0][9.0], [1.3333333333333333][9.0], [1.4166666666666665][9.0], [2.0][9.0], [-0.5][10.0], [-0.375][10.0], [-0.125][10.0], [-0.0][10.0], [-0.0][10.0], [0.16666666666666666][10.0], [0.3333333333333335][10.0], [0.3333333333333335][10.0], [0.5][10.0], [0.625][10.0], [0.625][10.0], [1.0][10.0], [1.3333333333333333][10.0], [2.0][10.0], [2.0][10.0], [2.0][10.0], [2.166666666666666][10.0], [-0.7777777777777777][11.0], [-0.75][11.0], [-0.6666666666666666][11.0], [-0.625][11.0], [-0.625][11.0], [-0.5][11.0], [-0.3333333333333333][11.0], [-0.25][11.0], [-0.0][11.0], [-0.0][11.0], [-0.0][11.0], [-0.0][11.0]]", 40
360, 0.867869447, [[1.6000000000000003][7.0]], "[[1.6000000000000003][7.0], [-0.6666666666666665][8.0], [0.7777777777777777][8.0], [1.6666666666666667][8.0], [2.0][8.0], [2.25][8.0], [-1.6666666666666665][9.0], [-1.375][9.0], [-0.0][9.0], [-0.0][9.0], [-0.0][9.0], [-0.0][9.0], [-0.0][9.0], [0.5][9.0], [0.6666666666666666][9.0], [1.0][9.0], [1.3333333333333333][9.0], [1.3333333333333337][9.0], [1.4166666666666665][9.0], [2.0][9.0], [2.0][9.0], [2.0][9.0], [-1.625][10.0], [-0.5][10.0], [-0.375][10.0], [-0.16666666666666674][10.0], [-0.125][10.0], [-0.0][10.0], [-0.0][10.0], [-0.0][10.0], [-0.0][10.0], [-0.0][10.0], [-0.0][10.0], [0.16666666666666666][10.0], [0.3333333333333333][10.0], [0.3333333333333335][10.0], [0.3333333333333335][10.0], [0.41666666666666663][10.0], [0.5][10.0], [0.625][10.0]]", 40
400, 0.8869169650000001, [[-0.75][7.0]], "[[-0.75][7.0], [1.25][7.0], [1.4166666666666667][7.0], [1.6000000000000003][7.0], [1.7][7.0], [-0.6666666666666665][8.0], [-0.2777777777777777][8.0], [-0.0][8.0], [0.7777777777777777][8.0], [1.4166666666666665][8.0], [1.6666666666666667][8.0], [1.6666666666666667][8.0], [2.0][8.0], [2.25][8.0], [2.25][8.0], [-1.6666666666666665][9.0], [-1.375][9.0], [-0.9444444444444444][9.0], [-0.0][9.0], [-0.0][9.0], [-0.0][9.0], [-0.0][9.0], [-0.0][9.0], [-0.0][9.0], [-0.0][9.0], [0.25][9.0], [0.25][9.0], [0.25][9.0], [0.5][9.0], [0.6666666666666666][9.0], [1.0][9.0], [1.0][9.0], [1.3333333333333333][9.0], [1.3333333333333337][9.0], [1.4166666666666665][9.0], [2.0][9.0], [2.0][9.0], [2.0][9.0], [2.0][9.0], [-1.625][10.0]]", 40
