NFE, Elapsed Time, Approximation Set, Population, Population Size
40, 0.7695197970000001, [[-1.5][31.0]], "[[-0.0][35.0], [-0.0][33.0], [-0.0][35.0], [-0.0][33.0], [-0.0][34.0], [-0.0][35.0], [-0.0][35.0], [-0.0][35.0], [-0.0][34.0], [-0.0][35.0], [-0.0][35.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][35.0], [-0.0][33.0], [-0.0][35.0], [-0.0][35.0], [-0.0][35.0], [-0.0][35.0], [-0.0][35.0], [-0.0][33.0], [-0.0][35.0], [-0.0][35.0], [-0.0][34.0], [-1.5][31.0], [-0.0][32.0], [-0.0][34.0], [-0.0][35.0], [-0.0][32.0], [-0.0][35.0], [-0.0][35.0], [-0.0][35.0], [-0.0][34.0], [-0.0][33.0], [-0.0][35.0], [-0.0][35.0], [-0.0][35.0], [-0.0][35.0]]", 40
80, 0.7788830800000001, [[-1.0][30.0]], "[[-1.0][30.0], [-0.0][30.0], [-1.5][31.0], [-0.0][31.0], [-0.5][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [1.0][32.0], [-1.0][33.0], [-1.0][33.0], [-0.5][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [1.0][33.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][35.0], [-0.0][35.0], [-0.0][35.0]]", 40
120, 0.7881840210000001, [[-1.1666666666666665][30.0]], "[[-1.1666666666666665][30.0], [-1.0][30.0], [-0.0][30.0], [-1.5][31.0], [-1.0][31.0], [-0.75][31.0], [-0.3333333333333333][31.0], [-0.0][31.0], [-0.0][31.0], [-0.5][32.0], [-0.5][32.0], [-0.5][32.0], [-0.5][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [1.0][32.0], [1.0][32.0], [-1.0][33.0], [-1.0][33.0], [-0.5][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0]]", 40
160, 0.7976363790000001, [[-0.25][28.0]], "[[-0.25][28.0], [-0.6666666666666665][29.0], [-1.1666666666666665][30.0], [-1.0][30.0], [-0.3333333333333333][30.0], [-0.0][30.0], [-0.0][30.0], [1.0][30.0], [1.5][30.0], [-1.5][31.0], [-1.0][31.0], [-0.75][31.0], [-0.75][31.0], [-0.3333333333333333][31.0], [-0.25][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [0.5][31.0], [1.0][31.0], [-0.5][32.0], [-0.5][32.0], [-0.5][32.0], [-0.5][32.0], [-0.5][32.0], [-0.5][32.0], [-0.5][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0]]", 40
200, 0.8087799910000001, [[-0.3][27.0]], "[[-0.3][27.0], [-0.0][27.0], [-0.6666666666666665][28.0], [-0.3333333333333333][28.0], [-0.2777777777777778][28.0], [-0.25][28.0], [-0.25][28.0], [0.3333333333333333][28.0], [2.5][28.0], [-0.7777777777777777][29.0], [-0.6666666666666666][29.0], [-0.6666666666666665][29.0], [-0.5][29.0], [0.16666666666666674][29.0], [2.5][29.0], [-1.1666666666666665][30.0], [-1.1666666666666665][30.0], [-1.0][30.0], [-1.0][30.0], [-0.5][30.0], [-0.3333333333333333][30.0], [-0.3333333333333333][30.0], [-0.0][30.0], [-0.0][30.0], [1.0][30.0], [1.0][30.0], [1.5][30.0], [2.0][30.0], [-1.5][31.0], [-1.0][31.0], [-1.0][31.0], [-1.0][31.0], [-0.75][31.0], [-0.75][31.0], [-0.3333333333333333][31.0], [-0.25][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0]]", 40
240, 0.831374951, [[-0.2777777777777778][25.0]], "[[-0.2777777777777778][25.0], [-0.033333333333333326][25.0], [-0.3333333333333333][26.0], [2.0][26.0], [-0.3][27.0], [-0.22916666666666666][27.0], [-0.0][27.0], [-0.0][27.0], [-0.6666666666666665][28.0], [-0.3333333333333333][28.0], [-0.3333333333333333][28.0], [-0.3333333333333333][28.0], [-0.33333333333333326][28.0], [-0.2777777777777778][28.0], [-0.25][28.0], [-0.25][28.0], [-0.25][28.0], [0.3333333333333333][28.0], [0.5][28.0], [1.1666666666666667][28.0], [2.5][28.0], [2.5][28.0], [-0.7777777777777777][29.0], [-0.6666666666666666][29.0], [-0.6666666666666666][29.0], [-0.6666666666666665][29.0], [-0.6666666666666665][29.0], [-0.5][29.0], [-0.25][29.0], [-0.16666666666666666][29.0], [-0.0][29.0], [0.16666666666666674][29.0], [2.5][29.0], [-1.1666666666666665][30.0], [-1.1666666666666665][30.0], [-1.0][30.0], [-1.0][30.0], [-0.8333333333333333][30.0], [-0.8333333333333333][30.0], [-0.5][30.0]]", 40
280, 0.8455212120000001, [[-0.3333333333333333][23.0]], "[[-0.3333333333333333][23.0], [-0.3][24.0], [-0.2777777777777778][25.0], [-0.033333333333333326][25.0], [0.08333333333333334][25.0], [1.1666666666666667][25.0], [-0.3333333333333333][26.0], [-0.055555555555555525][26.0], [0.5][26.0], [0.8][26.0], [1.8][26.0], [2.0][26.0], [2.0][26.0], [2.0][26.0], [2.25][26.0], [-0.5][27.0], [-0.3][27.0], [-0.3][27.0], [-0.22916666666666666][27.0], [-0.22916666666666666][27.0], [-0.16666666666666652][27.0], [-0.0][27.0], [-0.0][27.0], [0.3333333333333335][27.0], [0.41666666666666663][27.0], [1.0][27.0], [2.5][27.0], [-0.6666666666666665][28.0], [-0.5][28.0], [-0.3333333333333333][28.0], [-0.3333333333333333][28.0], [-0.3333333333333333][28.0], [-0.33333333333333326][28.0], [-0.2777777777777778][28.0], [-0.2777777777777778][28.0], [-0.2777777777777778][28.0], [-0.25][28.0], [-0.25][28.0], [-0.25][28.0], [-0.25][28.0]]", 40
320, 0.856606869, [[-0.3333333333333333][23.0]], "[[-0.3333333333333333][23.0], [-0.2738095238095238][23.0], [-0.3][24.0], [-0.3][24.0], [2.25][24.0], [2.9][24.0], [-0.41666666666666663][25.0], [-0.2777777777777778][25.0], [-0.2777777777777778][25.0], [-0.055555555555555525][25.0], [-0.033333333333333326][25.0], [0.08333333333333334][25.0], [0.3][25.0], [0.5333333333333332][25.0], [1.1666666666666667][25.0], [1.5][25.0], [-0.4][26.0], [-0.3333333333333333][26.0], [-0.055555555555555525][26.0], [0.2][26.0], [0.4333333333333333][26.0], [0.5][26.0], [0.5][26.0], [0.8][26.0], [1.0][26.0], [1.0][26.0], [1.75][26.0], [1.8][26.0], [1.8][26.0], [2.0][26.0], [2.0][26.0], [2.0][26.0], [2.0][26.0], [2.0][26.0], [2.25][26.0], [2.25][26.0], [3.0][26.0], [-0.5][27.0], [-0.3][27.0], [-0.3][27.0]]", 40
360, 0.867577648, [[-0.2738095238095238][22.0]], "[[-0.2738095238095238][22.0], [-0.3666666666666667][23.0], [-0.3333333333333333][23.0], [-0.31666666666666665][23.0], [-0.3][23.0], [-0.29166666666666663][23.0], [-0.2738095238095238][23.0], [0.39999999999999997][23.0], [1.5][23.0], [2.166666666666667][23.0], [2.4000000000000004][23.0], [-0.4285714285714286][24.0], [-0.39285714285714285][24.0], [-0.3][24.0], [-0.3][24.0], [-0.26190476190476186][24.0], [-0.0][24.0], [0.08333333333333334][24.0], [0.08333333333333334][24.0], [0.2777777777777778][24.0], [0.375][24.0], [1.2333333333333332][24.0], [2.25][24.0], [2.5][24.0], [2.9][24.0], [-0.41666666666666663][25.0], [-0.2777777777777778][25.0], [-0.2777777777777778][25.0], [-0.2777777777777778][25.0], [-0.16666666666666669][25.0], [-0.055555555555555525][25.0], [-0.033333333333333326][25.0], [0.08333333333333334][25.0], [0.3][25.0], [0.5333333333333332][25.0], [0.7666666666666666][25.0], [1.1666666666666667][25.0], [1.5][25.0], [2.166666666666667][25.0], [-0.4][26.0]]", 40
400, 0.878667745, [[-0.3666666666666667][22.0]], "[[-0.3666666666666667][22.0], [-0.3333333333333333][22.0], [-0.31666666666666665][22.0], [-0.2738095238095238][22.0], [-0.23333333333333334][22.0], [-0.019999999999999962][22.0], [-0.39285714285714285][23.0], [-0.3666666666666667][23.0], [-0.3666666666666667][23.0], [-0.3333333333333333][23.0], [-0.31666666666666665][23.0], [-0.31666666666666665][23.0], [-0.30952380952380953][23.0], [-0.3][23.0], [-0.29166666666666663][23.0], [-0.2738095238095238][23.0], [-0.125][23.0], [-0.023809523809523836][23.0], [-0.0][23.0], [0.23333333333333334][23.0], [0.3833333333333333][23.0], [0.39999999999999997][23.0], [1.5][23.0], [1.5][23.0], [1.8333333333333333][23.0], [2.166666666666667][23.0], [2.4000000000000004][23.0], [-0.4285714285714286][24.0], [-0.4285714285714286][24.0], [-0.4285714285714286][24.0], [-0.39285714285714285][24.0], [-0.30952380952380953][24.0], [-0.3][24.0], [-0.3][24.0], [-0.3][24.0], [-0.2738095238095238][24.0], [-0.26190476190476186][24.0], [-0.19047619047619047][24.0], [-0.0][24.0], [0.08333333333333334][24.0]]", 40
