NFE, Elapsed Time, Approximation Set, Population, Population Size
40, 1.017347436, [[-1.0][5.0]], "[[-0.5][6.0], [-0.0][8.0], [1.0][7.0], [-0.0][7.0], [-0.0][8.0], [-0.0][7.0], [-0.0][7.0], [-0.0][9.0], [-1.0][6.0], [-1.0][6.0], [-0.0][6.0], [-0.0][7.0], [-0.0][7.0], [-0.0][9.0], [-0.5][6.0], [-0.0][6.0], [-1.0][5.0], [-1.0][6.0], [-0.0][7.0], [0.5][6.0], [-0.0][8.0], [-0.0][8.0], [-0.0][6.0], [-0.0][7.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][5.0], [1.0][7.0], [-0.0][6.0], [-0.0][6.0], [-0.0][7.0], [-1.0][7.0], [-0.0][6.0], [-0.0][7.0], [-1.0][6.0], [-1.0][7.0], [-0.0][9.0], [-0.0][7.0], [-1.0][7.0]]", 40
80, 1.0444968860000001, [[3.0][3.0]], "[[3.0][3.0], [1.0][4.0], [-1.0][5.0], [-0.5][5.0], [-0.3333333333333333][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [1.0][5.0], [1.0][5.0], [1.0][5.0], [1.0][5.0], [1.5][5.0], [1.5][5.0], [-1.0][6.0], [-1.0][6.0], [-1.0][6.0], [-1.0][6.0], [-1.0][6.0], [-1.0][6.0], [-0.5][6.0], [-0.5][6.0], [-0.5][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0]]", 40
120, 1.095856195, [[4.0][1.0]], "[[4.0][1.0], [-0.0][2.0], [6.0][2.0], [-1.375][3.0], [2.0][3.0], [3.0][3.0], [5.0][3.0], [-0.5][4.0], [1.0][4.0], [1.0][4.0], [1.0][4.0], [2.0][4.0], [2.0][4.0], [2.5][4.0], [3.0][4.0], [-1.5][5.0], [-1.5][5.0], [-1.5][5.0], [-1.5][5.0], [-1.0][5.0], [-0.75][5.0], [-0.5][5.0], [-0.5][5.0], [-0.5][5.0], [-0.5][5.0], [-0.5][5.0], [-0.3333333333333333][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [0.5][5.0], [1.0][5.0], [1.0][5.0], [1.0][5.0], [1.0][5.0], [1.0][5.0], [1.0][5.0], [1.0][5.0]]", 40
160, 1.130771102, [[1.875][1.0]], "[[1.875][1.0], [2.0][1.0], [4.0][1.0], [-1.0833333333333333][2.0], [-0.0][2.0], [-0.0][2.0], [1.25][2.0], [2.25][2.0], [3.0][2.0], [3.0][2.0], [3.5][2.0], [6.0][2.0], [-1.375][3.0], [-1.375][3.0], [-0.9444444444444444][3.0], [-0.25][3.0], [-0.0][3.0], [0.3333333333333333][3.0], [0.5][3.0], [0.6666666666666666][3.0], [1.0][3.0], [1.5][3.0], [1.5][3.0], [1.5][3.0], [2.0][3.0], [2.0][3.0], [2.0][3.0], [2.75][3.0], [3.0][3.0], [4.0][3.0], [4.0][3.0], [5.0][3.0], [5.0][3.0], [-1.5][4.0], [-0.5][4.0], [-0.0][4.0], [0.25][4.0], [1.0][4.0], [1.0][4.0], [1.0][4.0]]", 40
200, 1.1581040980000001, [[0.5][0.0]], "[[0.5][0.0], [2.5][0.0], [3.0][0.0], [4.0][0.0], [7.0][0.0], [-1.7222222222222223][1.0], [-0.49999999999999994][1.0], [-0.0][1.0], [1.5][1.0], [1.75][1.0], [1.875][1.0], [2.0][1.0], [2.0][1.0], [2.0][1.0], [3.5][1.0], [4.0][1.0], [4.0][1.0], [4.0][1.0], [-1.0833333333333333][2.0], [-0.0][2.0], [-0.0][2.0], [-0.0][2.0], [0.16666666666666663][2.0], [0.75][2.0], [0.75][2.0], [1.25][2.0], [1.5][2.0], [2.25][2.0], [3.0][2.0], [3.0][2.0], [3.5][2.0], [4.0][2.0], [6.0][2.0], [-1.375][3.0], [-1.375][3.0], [-0.9444444444444444][3.0], [-0.8333333333333333][3.0], [-0.25][3.0], [-0.0][3.0], [0.3333333333333333][3.0]]", 40
240, 1.1993887440000002, [[0.16666666666666652][0.0]], "[[0.16666666666666652][0.0], [0.3333333333333335][0.0], [0.5][0.0], [0.5][0.0], [1.5][0.0], [1.6666666666666665][0.0], [1.9444444444444442][0.0], [1.9999999999999998][0.0], [2.5][0.0], [3.0][0.0], [3.0][0.0], [3.0][0.0], [3.25][0.0], [3.25][0.0], [4.0][0.0], [4.5][0.0], [4.75][0.0], [5.0][0.0], [7.0][0.0], [-1.7222222222222223][1.0], [-0.875][1.0], [-0.49999999999999994][1.0], [-0.0][1.0], [0.5][1.0], [1.0][1.0], [1.0][1.0], [1.25][1.0], [1.5][1.0], [1.75][1.0], [1.8333333333333333][1.0], [1.875][1.0], [2.0][1.0], [2.0][1.0], [2.0][1.0], [2.5][1.0], [2.6666666666666665][1.0], [2.6666666666666665][1.0], [3.25][1.0], [3.5][1.0], [4.0][1.0]]", 40
280, 1.227440797, [[-0.625][0.0]], "[[-0.625][0.0], [-0.09999999999999987][0.0], [0.16666666666666652][0.0], [0.3333333333333335][0.0], [0.3333333333333335][0.0], [0.5][0.0], [0.5][0.0], [0.5][0.0], [0.833333333333333][0.0], [1.0][0.0], [1.5][0.0], [1.6666666666666665][0.0], [1.666666666666667][0.0], [1.9444444444444442][0.0], [1.9999999999999998][0.0], [2.0][0.0], [2.5][0.0], [2.999999999999999][0.0], [3.0][0.0], [3.0][0.0], [3.0][0.0], [3.0][0.0], [3.166666666666667][0.0], [3.25][0.0], [3.25][0.0], [4.0][0.0], [4.5][0.0], [4.75][0.0], [5.0][0.0], [5.0][0.0], [5.0][0.0], [5.0][0.0], [5.166666666666666][0.0], [6.0][0.0], [7.0][0.0], [-1.7222222222222223][1.0], [-1.0666666666666667][1.0], [-0.875][1.0], [-0.5833333333333335][1.0], [-0.49999999999999994][1.0]]", 40
320, 1.275596387, [[-0.85][0.0]], "[[-0.85][0.0], [-0.625][0.0], [-0.09999999999999987][0.0], [-0.0][0.0], [0.16666666666666652][0.0], [0.20000000000000018][0.0], [0.3333333333333335][0.0], [0.3333333333333335][0.0], [0.4999999999999998][0.0], [0.5][0.0], [0.5][0.0], [0.5][0.0], [0.5][0.0], [0.5][0.0], [0.833333333333333][0.0], [0.875][0.0], [0.875][0.0], [1.0][0.0], [1.166666666666667][0.0], [1.5][0.0], [1.6666666666666665][0.0], [1.666666666666667][0.0], [1.9444444444444442][0.0], [1.9999999999999998][0.0], [2.0][0.0], [2.0][0.0], [2.5][0.0], [2.999999999999999][0.0], [3.0][0.0], [3.0][0.0], [3.0][0.0], [3.0][0.0], [3.0][0.0], [3.166666666666667][0.0], [3.25][0.0], [3.25][0.0], [3.5][0.0], [4.0][0.0], [4.0][0.0], [4.25][0.0]]", 40
360, 1.3080895460000002, [[-1.0555555555555558][0.0]], "[[-1.0555555555555558][0.0], [-0.85][0.0], [-0.625][0.0], [-0.3333333333333335][0.0], [-0.09999999999999987][0.0], [-0.09999999999999987][0.0], [-0.0][0.0], [-0.0][0.0], [0.16666666666666652][0.0], [0.20000000000000018][0.0], [0.25][0.0], [0.3333333333333335][0.0], [0.3333333333333335][0.0], [0.3333333333333335][0.0], [0.4999999999999998][0.0], [0.5][0.0], [0.5][0.0], [0.5][0.0], [0.5][0.0], [0.5][0.0], [0.6666666666666665][0.0], [0.833333333333333][0.0], [0.875][0.0], [0.875][0.0], [1.0][0.0], [1.0][0.0], [1.166666666666667][0.0], [1.25][0.0], [1.5][0.0], [1.5][0.0], [1.6666666666666665][0.0], [1.666666666666667][0.0], [1.9444444444444442][0.0], [1.9999999999999998][0.0], [2.0][0.0], [2.0][0.0], [2.5][0.0], [2.5833333333333335][0.0], [2.999999999999999][0.0], [3.0][0.0]]", 40
400, 1.35111434, [[-1.0555555555555558][0.0]], "[[-1.0555555555555558][0.0], [-1.0][0.0], [-0.85][0.0], [-0.625][0.0], [-0.3333333333333335][0.0], [-0.09999999999999987][0.0], [-0.09999999999999987][0.0], [-0.05555555555555558][0.0], [-0.0][0.0], [-0.0][0.0], [-0.0][0.0], [0.16666666666666652][0.0], [0.20000000000000018][0.0], [0.25][0.0], [0.25][0.0], [0.3333333333333335][0.0], [0.3333333333333335][0.0], [0.3333333333333335][0.0], [0.4999999999999998][0.0], [0.5][0.0], [0.5][0.0], [0.5][0.0], [0.5][0.0], [0.5][0.0], [0.5][0.0], [0.5][0.0], [0.6666666666666665][0.0], [0.833333333333333][0.0], [0.875][0.0], [0.875][0.0], [0.875][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.166666666666667][0.0], [1.25][0.0], [1.5][0.0], [1.5][0.0], [1.6666666666666665][0.0]]", 40
