NFE, Elapsed Time, Approximation Set, Population, Population Size
40, 0.6735403280000001, [[-1.0][30.0]], "[[1.0][33.0], [-0.0][33.0], [-0.0][31.0], [-0.0][33.0], [-0.0][33.0], [-0.0][32.0], [-1.0][31.0], [-0.5][31.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [1.5][31.0], [-0.0][31.0], [-0.3333333333333333][31.0], [-0.0][33.0], [-0.5][31.0], [-0.0][34.0], [0.5][31.0], [-0.5][32.0], [-0.0][32.0], [-0.0][33.0], [0.5][30.0], [-0.0][32.0], [-0.0][35.0], [-0.0][33.0], [-1.0][30.0], [-0.0][33.0], [-0.0][33.0], [-0.25][31.0], [-0.5][33.0], [-0.0][33.0], [-0.0][34.0], [-0.0][33.0], [-0.0][33.0], [-0.0][31.0], [-0.5][31.0], [-0.0][34.0], [-0.0][30.0], [-0.0][34.0], [-0.0][31.0]]", 40
80, 0.7124442200000001, [[1.5][29.0]], "[[1.5][29.0], [2.0][29.0], [2.5][29.0], [-1.0][30.0], [-1.0][30.0], [-0.6666666666666667][30.0], [-0.4166666666666667][30.0], [-0.33333333333333337][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [0.16666666666666666][30.0], [0.16666666666666669][30.0], [0.25][30.0], [0.5][30.0], [0.5][30.0], [-1.0][31.0], [-0.5][31.0], [-0.5][31.0], [-0.5][31.0], [-0.3333333333333333][31.0], [-0.25][31.0], [-0.25][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [0.5][31.0], [0.5][31.0], [1.5][31.0], [1.5][31.0], [-0.5][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0]]", 40
120, 0.753064454, [[-1.0][27.0]], "[[-1.0][27.0], [2.0][27.0], [2.1666666666666665][27.0], [1.0][28.0], [-0.41666666666666663][29.0], [-0.3333333333333333][29.0], [-0.0][29.0], [-0.0][29.0], [0.125][29.0], [0.16666666666666674][29.0], [0.25][29.0], [0.5][29.0], [0.5][29.0], [1.5][29.0], [1.5][29.0], [2.0][29.0], [2.5][29.0], [3.0][29.0], [-1.0][30.0], [-1.0][30.0], [-1.0][30.0], [-0.6666666666666667][30.0], [-0.5][30.0], [-0.4166666666666667][30.0], [-0.33333333333333337][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [0.16666666666666666][30.0], [0.16666666666666669][30.0], [0.25][30.0], [0.5][30.0], [0.5][30.0], [0.5][30.0], [1.5][30.0], [-1.0][31.0]]", 40
160, 0.7853387270000001, [[4.5][25.0]], "[[4.5][25.0], [-0.25][26.0], [0.5555555555555556][26.0], [1.5][26.0], [-1.0][27.0], [-0.13888888888888895][27.0], [-0.0][27.0], [2.0][27.0], [2.1666666666666665][27.0], [3.0][27.0], [-0.5][28.0], [-0.0][28.0], [-0.0][28.0], [0.16666666666666663][28.0], [0.25][28.0], [0.25][28.0], [0.33333333333333326][28.0], [0.33333333333333326][28.0], [0.5][28.0], [1.0][28.0], [1.0][28.0], [-0.5][29.0], [-0.41666666666666663][29.0], [-0.3333333333333333][29.0], [-0.0][29.0], [-0.0][29.0], [0.125][29.0], [0.16666666666666674][29.0], [0.25][29.0], [0.5][29.0], [0.5][29.0], [1.0][29.0], [1.0][29.0], [1.0][29.0], [1.5][29.0], [1.5][29.0], [2.0][29.0], [2.5][29.0], [2.5][29.0], [2.5][29.0]]", 40
200, 0.819509385, [[1.3333333333333335][24.0]], "[[1.3333333333333335][24.0], [3.75][24.0], [0.5][25.0], [1.3333333333333335][25.0], [3.5][25.0], [3.833333333333334][25.0], [4.0][25.0], [4.5][25.0], [-0.25][26.0], [-0.13888888888888895][26.0], [0.5416666666666667][26.0], [0.5555555555555556][26.0], [0.8333333333333333][26.0], [1.0][26.0], [1.4166666666666665][26.0], [1.5][26.0], [1.5][26.0], [2.5][26.0], [2.5][26.0], [2.666666666666667][26.0], [3.5][26.0], [-1.0][27.0], [-0.5][27.0], [-0.5][27.0], [-0.25][27.0], [-0.25][27.0], [-0.13888888888888895][27.0], [-0.0][27.0], [0.8333333333333333][27.0], [1.25][27.0], [1.5][27.0], [1.611111111111111][27.0], [2.0][27.0], [2.1666666666666665][27.0], [3.0][27.0], [3.25][27.0], [-1.0][28.0], [-0.5][28.0], [-0.25][28.0], [-0.0][28.0]]", 40
240, 0.84709204, [[1.5][23.0]], "[[1.5][23.0], [4.0][23.0], [5.5][23.0], [1.3333333333333335][24.0], [2.0][24.0], [2.25][24.0], [2.5][24.0], [3.5][24.0], [3.75][24.0], [3.75][24.0], [0.11666666666666647][25.0], [0.5][25.0], [0.5][25.0], [1.0][25.0], [1.3333333333333335][25.0], [1.6388888888888888][25.0], [1.75][25.0], [1.8333333333333333][25.0], [1.8333333333333335][25.0], [2.333333333333333][25.0], [2.3333333333333335][25.0], [2.75][25.0], [3.0][25.0], [3.25][25.0], [3.5][25.0], [3.833333333333334][25.0], [4.0][25.0], [4.5][25.0], [4.5][25.0], [4.5][25.0], [-0.25][26.0], [-0.24999999999999978][26.0], [-0.13888888888888895][26.0], [-0.0][26.0], [0.16666666666666663][26.0], [0.5416666666666667][26.0], [0.5555555555555556][26.0], [0.7777777777777777][26.0], [0.8333333333333333][26.0], [1.0][26.0]]", 40
280, 0.8669187410000001, [[5.5][21.0]], "[[5.5][21.0], [3.25][22.0], [3.333333333333333][22.0], [6.0][22.0], [7.5][22.0], [1.5][23.0], [4.0][23.0], [4.5][23.0], [5.0][23.0], [5.5][23.0], [7.166666666666666][23.0], [-0.3055555555555556][24.0], [0.25][24.0], [1.3333333333333335][24.0], [2.0][24.0], [2.25][24.0], [2.25][24.0], [2.333333333333333][24.0], [2.388888888888889][24.0], [2.5][24.0], [2.5555555555555554][24.0], [2.8333333333333335][24.0], [3.5][24.0], [3.75][24.0], [3.75][24.0], [6.333333333333334][24.0], [0.11666666666666647][25.0], [0.25][25.0], [0.5][25.0], [0.5][25.0], [1.0][25.0], [1.0][25.0], [1.1666666666666665][25.0], [1.3333333333333335][25.0], [1.5][25.0], [1.5][25.0], [1.6388888888888888][25.0], [1.75][25.0], [1.8333333333333333][25.0], [1.8333333333333333][25.0]]", 40
320, 0.906226399, [[7.5][20.0]], "[[7.5][20.0], [2.75][21.0], [5.5][21.0], [10.5][21.0], [2.1666666666666665][22.0], [3.0][22.0], [3.25][22.0], [3.25][22.0], [3.333333333333333][22.0], [4.0][22.0], [4.75][22.0], [4.75][22.0], [5.0][22.0], [5.5][22.0], [6.0][22.0], [6.75][22.0], [7.5][22.0], [-0.25][23.0], [1.5][23.0], [2.3333333333333335][23.0], [3.25][23.0], [3.375][23.0], [3.833333333333333][23.0], [4.0][23.0], [4.5][23.0], [4.5][23.0], [4.5][23.0], [5.0][23.0], [5.5][23.0], [5.5][23.0], [5.5][23.0], [7.166666666666666][23.0], [7.5][23.0], [-0.3055555555555556][24.0], [0.25][24.0], [1.1666666666666667][24.0], [1.3333333333333335][24.0], [1.75][24.0], [2.0][24.0], [2.25][24.0]]", 40
360, 0.9386150440000001, [[2.833333333333333][20.0]], "[[2.833333333333333][20.0], [6.25][20.0], [7.0][20.0], [7.5][20.0], [10.0][20.0], [11.0][20.0], [0.16666666666666696][21.0], [2.75][21.0], [4.0][21.0], [5.0][21.0], [5.5][21.0], [5.999999999999999][21.0], [6.0][21.0], [7.5][21.0], [8.0][21.0], [8.5][21.0], [9.0][21.0], [10.5][21.0], [1.0][22.0], [1.2][22.0], [2.1666666666666665][22.0], [2.75][22.0], [3.0][22.0], [3.25][22.0], [3.25][22.0], [3.333333333333333][22.0], [3.5][22.0], [4.0][22.0], [4.75][22.0], [4.75][22.0], [5.0][22.0], [5.5][22.0], [5.5][22.0], [5.75][22.0], [6.0][22.0], [6.0][22.0], [6.75][22.0], [7.0][22.0], [7.0][22.0], [7.416666666666665][22.0]]", 40
400, 0.9664749530000001, [[12.25][18.0]], "[[12.25][18.0], [15.75][18.0], [17.0][18.0], [1.527777777777778][19.0], [5.5][19.0], [7.0][19.0], [8.0][19.0], [8.25][19.0], [10.0][19.0], [2.833333333333333][20.0], [4.25][20.0], [4.75][20.0], [5.5][20.0], [6.25][20.0], [6.75][20.0], [7.0][20.0], [7.5][20.0], [8.25][20.0], [9.0][20.0], [9.333333333333334][20.0], [10.0][20.0], [10.0][20.0], [10.25][20.0], [11.0][20.0], [0.16666666666666696][21.0], [2.75][21.0], [3.75][21.0], [3.75][21.0], [4.0][21.0], [5.0][21.0], [5.5][21.0], [5.5][21.0], [5.833333333333333][21.0], [5.999999999999999][21.0], [6.0][21.0], [7.5][21.0], [8.0][21.0], [8.0][21.0], [8.5][21.0], [9.0][21.0]]", 40
