NFE, Elapsed Time, Approximation Set, Population, Population Size
40, 0.767109461, [[1.0][4.0]], "[[1.0][7.0], [1.0][6.0], [-0.0][6.0], [-0.25][5.0], [1.0][4.0], [-0.0][7.0], [-1.0][6.0], [-0.0][7.0], [-1.0][7.0], [-0.5][5.0], [-0.0][9.0], [-1.0][5.0], [-0.5][6.0], [2.0][5.0], [-0.0][7.0], [-1.0][7.0], [-0.0][6.0], [-0.5][5.0], [-0.0][7.0], [-0.0][7.0], [1.0][6.0], [1.0][6.0], [1.0][6.0], [-1.0][6.0], [-0.5][6.0], [-1.0][5.0], [-0.0][7.0], [1.0][6.0], [1.0][6.0], [1.0][7.0], [-0.5][5.0], [-0.5][7.0], [-0.0][9.0], [-0.0][6.0], [-0.0][9.0], [-1.0][7.0], [-0.0][7.0], [-0.5][7.0], [2.0][4.0], [1.0][7.0]]", 40
80, 0.812989257, [[0.5][3.0]], "[[0.5][3.0], [1.5][3.0], [2.0][3.0], [2.0][3.0], [-1.0][4.0], [-0.3333333333333333][4.0], [-0.0][4.0], [-0.0][4.0], [0.5][4.0], [1.0][4.0], [1.0][4.0], [1.25][4.0], [2.0][4.0], [2.0][4.0], [2.0][4.0], [-1.0][5.0], [-1.0][5.0], [-0.75][5.0], [-0.5][5.0], [-0.5][5.0], [-0.5][5.0], [-0.3333333333333333][5.0], [-0.25][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [1.0][5.0], [1.5][5.0], [2.0][5.0], [-1.0][6.0], [-1.0][6.0], [-0.5][6.0], [-0.5][6.0], [-0.5][6.0], [-0.5][6.0], [-0.3333333333333333][6.0], [-0.0][6.0]]", 40
120, 0.8342758330000001, [[3.0][1.0]], "[[3.0][1.0], [3.0][2.0], [3.0][2.0], [4.0][2.0], [5.0][2.0], [-0.0][3.0], [-0.0][3.0], [0.5][3.0], [0.5][3.0], [1.0][3.0], [1.0][3.0], [1.0][3.0], [1.5][3.0], [1.75][3.0], [2.0][3.0], [2.0][3.0], [2.0][3.0], [2.5][3.0], [3.5][3.0], [-1.5][4.0], [-1.0][4.0], [-0.5][4.0], [-0.3333333333333333][4.0], [-0.0][4.0], [-0.0][4.0], [-0.0][4.0], [0.5][4.0], [0.5][4.0], [1.0][4.0], [1.0][4.0], [1.25][4.0], [1.25][4.0], [1.5][4.0], [1.5][4.0], [2.0][4.0], [2.0][4.0], [2.0][4.0], [2.0][4.0], [2.0][4.0], [2.5][4.0]]", 40
160, 0.917149737, [[2.333333333333333][0.0]], "[[2.333333333333333][0.0], [0.5][1.0], [2.0][1.0], [3.0][1.0], [3.5][1.0], [5.0][1.0], [5.0][1.0], [-0.75][2.0], [-0.5][2.0], [0.6666666666666665][2.0], [1.0][2.0], [1.25][2.0], [2.5][2.0], [3.0][2.0], [3.0][2.0], [3.0][2.0], [4.0][2.0], [4.0][2.0], [4.0][2.0], [4.0][2.0], [5.0][2.0], [-1.0][3.0], [-0.0][3.0], [-0.0][3.0], [-0.0][3.0], [-0.0][3.0], [0.16666666666666669][3.0], [0.5][3.0], [0.5][3.0], [0.5][3.0], [1.0][3.0], [1.0][3.0], [1.0][3.0], [1.5][3.0], [1.5][3.0], [1.75][3.0], [2.0][3.0], [2.0][3.0], [2.0][3.0], [2.0][3.0]]", 40
200, 0.939603358, [[-0.625][0.0]], "[[-0.625][0.0], [1.0][0.0], [1.0][0.0], [2.0][0.0], [2.333333333333333][0.0], [2.5][0.0], [3.25][0.0], [4.0][0.0], [5.0][0.0], [-0.6666666666666667][1.0], [0.5][1.0], [1.25][1.0], [2.0][1.0], [2.0][1.0], [3.0][1.0], [3.0][1.0], [3.0][1.0], [3.5][1.0], [4.0][1.0], [4.0][1.0], [5.0][1.0], [5.0][1.0], [5.5][1.0], [6.0][1.0], [6.0][1.0], [6.0][1.0], [-0.75][2.0], [-0.6666666666666667][2.0], [-0.5][2.0], [0.6666666666666665][2.0], [1.0][2.0], [1.25][2.0], [1.75][2.0], [2.0][2.0], [2.0][2.0], [2.5][2.0], [2.5][2.0], [3.0][2.0], [3.0][2.0], [3.0][2.0]]", 40
240, 0.979763441, [[-0.625][0.0]], "[[-0.625][0.0], [1.0][0.0], [1.0][0.0], [2.0][0.0], [2.333333333333333][0.0], [2.5][0.0], [3.0][0.0], [3.25][0.0], [3.5][0.0], [4.0][0.0], [4.75][0.0], [5.0][0.0], [5.0][0.0], [6.0][0.0], [6.0][0.0], [6.5][0.0], [7.0][0.0], [-0.6666666666666667][1.0], [-0.38888888888888906][1.0], [-0.16666666666666652][1.0], [0.5][1.0], [0.5][1.0], [0.8333333333333335][1.0], [1.0][1.0], [1.0][1.0], [1.0][1.0], [1.25][1.0], [1.3333333333333335][1.0], [1.5][1.0], [2.0][1.0], [2.0][1.0], [2.0][1.0], [2.0][1.0], [2.25][1.0], [3.0][1.0], [3.0][1.0], [3.0][1.0], [3.0][1.0], [3.0][1.0], [3.5][1.0]]", 40
280, 1.029770617, [[-0.625][0.0]], "[[-0.625][0.0], [0.5][0.0], [0.7333333333333333][0.0], [0.75][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.5][0.0], [1.5][0.0], [1.8888888888888888][0.0], [2.0][0.0], [2.333333333333333][0.0], [2.5][0.0], [2.5][0.0], [2.666666666666667][0.0], [2.916666666666667][0.0], [3.0][0.0], [3.0][0.0], [3.25][0.0], [3.5][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.333333333333333][0.0], [4.75][0.0], [5.0][0.0], [5.0][0.0], [5.0][0.0], [5.0][0.0], [5.0][0.0], [6.0][0.0], [6.0][0.0], [6.0][0.0], [6.5][0.0], [7.0][0.0], [7.0][0.0], [7.0][0.0], [-0.875][1.0]]", 40
320, 1.057443018, [[-0.9444444444444443][0.0]], "[[-0.9444444444444443][0.0], [-0.625][0.0], [0.33333333333333326][0.0], [0.3333333333333335][0.0], [0.5][0.0], [0.7333333333333333][0.0], [0.75][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.1666666666666667][0.0], [1.222222222222222][0.0], [1.5][0.0], [1.5][0.0], [1.5][0.0], [1.8888888888888888][0.0], [2.0][0.0], [2.0][0.0], [2.0][0.0], [2.0000000000000004][0.0], [2.333333333333333][0.0], [2.3333333333333335][0.0], [2.5][0.0], [2.5][0.0], [2.666666666666667][0.0], [2.75][0.0], [2.916666666666667][0.0], [3.0][0.0], [3.0][0.0], [3.25][0.0], [3.25][0.0], [3.5][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.333333333333333][0.0], [4.5][0.0]]", 40
360, 1.112444798, [[-0.9444444444444443][0.0]], "[[-0.9444444444444443][0.0], [-0.85][0.0], [-0.625][0.0], [-0.625][0.0], [-0.41666666666666674][0.0], [0.33333333333333326][0.0], [0.3333333333333335][0.0], [0.38888888888888906][0.0], [0.5][0.0], [0.5][0.0], [0.6666666666666667][0.0], [0.7333333333333333][0.0], [0.75][0.0], [0.75][0.0], [0.9999999999999998][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.1666666666666665][0.0], [1.1666666666666667][0.0], [1.222222222222222][0.0], [1.5][0.0], [1.5][0.0], [1.5][0.0], [1.5][0.0], [1.6666666666666665][0.0], [1.6666666666666665][0.0], [1.8888888888888888][0.0], [1.8888888888888888][0.0], [2.0][0.0], [2.0][0.0], [2.0][0.0], [2.0][0.0], [2.0000000000000004][0.0], [2.333333333333333][0.0], [2.3333333333333335][0.0], [2.5][0.0]]", 40
400, 1.137702566, [[-0.9444444444444443][0.0]], "[[-0.9444444444444443][0.0], [-0.85][0.0], [-0.85][0.0], [-0.6666666666666663][0.0], [-0.625][0.0], [-0.625][0.0], [-0.41666666666666674][0.0], [-0.0][0.0], [-0.0][0.0], [-0.0][0.0], [0.16666666666666652][0.0], [0.25][0.0], [0.33333333333333326][0.0], [0.3333333333333335][0.0], [0.38888888888888906][0.0], [0.5][0.0], [0.5][0.0], [0.6666666666666667][0.0], [0.7333333333333333][0.0], [0.7333333333333333][0.0], [0.75][0.0], [0.75][0.0], [0.9999999999999998][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.1666666666666665][0.0], [1.1666666666666667][0.0], [1.222222222222222][0.0], [1.5][0.0], [1.5][0.0], [1.5][0.0], [1.5][0.0], [1.6666666666666665][0.0], [1.6666666666666665][0.0], [1.75][0.0], [1.8888888888888888][0.0]]", 40
