NFE, Elapsed Time, Approximation Set, Population, Population Size
40, 1.009197844, [[-0.0][30.0]], "[[-1.0][33.0], [-0.0][32.0], [-0.0][33.0], [1.0][31.0], [1.0][30.0], [-0.0][33.0], [-0.0][31.0], [-0.0][32.0], [-0.0][34.0], [-0.5][32.0], [-0.0][33.0], [-0.0][35.0], [-0.0][33.0], [-0.6666666666666666][31.0], [-0.0][34.0], [-0.0][32.0], [-0.0][33.0], [-0.0][31.0], [-0.0][33.0], [-1.0][31.0], [-0.0][33.0], [-0.0][32.0], [-0.0][31.0], [-0.0][33.0], [-0.0][33.0], [0.5][30.0], [-0.0][33.0], [-0.0][32.0], [-0.0][33.0], [-0.0][30.0], [-0.0][33.0], [-0.0][32.0], [1.0][32.0], [2.0][32.0], [-0.0][31.0], [-0.0][33.0], [1.0][31.0], [-0.0][35.0], [-0.0][32.0], [-0.0][31.0]]", 40
80, 1.045466693, [[1.6666666666666665][28.0]], "[[1.6666666666666665][28.0], [-0.0][29.0], [-1.0][30.0], [-0.75][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [0.5][30.0], [0.5][30.0], [1.0][30.0], [1.0][30.0], [1.0][30.0], [1.0][30.0], [2.0][30.0], [2.0][30.0], [-1.0][31.0], [-0.6666666666666666][31.0], [-0.5][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [0.5][31.0], [0.5][31.0], [1.0][31.0], [1.0][31.0], [1.0][31.0], [-1.0][32.0], [-0.5][32.0], [-0.5][32.0], [-0.0][32.0], [-0.0][32.0]]", 40
120, 1.0857141140000002, [[3.0][27.0]], "[[3.0][27.0], [4.0][27.0], [-0.0][28.0], [0.2][28.0], [0.6666666666666666][28.0], [1.6666666666666665][28.0], [3.0][28.0], [-0.0][29.0], [-0.0][29.0], [-0.0][29.0], [-0.0][29.0], [-0.0][29.0], [0.25][29.0], [0.5][29.0], [0.5][29.0], [0.75][29.0], [1.0][29.0], [1.0][29.0], [1.5][29.0], [2.5][29.0], [-1.0][30.0], [-0.75][30.0], [-0.25][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [0.5][30.0], [0.5][30.0], [0.5][30.0], [1.0][30.0], [1.0][30.0], [1.0][30.0], [1.0][30.0], [1.0][30.0], [1.0][30.0], [1.0][30.0]]", 40
160, 1.1243405560000002, [[0.5000000000000001][26.0]], "[[0.5000000000000001][26.0], [2.5][26.0], [2.5][26.0], [-0.5][27.0], [-0.0][27.0], [-0.0][27.0], [0.3333333333333333][27.0], [0.6666666666666666][27.0], [0.6666666666666666][27.0], [1.0][27.0], [1.125][27.0], [3.0][27.0], [4.0][27.0], [4.0][27.0], [4.5][27.0], [-0.5][28.0], [-0.3333333333333333][28.0], [-0.0][28.0], [-0.0][28.0], [-0.0][28.0], [-0.0][28.0], [0.2][28.0], [0.5][28.0], [0.6666666666666666][28.0], [0.75][28.0], [1.0][28.0], [1.0][28.0], [1.0][28.0], [1.5][28.0], [1.6666666666666665][28.0], [3.0][28.0], [-0.0][29.0], [-0.0][29.0], [-0.0][29.0], [-0.0][29.0], [-0.0][29.0], [0.25][29.0], [0.5][29.0], [0.5][29.0], [0.75][29.0]]", 40
200, 1.215969451, [[2.0][24.0]], "[[2.0][24.0], [3.0][24.0], [0.6][25.0], [2.333333333333333][25.0], [5.0][25.0], [-1.3333333333333333][26.0], [-0.5][26.0], [0.2857142857142857][26.0], [0.5000000000000001][26.0], [1.0][26.0], [1.125][26.0], [1.5][26.0], [2.0][26.0], [2.5][26.0], [2.5][26.0], [3.5][26.0], [-1.0][27.0], [-0.7][27.0], [-0.5][27.0], [-0.3333333333333333][27.0], [-0.2][27.0], [-0.125][27.0], [-0.0][27.0], [-0.0][27.0], [-0.0][27.0], [0.3333333333333333][27.0], [0.5][27.0], [0.5][27.0], [0.6666666666666666][27.0], [0.6666666666666666][27.0], [0.9999999999999999][27.0], [1.0][27.0], [1.0][27.0], [1.125][27.0], [1.5][27.0], [2.6666666666666665][27.0], [3.0][27.0], [3.5][27.0], [4.0][27.0], [4.0][27.0]]", 40
240, 1.253736441, [[-0.6][23.0]], "[[-0.6][23.0], [0.5][23.0], [1.5][23.0], [2.6999999999999997][23.0], [3.25][23.0], [3.6666666666666665][23.0], [-0.16666666666666669][24.0], [2.0][24.0], [2.0][24.0], [3.0][24.0], [3.6][24.0], [7.0][24.0], [-0.5833333333333334][25.0], [-0.30952380952380953][25.0], [-0.1875][25.0], [0.20833333333333348][25.0], [0.6][25.0], [1.333333333333333][25.0], [1.5][25.0], [2.333333333333333][25.0], [3.0][25.0], [5.0][25.0], [-1.3333333333333333][26.0], [-0.5][26.0], [-0.16666666666666666][26.0], [-0.0][26.0], [0.2857142857142857][26.0], [0.5][26.0], [0.5000000000000001][26.0], [0.5000000000000001][26.0], [0.75][26.0], [1.0][26.0], [1.0][26.0], [1.125][26.0], [1.25][26.0], [1.5][26.0], [1.5][26.0], [2.0][26.0], [2.5][26.0], [2.5][26.0]]", 40
280, 1.275335268, [[-1.35][21.0]], "[[-1.35][21.0], [-0.41666666666666674][21.0], [1.1666666666666665][21.0], [2.5][21.0], [-0.6][22.0], [1.6666666666666665][22.0], [1.9166666666666663][22.0], [-0.6][23.0], [0.5][23.0], [1.1][23.0], [1.5][23.0], [2.0][23.0], [2.6999999999999997][23.0], [2.875][23.0], [3.25][23.0], [3.5][23.0], [3.6666666666666665][23.0], [4.833333333333333][23.0], [-0.16666666666666669][24.0], [0.02380952380952378][24.0], [0.5][24.0], [0.5][24.0], [0.75][24.0], [1.0625][24.0], [1.6666666666666665][24.0], [1.9166666666666665][24.0], [2.0][24.0], [2.0][24.0], [3.0][24.0], [3.0][24.0], [3.6][24.0], [4.0][24.0], [4.0][24.0], [7.0][24.0], [7.0][24.0], [7.0][24.0], [-0.5833333333333334][25.0], [-0.3571428571428571][25.0], [-0.3333333333333333][25.0], [-0.30952380952380953][25.0]]", 40
320, 1.3114271610000001, [[1.1666666666666665][19.0]], "[[1.1666666666666665][19.0], [-1.35][20.0], [0.09999999999999998][20.0], [2.4999999999999996][20.0], [2.5476190476190474][20.0], [-1.35][21.0], [-0.41666666666666674][21.0], [0.4166666666666667][21.0], [0.6428571428571428][21.0], [0.9][21.0], [1.1666666666666665][21.0], [2.5][21.0], [-0.6][22.0], [1.1666666666666665][22.0], [1.5][22.0], [1.583333333333333][22.0], [1.6666666666666665][22.0], [1.9166666666666663][22.0], [3.0][22.0], [3.1666666666666665][22.0], [6.0][22.0], [-0.6][23.0], [-0.6][23.0], [-0.16666666666666669][23.0], [0.5][23.0], [0.6666666666666665][23.0], [1.1][23.0], [1.333333333333333][23.0], [1.4166666666666663][23.0], [1.4999999999999998][23.0], [1.5][23.0], [1.5][23.0], [1.5][23.0], [2.0][23.0], [2.0][23.0], [2.6999999999999997][23.0], [2.8000000000000003][23.0], [2.875][23.0], [3.25][23.0], [3.5][23.0]]", 40
360, 1.342757612, [[-1.125][18.0]], "[[-1.125][18.0], [1.7111111111111112][18.0], [-0.33333333333333326][19.0], [1.1666666666666665][19.0], [-1.35][20.0], [-0.016666666666666607][20.0], [-0.0][20.0], [0.09999999999999998][20.0], [0.11111111111111105][20.0], [0.11111111111111116][20.0], [1.208333333333333][20.0], [2.4999999999999996][20.0], [2.5476190476190474][20.0], [2.7333333333333334][20.0], [2.9333333333333336][20.0], [4.2][20.0], [5.666666666666666][20.0], [-1.35][21.0], [-0.5416666666666665][21.0], [-0.41666666666666674][21.0], [0.4166666666666667][21.0], [0.6000000000000001][21.0], [0.6428571428571428][21.0], [0.9][21.0], [1.1666666666666665][21.0], [1.4166666666666665][21.0], [1.7916666666666665][21.0], [2.5][21.0], [3.833333333333333][21.0], [3.9166666666666665][21.0], [4.541666666666666][21.0], [5.0][21.0], [-0.6][22.0], [-0.6][22.0], [-0.5][22.0], [-0.25][22.0], [0.75][22.0], [1.1666666666666665][22.0], [1.4999999999999998][22.0], [1.5][22.0]]", 40
400, 1.379091682, [[5.375][15.0]], "[[5.375][15.0], [-0.10000000000000009][17.0], [0.6000000000000001][17.0], [-1.125][18.0], [0.1333333333333333][18.0], [0.32738095238095233][18.0], [0.5999999999999999][18.0], [1.366666666666667][18.0], [1.7111111111111112][18.0], [4.7][18.0], [-0.33333333333333326][19.0], [1.1666666666666665][19.0], [2.133333333333333][19.0], [2.7083333333333335][19.0], [3.3444444444444446][19.0], [5.800000000000001][19.0], [7.75][19.0], [-1.35][20.0], [-0.30000000000000004][20.0], [-0.016666666666666607][20.0], [-0.0][20.0], [1.1102230246251565E-16][20.0], [0.09999999999999998][20.0], [0.11111111111111105][20.0], [0.11111111111111116][20.0], [1.208333333333333][20.0], [1.4666666666666666][20.0], [1.4999999999999998][20.0], [1.5][20.0], [1.5][20.0], [1.6666666666666665][20.0], [2.25][20.0], [2.25][20.0], [2.4999999999999996][20.0], [2.5476190476190474][20.0], [2.7333333333333334][20.0], [2.7857142857142856][20.0], [2.9333333333333336][20.0], [3.6][20.0], [4.166666666666667][20.0]]", 40
