NFE, Elapsed Time, Approximation Set, Population, Population Size
40, 0.629099603, [[-0.5][5.0]], "[[-0.0][9.0], [-0.0][9.0], [-0.0][8.0], [-0.0][9.0], [-0.0][9.0], [-0.0][6.0], [-0.0][8.0], [-0.0][6.0], [-0.0][8.0], [-0.0][9.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][9.0], [-0.0][9.0], [-0.0][9.0], [-0.0][9.0], [-0.0][7.0], [-0.0][9.0], [-0.0][7.0], [-0.0][9.0], [1.0][6.0], [-0.0][9.0], [-0.0][8.0], [-0.0][9.0], [-0.0][9.0], [-0.0][9.0], [-0.0][7.0], [-1.0][7.0], [-0.5][5.0], [-0.0][9.0], [-0.0][9.0], [-0.0][8.0], [-0.0][8.0], [-0.0][9.0], [-0.0][9.0], [-0.0][6.0], [-0.0][9.0], [-0.0][9.0], [-0.0][7.0]]", 40
80, 0.634697885, [[-0.5][5.0]], "[[-0.5][5.0], [2.0][5.0], [-0.5][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [1.0][6.0], [-1.0][7.0], [-1.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [1.0][7.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0]]", 40
120, 0.6404769410000001, [[-0.5][4.0]], "[[-0.5][4.0], [0.75][4.0], [1.5][4.0], [-0.5][5.0], [-0.0][5.0], [1.0][5.0], [1.0][5.0], [1.0][5.0], [2.0][5.0], [-0.5][6.0], [-0.5][6.0], [-0.5][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [1.0][6.0], [1.0][6.0], [-1.0][7.0], [-1.0][7.0], [-1.0][7.0], [-1.0][7.0], [-1.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0]]", 40
160, 0.646554768, [[1.0][3.0]], "[[1.0][3.0], [2.0][3.0], [-0.5][4.0], [-0.0][4.0], [0.25][4.0], [0.75][4.0], [1.0][4.0], [1.5][4.0], [1.5][4.0], [1.75][4.0], [2.0][4.0], [-1.0][5.0], [-0.5][5.0], [-0.5][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [1.0][5.0], [1.0][5.0], [1.0][5.0], [1.0][5.0], [1.0][5.0], [2.0][5.0], [2.0][5.0], [-1.0][6.0], [-1.0][6.0], [-0.5][6.0], [-0.5][6.0], [-0.5][6.0], [-0.5][6.0], [-0.5][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0]]", 40
200, 0.652999946, [[1.0][2.0]], "[[1.0][2.0], [2.333333333333333][2.0], [2.75][2.0], [0.3333333333333333][3.0], [0.5][3.0], [1.0][3.0], [2.0][3.0], [-0.5][4.0], [-0.5][4.0], [-0.5][4.0], [-0.0][4.0], [-0.0][4.0], [-0.0][4.0], [-0.0][4.0], [-0.0][4.0], [0.25][4.0], [0.5][4.0], [0.75][4.0], [0.75][4.0], [0.75][4.0], [1.0][4.0], [1.0][4.0], [1.0][4.0], [1.5][4.0], [1.5][4.0], [1.5][4.0], [1.75][4.0], [2.0][4.0], [2.0][4.0], [2.0][4.0], [-1.5][5.0], [-1.0][5.0], [-0.75][5.0], [-0.5][5.0], [-0.5][5.0], [-0.5][5.0], [-0.5][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0]]", 40
240, 0.6598415440000001, [[2.5][1.0]], "[[2.5][1.0], [0.75][2.0], [1.0][2.0], [1.0][2.0], [1.5][2.0], [2.0][2.0], [2.0][2.0], [2.333333333333333][2.0], [2.333333333333333][2.0], [2.333333333333333][2.0], [2.75][2.0], [0.16666666666666663][3.0], [0.25][3.0], [0.3333333333333333][3.0], [0.5][3.0], [0.75][3.0], [1.0][3.0], [1.0][3.0], [1.5][3.0], [1.75][3.0], [1.75][3.0], [2.0][3.0], [3.0][3.0], [3.0][3.0], [-0.5][4.0], [-0.5][4.0], [-0.5][4.0], [-0.0][4.0], [-0.0][4.0], [-0.0][4.0], [-0.0][4.0], [-0.0][4.0], [-0.0][4.0], [0.25][4.0], [0.5][4.0], [0.75][4.0], [0.75][4.0], [0.75][4.0], [1.0][4.0], [1.0][4.0]]", 40
280, 0.6682001120000001, [[2.25][1.0]], "[[2.25][1.0], [2.5][1.0], [2.5][1.0], [2.5][1.0], [4.75][1.0], [0.16666666666666663][2.0], [0.75][2.0], [1.0][2.0], [1.0][2.0], [1.0][2.0], [1.0][2.0], [1.5][2.0], [1.5][2.0], [1.75][2.0], [1.9999999999999998][2.0], [2.0][2.0], [2.0][2.0], [2.0][2.0], [2.0][2.0], [2.333333333333333][2.0], [2.333333333333333][2.0], [2.333333333333333][2.0], [2.333333333333333][2.0], [2.333333333333333][2.0], [2.75][2.0], [-0.75][3.0], [-0.3333333333333333][3.0], [0.16666666666666663][3.0], [0.25][3.0], [0.3333333333333333][3.0], [0.5][3.0], [0.5][3.0], [0.75][3.0], [1.0][3.0], [1.0][3.0], [1.0][3.0], [1.0][3.0], [1.0][3.0], [1.1666666666666665][3.0], [1.5][3.0]]", 40
320, 0.677824804, [[1.0][1.0]], "[[1.0][1.0], [2.25][1.0], [2.25][1.0], [2.5][1.0], [2.5][1.0], [2.5][1.0], [2.6666666666666665][1.0], [2.75][1.0], [3.0][1.0], [3.0][1.0], [4.75][1.0], [-1.0][2.0], [-0.75][2.0], [0.16666666666666663][2.0], [0.25][2.0], [0.5][2.0], [0.5][2.0], [0.6666666666666666][2.0], [0.75][2.0], [1.0][2.0], [1.0][2.0], [1.0][2.0], [1.0][2.0], [1.5][2.0], [1.5][2.0], [1.6666666666666665][2.0], [1.75][2.0], [1.9999999999999998][2.0], [2.0][2.0], [2.0][2.0], [2.0][2.0], [2.0][2.0], [2.0][2.0], [2.0][2.0], [2.0][2.0], [2.25][2.0], [2.333333333333333][2.0], [2.333333333333333][2.0], [2.333333333333333][2.0], [2.333333333333333][2.0]]", 40
360, 0.685817825, [[3.5][0.0]], "[[3.5][0.0], [5.0][0.0], [1.0][1.0], [1.0][1.0], [1.0][1.0], [1.6666666666666665][1.0], [2.0][1.0], [2.25][1.0], [2.25][1.0], [2.25][1.0], [2.25][1.0], [2.5][1.0], [2.5][1.0], [2.5][1.0], [2.6666666666666665][1.0], [2.6666666666666665][1.0], [2.6666666666666665][1.0], [2.75][1.0], [2.75][1.0], [3.0][1.0], [3.0][1.0], [3.666666666666666][1.0], [4.75][1.0], [5.0][1.0], [6.0][1.0], [-1.0][2.0], [-1.0][2.0], [-0.75][2.0], [0.16666666666666663][2.0], [0.25][2.0], [0.25][2.0], [0.5][2.0], [0.5][2.0], [0.6666666666666666][2.0], [0.75][2.0], [0.75][2.0], [1.0][2.0], [1.0][2.0], [1.0][2.0], [1.0][2.0]]", 40
400, 0.6943317200000001, [[3.5][0.0]], "[[3.5][0.0], [4.5][0.0], [5.0][0.0], [5.25][0.0], [0.5][1.0], [0.5][1.0], [0.8333333333333335][1.0], [1.0][1.0], [1.0][1.0], [1.0][1.0], [1.0][1.0], [1.5][1.0], [1.6666666666666665][1.0], [2.0][1.0], [2.0][1.0], [2.0000000000000004][1.0], [2.25][1.0], [2.25][1.0], [2.25][1.0], [2.25][1.0], [2.25][1.0], [2.25][1.0], [2.5][1.0], [2.5][1.0], [2.5][1.0], [2.666666666666666][1.0], [2.6666666666666665][1.0], [2.6666666666666665][1.0], [2.6666666666666665][1.0], [2.75][1.0], [2.75][1.0], [2.75][1.0], [2.75][1.0], [2.75][1.0], [3.0][1.0], [3.0][1.0], [3.666666666666666][1.0], [4.5][1.0], [4.75][1.0], [4.75][1.0]]", 40
440, 0.7030767950000001, [[2.0][0.0]], "[[2.0][0.0], [2.0][0.0], [2.0][0.0], [2.75][0.0], [3.5][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.5][0.0], [4.5][0.0], [5.0][0.0], [5.0][0.0], [5.25][0.0], [-0.5][1.0], [-0.5][1.0], [0.16666666666666663][1.0], [0.25][1.0], [0.5][1.0], [0.5][1.0], [0.5][1.0], [0.8333333333333333][1.0], [0.8333333333333335][1.0], [1.0][1.0], [1.0][1.0], [1.0][1.0], [1.0][1.0], [1.0][1.0], [1.5][1.0], [1.5][1.0], [1.5][1.0], [1.6666666666666665][1.0], [1.75][1.0], [2.0][1.0], [2.0][1.0], [2.0000000000000004][1.0], [2.25][1.0], [2.25][1.0], [2.25][1.0], [2.25][1.0], [2.25][1.0]]", 40
480, 0.7151434440000001, [[1.6666666666666665][0.0]], "[[1.6666666666666665][0.0], [1.6666666666666665][0.0], [2.0][0.0], [2.0][0.0], [2.0][0.0], [2.0][0.0], [2.0][0.0], [2.333333333333333][0.0], [2.75][0.0], [3.5][0.0], [3.5][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.166666666666667][0.0], [4.5][0.0], [4.5][0.0], [4.5][0.0], [5.0][0.0], [5.0][0.0], [5.0][0.0], [5.0][0.0], [5.25][0.0], [5.25][0.0], [-0.5][1.0], [-0.5][1.0], [0.16666666666666663][1.0], [0.16666666666666663][1.0], [0.25][1.0], [0.33333333333333326][1.0], [0.5][1.0], [0.5][1.0], [0.5][1.0], [0.5][1.0], [0.5][1.0], [0.6666666666666665][1.0], [0.8333333333333333][1.0], [0.8333333333333335][1.0]]", 40
520, 0.727013016, [[1.6666666666666665][0.0]], "[[1.6666666666666665][0.0], [1.6666666666666665][0.0], [1.6666666666666665][0.0], [1.75][0.0], [2.0][0.0], [2.0][0.0], [2.0][0.0], [2.0][0.0], [2.0][0.0], [2.0][0.0], [2.0][0.0], [2.333333333333333][0.0], [2.333333333333333][0.0], [2.5][0.0], [2.6666666666666665][0.0], [2.75][0.0], [3.0][0.0], [3.333333333333333][0.0], [3.5][0.0], [3.5][0.0], [3.5][0.0], [3.666666666666667][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.166666666666667][0.0], [4.5][0.0], [4.5][0.0], [4.5][0.0], [5.0][0.0], [5.0][0.0], [5.0][0.0], [5.0][0.0], [5.0][0.0]]", 40
