NFE, Elapsed Time, Approximation Set, Population, Population Size
40, 0.785559219, [[-0.6666666666666666][5.0]], "[[-0.0][9.0], [-0.0][9.0], [-0.6666666666666666][5.0], [-0.0][9.0], [-0.0][8.0], [-0.0][7.0], [-0.0][9.0], [-0.0][9.0], [-0.0][9.0], [-0.0][9.0], [-0.0][7.0], [-0.0][9.0], [-0.0][8.0], [-1.0][6.0], [-0.5][7.0], [-0.0][8.0], [-0.0][8.0], [-0.0][9.0], [-0.0][9.0], [-0.0][6.0], [-0.0][8.0], [-0.0][8.0], [-0.0][6.0], [-0.5][6.0], [-0.0][7.0], [-0.0][9.0], [-0.0][7.0], [-0.0][9.0], [-0.0][9.0], [-0.0][9.0], [-0.0][9.0], [-0.0][8.0], [-0.0][9.0], [-0.0][9.0], [-0.0][9.0], [-0.3333333333333333][5.0], [-0.0][8.0], [-0.0][9.0], [-0.0][8.0], [-0.5][6.0]]", 40
80, 0.7921865810000001, [[-1.1111111111111112][3.0]], "[[-1.1111111111111112][3.0], [1.9999999999999998][3.0], [-0.0][4.0], [-1.0][5.0], [-0.6666666666666666][5.0], [-0.3333333333333333][5.0], [-0.0][5.0], [-0.0][5.0], [0.5][5.0], [-1.0][6.0], [-0.5][6.0], [-0.5][6.0], [-0.5][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [0.5][6.0], [1.0][6.0], [-0.5][7.0], [-0.5][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0]]", 40
120, 0.797797324, [[-1.1111111111111112][3.0]], "[[-1.1111111111111112][3.0], [-0.33333333333333337][3.0], [0.16666666666666663][3.0], [0.33333333333333326][3.0], [0.5][3.0], [1.0][3.0], [1.25][3.0], [1.9999999999999998][3.0], [-0.5][4.0], [-0.0][4.0], [-0.0][4.0], [-1.0][5.0], [-0.6666666666666666][5.0], [-0.6666666666666666][5.0], [-0.5][5.0], [-0.3333333333333333][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [0.5][5.0], [0.5][5.0], [0.5][5.0], [1.0][5.0], [1.5][5.0], [-1.0][6.0], [-0.5][6.0], [-0.5][6.0], [-0.5][6.0], [-0.5][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [0.5][6.0]]", 40
160, 0.810794211, [[0.16666666666666674][2.0]], "[[0.16666666666666674][2.0], [2.1666666666666665][2.0], [-1.1111111111111112][3.0], [-0.33333333333333337][3.0], [-0.0][3.0], [0.16666666666666663][3.0], [0.33333333333333326][3.0], [0.5][3.0], [1.0][3.0], [1.0][3.0], [1.25][3.0], [1.9999999999999998][3.0], [2.25][3.0], [2.5][3.0], [-1.1666666666666665][4.0], [-0.8333333333333333][4.0], [-0.6666666666666666][4.0], [-0.5][4.0], [-0.25][4.0], [-0.0][4.0], [-0.0][4.0], [1.0][4.0], [1.75][4.0], [-1.0][5.0], [-0.6666666666666666][5.0], [-0.6666666666666666][5.0], [-0.6666666666666666][5.0], [-0.5][5.0], [-0.5][5.0], [-0.3333333333333333][5.0], [-0.3333333333333333][5.0], [-0.3333333333333333][5.0], [-0.3333333333333333][5.0], [-0.3333333333333333][5.0], [-0.16666666666666669][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0]]", 40
200, 0.828453423, [[0.5][0.0]], "[[0.5][0.0], [-0.33333333333333326][2.0], [0.16666666666666674][2.0], [1.0][2.0], [1.625][2.0], [2.1666666666666665][2.0], [2.25][2.0], [2.75][2.0], [3.0][2.0], [-1.1111111111111112][3.0], [-1.1111111111111112][3.0], [-1.0][3.0], [-0.8333333333333333][3.0], [-0.5][3.0], [-0.5][3.0], [-0.33333333333333337][3.0], [-0.25][3.0], [-0.16666666666666663][3.0], [-0.0][3.0], [-0.0][3.0], [-0.0][3.0], [0.16666666666666663][3.0], [0.25][3.0], [0.33333333333333326][3.0], [0.5][3.0], [0.5][3.0], [1.0][3.0], [1.0][3.0], [1.0][3.0], [1.25][3.0], [1.3333333333333333][3.0], [1.9999999999999998][3.0], [2.0][3.0], [2.25][3.0], [2.5][3.0], [3.0][3.0], [-1.1666666666666665][4.0], [-1.1666666666666665][4.0], [-1.1666666666666665][4.0], [-0.8333333333333333][4.0]]", 40
240, 0.834963835, [[0.5][0.0]], "[[0.5][0.0], [0.8333333333333335][0.0], [1.3333333333333333][1.0], [-0.5833333333333333][2.0], [-0.5555555555555556][2.0], [-0.3888888888888889][2.0], [-0.33333333333333337][2.0], [-0.33333333333333326][2.0], [-0.2777777777777779][2.0], [0.16666666666666663][2.0], [0.16666666666666674][2.0], [0.5][2.0], [1.0][2.0], [1.5][2.0], [1.625][2.0], [1.625][2.0], [2.1666666666666665][2.0], [2.25][2.0], [2.75][2.0], [2.75][2.0], [3.0][2.0], [3.0][2.0], [3.0][2.0], [3.0][2.0], [3.5][2.0], [3.6666666666666665][2.0], [-1.1111111111111112][3.0], [-1.1111111111111112][3.0], [-1.0][3.0], [-0.8333333333333333][3.0], [-0.75][3.0], [-0.5][3.0], [-0.5][3.0], [-0.33333333333333337][3.0], [-0.25][3.0], [-0.16666666666666663][3.0], [-0.0][3.0], [-0.0][3.0], [-0.0][3.0], [-0.0][3.0]]", 40
280, 0.8417381260000001, [[0.5][0.0]], "[[0.5][0.0], [0.8333333333333335][0.0], [2.0][0.0], [-0.33333333333333326][1.0], [1.0][1.0], [1.3333333333333333][1.0], [1.3333333333333333][1.0], [1.3333333333333333][1.0], [2.75][1.0], [4.25][1.0], [-0.5833333333333333][2.0], [-0.5555555555555556][2.0], [-0.5555555555555556][2.0], [-0.3888888888888889][2.0], [-0.3888888888888889][2.0], [-0.33333333333333337][2.0], [-0.33333333333333326][2.0], [-0.2777777777777779][2.0], [-0.25][2.0], [-0.16666666666666663][2.0], [-0.0][2.0], [0.16666666666666663][2.0], [0.16666666666666674][2.0], [0.5][2.0], [0.5][2.0], [0.5][2.0], [0.666666666666667][2.0], [1.0][2.0], [1.1666666666666665][2.0], [1.5][2.0], [1.5][2.0], [1.5][2.0], [1.625][2.0], [1.625][2.0], [2.0][2.0], [2.1666666666666665][2.0], [2.166666666666667][2.0], [2.25][2.0], [2.75][2.0], [2.75][2.0]]", 40
320, 0.8494603340000001, [[0.5][0.0]], "[[0.5][0.0], [0.8333333333333335][0.0], [0.8333333333333335][0.0], [1.0555555555555556][0.0], [2.0][0.0], [2.0][0.0], [-1.0666666666666667][1.0], [-0.5555555555555556][1.0], [-0.33333333333333326][1.0], [-0.33333333333333326][1.0], [0.3333333333333335][1.0], [1.0][1.0], [1.0][1.0], [1.3333333333333333][1.0], [1.3333333333333333][1.0], [1.3333333333333333][1.0], [1.6666666666666667][1.0], [1.9999999999999998][1.0], [2.75][1.0], [3.0][1.0], [3.6666666666666665][1.0], [4.25][1.0], [-0.5833333333333333][2.0], [-0.5555555555555556][2.0], [-0.5555555555555556][2.0], [-0.5][2.0], [-0.3888888888888889][2.0], [-0.3888888888888889][2.0], [-0.3888888888888889][2.0], [-0.33333333333333337][2.0], [-0.33333333333333326][2.0], [-0.2777777777777779][2.0], [-0.25][2.0], [-0.16666666666666674][2.0], [-0.16666666666666663][2.0], [-0.0][2.0], [-0.0][2.0], [0.16666666666666663][2.0], [0.16666666666666674][2.0], [0.5][2.0]]", 40
360, 0.857452073, [[0.38888888888888884][0.0]], "[[0.38888888888888884][0.0], [0.5][0.0], [0.8333333333333335][0.0], [0.8333333333333335][0.0], [1.0][0.0], [1.0555555555555556][0.0], [1.0555555555555556][0.0], [2.0][0.0], [2.0][0.0], [2.5][0.0], [2.5][0.0], [2.8333333333333335][0.0], [3.0][0.0], [-1.0666666666666667][1.0], [-0.5555555555555556][1.0], [-0.33333333333333326][1.0], [-0.33333333333333326][1.0], [-0.33333333333333326][1.0], [-0.33333333333333326][1.0], [-0.0][1.0], [-0.0][1.0], [0.08333333333333326][1.0], [0.3333333333333335][1.0], [0.5][1.0], [1.0][1.0], [1.0][1.0], [1.3333333333333333][1.0], [1.3333333333333333][1.0], [1.3333333333333333][1.0], [1.6666666666666667][1.0], [1.9999999999999998][1.0], [2.0][1.0], [2.666666666666667][1.0], [2.75][1.0], [2.75][1.0], [2.75][1.0], [3.0][1.0], [3.6666666666666665][1.0], [4.25][1.0], [4.25][1.0]]", 40
400, 0.8656984700000001, [[-0.25][0.0]], "[[-0.25][0.0], [0.38888888888888884][0.0], [0.5][0.0], [0.5][0.0], [0.8333333333333335][0.0], [0.8333333333333335][0.0], [1.0][0.0], [1.0][0.0], [1.0555555555555556][0.0], [1.0555555555555556][0.0], [2.0][0.0], [2.0][0.0], [2.0][0.0], [2.5][0.0], [2.5][0.0], [2.5][0.0], [2.8333333333333335][0.0], [3.0][0.0], [3.5][0.0], [4.25][0.0], [5.0][0.0], [5.5][0.0], [-1.0666666666666667][1.0], [-1.0666666666666667][1.0], [-0.75][1.0], [-0.6666666666666667][1.0], [-0.5555555555555556][1.0], [-0.4999999999999999][1.0], [-0.33333333333333326][1.0], [-0.33333333333333326][1.0], [-0.33333333333333326][1.0], [-0.33333333333333326][1.0], [-0.33333333333333326][1.0], [-0.0][1.0], [-0.0][1.0], [0.05555555555555536][1.0], [0.08333333333333326][1.0], [0.3333333333333335][1.0], [0.5][1.0], [0.5][1.0]]", 40
440, 0.8795203330000001, [[-0.25][0.0]], "[[-0.25][0.0], [0.38888888888888884][0.0], [0.5][0.0], [0.5][0.0], [0.5][0.0], [0.8333333333333335][0.0], [0.8333333333333335][0.0], [0.8333333333333335][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.0555555555555556][0.0], [1.0555555555555556][0.0], [1.0555555555555556][0.0], [2.0][0.0], [2.0][0.0], [2.0][0.0], [2.5][0.0], [2.5][0.0], [2.5][0.0], [2.5][0.0], [2.8333333333333335][0.0], [3.0][0.0], [3.0][0.0], [3.0][0.0], [3.5][0.0], [3.75][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.25][0.0], [4.25][0.0], [4.5][0.0], [4.833333333333333][0.0], [5.0][0.0], [5.0][0.0], [5.5][0.0], [5.5][0.0], [-1.0666666666666667][1.0]]", 40
