NFE, Elapsed Time, Approximation Set, Population, Population Size
40, 0.46074245100000005, [[-0.6666666666666666][15.0]], "[[-0.0][17.0], [-0.0][18.0], [-0.0][16.0], [-0.0][18.0], [-0.0][16.0], [-0.0][18.0], [-0.0][18.0], [-0.0][18.0], [-0.0][17.0], [-0.0][18.0], [-0.0][17.0], [-0.0][16.0], [-0.0][17.0], [-0.0][18.0], [-0.0][18.0], [-0.0][17.0], [-0.0][18.0], [-0.0][18.0], [-0.0][18.0], [-0.0][18.0], [-0.5][16.0], [-0.0][18.0], [-0.0][18.0], [-0.0][18.0], [-0.0][17.0], [-0.0][17.0], [-0.6666666666666666][15.0], [-0.0][18.0], [-0.0][18.0], [-0.0][18.0], [-0.0][16.0], [-0.0][17.0], [-0.0][17.0], [-0.0][18.0], [-0.0][17.0], [-0.16666666666666666][15.0], [-0.0][18.0], [-0.0][16.0], [-0.0][17.0], [-0.0][18.0]]", 40
80, 0.47258148200000005, [[-0.0][14.0]], "[[-0.0][14.0], [1.0][14.0], [-0.6666666666666666][15.0], [-0.5][15.0], [-0.16666666666666666][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-1.0][16.0], [-0.5][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0], [-0.0][17.0]]", 40
120, 0.48660767600000004, [[1.5][13.0]], "[[1.5][13.0], [-1.0][14.0], [-0.0][14.0], [0.5][14.0], [1.0][14.0], [-1.0][15.0], [-0.6666666666666666][15.0], [-0.5][15.0], [-0.16666666666666666][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-1.0][16.0], [-1.0][16.0], [-0.5][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][16.0], [-0.0][17.0], [-0.0][17.0]]", 40
160, 0.49430129400000006, [[2.0][12.0]], "[[2.0][12.0], [0.5][13.0], [1.0][13.0], [1.25][13.0], [1.5][13.0], [1.8333333333333333][13.0], [-1.0][14.0], [-1.0][14.0], [-0.5][14.0], [-0.5][14.0], [-0.5][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [0.5][14.0], [1.0][14.0], [-1.0][15.0], [-1.0][15.0], [-1.0][15.0], [-0.6666666666666666][15.0], [-0.5][15.0], [-0.16666666666666666][15.0], [-0.16666666666666666][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [1.0][15.0], [-1.0][16.0]]", 40
200, 0.501669793, [[1.9999999999999998][10.0]], "[[1.9999999999999998][10.0], [-1.0][12.0], [0.5][12.0], [1.0][12.0], [1.5][12.0], [1.5][12.0], [2.0][12.0], [-1.0][13.0], [-1.0][13.0], [-0.75][13.0], [-0.5][13.0], [-0.0][13.0], [-0.0][13.0], [0.5][13.0], [0.5][13.0], [1.0][13.0], [1.0][13.0], [1.0][13.0], [1.0][13.0], [1.25][13.0], [1.3333333333333333][13.0], [1.5][13.0], [1.8333333333333333][13.0], [1.8333333333333333][13.0], [-1.0][14.0], [-1.0][14.0], [-1.0][14.0], [-1.0][14.0], [-0.5][14.0], [-0.5][14.0], [-0.5][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [0.5][14.0], [1.0][14.0], [1.0][14.0]]", 40
240, 0.509768183, [[0.05555555555555555][10.0]], "[[0.05555555555555555][10.0], [1.9999999999999998][10.0], [-0.0][11.0], [0.5][11.0], [2.0][11.0], [-1.0][12.0], [-1.0][12.0], [0.5][12.0], [0.6666666666666666][12.0], [1.0][12.0], [1.25][12.0], [1.5][12.0], [1.5][12.0], [1.5][12.0], [2.0][12.0], [2.0][12.0], [-1.0][13.0], [-1.0][13.0], [-1.0][13.0], [-0.75][13.0], [-0.5][13.0], [-0.5][13.0], [-0.5][13.0], [-0.0][13.0], [-0.0][13.0], [-0.0][13.0], [0.16666666666666666][13.0], [0.5][13.0], [0.5][13.0], [1.0][13.0], [1.0][13.0], [1.0][13.0], [1.0][13.0], [1.0][13.0], [1.0][13.0], [1.25][13.0], [1.25][13.0], [1.3333333333333333][13.0], [1.5][13.0], [1.8333333333333333][13.0]]", 40
280, 0.518342992, [[0.05555555555555555][10.0]], "[[0.05555555555555555][10.0], [0.25][10.0], [0.45833333333333337][10.0], [1.6666666666666665][10.0], [1.9999999999999998][10.0], [2.1666666666666665][10.0], [2.5][10.0], [2.5][10.0], [-1.0][11.0], [-1.0][11.0], [-1.0][11.0], [-0.5][11.0], [-0.29166666666666663][11.0], [-0.0][11.0], [0.5][11.0], [1.5][11.0], [2.0][11.0], [2.25][11.0], [2.25][11.0], [2.25][11.0], [-1.0][12.0], [-1.0][12.0], [-1.0][12.0], [-1.0][12.0], [-0.25][12.0], [-0.0][12.0], [-0.0][12.0], [-0.0][12.0], [0.5][12.0], [0.6666666666666666][12.0], [0.8333333333333333][12.0], [1.0][12.0], [1.25][12.0], [1.5][12.0], [1.5][12.0], [1.5][12.0], [1.75][12.0], [2.0][12.0], [2.0][12.0], [-1.0][13.0]]", 40
320, 0.525270562, [[-0.8333333333333335][9.0]], "[[-0.8333333333333335][9.0], [0.25][9.0], [0.41666666666666663][9.0], [1.8888888888888888][9.0], [2.5][9.0], [-1.0][10.0], [-0.5833333333333333][10.0], [-0.29166666666666663][10.0], [-0.0][10.0], [-0.0][10.0], [0.05555555555555555][10.0], [0.25][10.0], [0.45833333333333337][10.0], [0.4722222222222222][10.0], [0.7916666666666667][10.0], [1.1666666666666667][10.0], [1.6666666666666665][10.0], [1.9999999999999998][10.0], [2.1666666666666665][10.0], [2.5][10.0], [2.5][10.0], [3.75][10.0], [-1.0][11.0], [-1.0][11.0], [-1.0][11.0], [-1.0][11.0], [-0.5][11.0], [-0.5][11.0], [-0.29166666666666663][11.0], [-0.0][11.0], [0.5][11.0], [1.0][11.0], [1.5][11.0], [2.0][11.0], [2.0][11.0], [2.25][11.0], [2.25][11.0], [2.25][11.0], [2.25][11.0], [2.25][11.0]]", 40
360, 0.532330203, [[1.25][7.0]], "[[1.25][7.0], [0.45833333333333337][8.0], [1.0][8.0], [1.8888888888888888][8.0], [-0.8333333333333335][9.0], [0.25][9.0], [0.25][9.0], [0.41666666666666663][9.0], [0.6666666666666666][9.0], [1.5][9.0], [1.8888888888888888][9.0], [2.5][9.0], [2.5][9.0], [-1.0][10.0], [-0.6666666666666666][10.0], [-0.5833333333333333][10.0], [-0.29166666666666663][10.0], [-0.0][10.0], [-0.0][10.0], [0.05555555555555555][10.0], [0.05555555555555555][10.0], [0.25][10.0], [0.45833333333333337][10.0], [0.45833333333333337][10.0], [0.4722222222222222][10.0], [0.7916666666666667][10.0], [1.1666666666666667][10.0], [1.5][10.0], [1.6666666666666665][10.0], [1.8333333333333333][10.0], [1.9999999999999998][10.0], [2.1666666666666665][10.0], [2.5][10.0], [2.5][10.0], [3.75][10.0], [5.0][10.0], [-1.0][11.0], [-1.0][11.0], [-1.0][11.0], [-1.0][11.0]]", 40
400, 0.541279332, [[1.625][5.0]], "[[1.625][5.0], [1.75][6.0], [1.25][7.0], [2.4999999999999996][7.0], [0.4166666666666667][8.0], [0.45833333333333337][8.0], [0.45833333333333337][8.0], [0.5833333333333333][8.0], [1.0][8.0], [1.0][8.0], [1.0][8.0], [1.8888888888888888][8.0], [2.3333333333333335][8.0], [3.0][8.0], [3.0][8.0], [-0.8333333333333335][9.0], [-0.0][9.0], [-0.0][9.0], [0.25][9.0], [0.25][9.0], [0.25][9.0], [0.41666666666666663][9.0], [0.41666666666666663][9.0], [0.45833333333333337][9.0], [0.5499999999999999][9.0], [0.6666666666666666][9.0], [1.3333333333333333][9.0], [1.5][9.0], [1.8888888888888888][9.0], [1.8888888888888888][9.0], [2.5][9.0], [2.5][9.0], [-1.0][10.0], [-0.6666666666666666][10.0], [-0.6666666666666666][10.0], [-0.5833333333333333][10.0], [-0.29166666666666663][10.0], [-0.04999999999999999][10.0], [-0.0][10.0], [-0.0][10.0]]", 40
