NFE, Elapsed Time, Approximation Set, Population, Population Size
40, 1.9569750140000002, [[-0.0][30.0]], "[[-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.5][31.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][32.0], [-0.0][33.0], [-0.0][33.0], [-0.0][32.0], [0.5][32.0], [-0.0][31.0], [-0.0][33.0], [-0.0][30.0], [-0.0][33.0], [1.0][31.0], [-0.0][32.0], [-0.0][32.0], [-0.0][33.0], [-0.0][33.0], [-0.0][35.0], [1.0][32.0], [-0.0][33.0], [-0.0][32.0], [-0.0][35.0], [-0.0][33.0], [-0.16666666666666666][31.0], [-0.0][32.0], [1.0][30.0], [-0.0][34.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][35.0], [-0.0][33.0], [-0.5][33.0]]", 40
80, 2.1393103310000003, [[2.5][28.0]], "[[2.5][28.0], [1.5][29.0], [-0.16666666666666666][30.0], [-0.16666666666666666][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [1.0][30.0], [1.0][30.0], [1.0][30.0], [1.0][30.0], [-1.0][31.0], [-0.75][31.0], [-0.5][31.0], [-0.5][31.0], [-0.25][31.0], [-0.16666666666666666][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [0.5][31.0], [1.0][31.0], [-0.5][32.0], [-0.5][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [0.5][32.0]]", 40
120, 2.2873373790000002, [[2.5][27.0]], "[[2.5][27.0], [-0.0][28.0], [0.5][28.0], [0.5][28.0], [1.5][28.0], [2.5][28.0], [3.0][28.0], [-0.5][29.0], [0.16666666666666666][29.0], [0.16666666666666669][29.0], [1.0][29.0], [1.0][29.0], [1.0][29.0], [1.0][29.0], [1.5][29.0], [-0.3333333333333333][30.0], [-0.16666666666666666][30.0], [-0.16666666666666666][30.0], [-0.16666666666666666][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [0.16666666666666666][30.0], [0.5][30.0], [1.0][30.0], [1.0][30.0], [1.0][30.0], [1.0][30.0], [1.0][30.0], [1.0][30.0], [2.0][30.0], [-1.0][31.0]]", 40
160, 2.411530066, [[1.3888888888888888][26.0]], "[[1.3888888888888888][26.0], [1.5][26.0], [2.0][26.0], [3.5][26.0], [4.0][26.0], [0.5][27.0], [0.5][27.0], [2.0][27.0], [2.0][27.0], [2.5][27.0], [3.0][27.0], [-1.0][28.0], [-0.25][28.0], [-0.0][28.0], [0.5][28.0], [0.5][28.0], [0.5][28.0], [0.6666666666666666][28.0], [1.5][28.0], [1.75][28.0], [2.5][28.0], [3.0][28.0], [-0.5][29.0], [-0.5][29.0], [-0.29166666666666663][29.0], [-0.2777777777777778][29.0], [-0.0][29.0], [-0.0][29.0], [-0.0][29.0], [0.16666666666666666][29.0], [0.16666666666666669][29.0], [0.3333333333333333][29.0], [0.5][29.0], [0.5][29.0], [0.5][29.0], [0.5][29.0], [0.6666666666666666][29.0], [1.0][29.0], [1.0][29.0], [1.0][29.0]]", 40
200, 2.5806435260000002, [[6.0][23.0]], "[[6.0][23.0], [4.0][24.0], [4.5][24.0], [1.0][25.0], [1.0][25.0], [1.1666666666666665][25.0], [2.0][25.0], [3.388888888888889][25.0], [3.5000000000000004][25.0], [5.166666666666666][25.0], [1.0][26.0], [1.3888888888888888][26.0], [1.5][26.0], [2.0][26.0], [3.0][26.0], [3.5][26.0], [4.0][26.0], [4.0][26.0], [4.0][26.0], [0.5][27.0], [0.5][27.0], [0.5][27.0], [0.75][27.0], [2.0][27.0], [2.0][27.0], [2.0][27.0], [2.0][27.0], [2.0][27.0], [2.5][27.0], [2.5][27.0], [2.5][27.0], [3.0][27.0], [4.0][27.0], [-1.0][28.0], [-0.25][28.0], [-0.25][28.0], [-0.0][28.0], [0.375][28.0], [0.5][28.0], [0.5][28.0]]", 40
240, 2.7784903090000004, [[6.25][20.0]], "[[6.25][20.0], [2.4999999999999996][23.0], [4.75][23.0], [6.0][23.0], [1.1666666666666665][24.0], [1.722222222222222][24.0], [2.5000000000000004][24.0], [3.5][24.0], [4.0][24.0], [4.5][24.0], [4.5][24.0], [5.0][24.0], [6.0][24.0], [-0.38888888888888884][25.0], [0.5][25.0], [0.5][25.0], [1.0][25.0], [1.0][25.0], [1.0][25.0], [1.1666666666666665][25.0], [1.3333333333333333][25.0], [1.5][25.0], [2.0][25.0], [2.0][25.0], [2.277777777777778][25.0], [2.5][25.0], [2.5][25.0], [3.0][25.0], [3.388888888888889][25.0], [3.5000000000000004][25.0], [4.0][25.0], [4.0][25.0], [5.166666666666666][25.0], [5.5][25.0], [1.0][26.0], [1.25][26.0], [1.3888888888888888][26.0], [1.5][26.0], [2.0][26.0], [2.75][26.0]]", 40
280, 2.920441954, [[4.916666666666666][20.0]], "[[4.916666666666666][20.0], [6.25][20.0], [9.5][20.0], [5.999999999999999][21.0], [6.0][21.0], [8.0][21.0], [1.9999999999999998][22.0], [2.5][22.0], [2.916666666666666][22.0], [4.5][22.0], [6.25][22.0], [7.5][22.0], [0.6666666666666667][23.0], [2.333333333333333][23.0], [2.4999999999999996][23.0], [2.5][23.0], [4.75][23.0], [5.0][23.0], [6.0][23.0], [6.5][23.0], [6.5][23.0], [8.0][23.0], [-1.1666666666666667][24.0], [0.6666666666666667][24.0], [1.1666666666666665][24.0], [1.4166666666666665][24.0], [1.5][24.0], [1.6666666666666665][24.0], [1.722222222222222][24.0], [2.5000000000000004][24.0], [3.5][24.0], [4.0][24.0], [4.5][24.0], [4.5][24.0], [5.0][24.0], [5.0][24.0], [5.5][24.0], [5.5][24.0], [6.0][24.0], [-0.38888888888888884][25.0]]", 40
320, 3.0716217620000004, [[7.0][19.0]], "[[7.0][19.0], [3.1666666666666665][20.0], [3.75][20.0], [4.0][20.0], [4.916666666666666][20.0], [5.5][20.0], [6.25][20.0], [7.5][20.0], [8.0][20.0], [9.5][20.0], [10.5][20.0], [3.5][21.0], [4.5][21.0], [5.999999999999999][21.0], [6.0][21.0], [8.0][21.0], [8.0][21.0], [1.0][22.0], [1.8333333333333333][22.0], [1.9999999999999998][22.0], [2.5][22.0], [2.5000000000000004][22.0], [2.916666666666666][22.0], [3.416666666666667][22.0], [4.5][22.0], [5.166666666666667][22.0], [5.999999999999999][22.0], [6.25][22.0], [7.5][22.0], [8.5][22.0], [8.75][22.0], [0.6666666666666665][23.0], [0.6666666666666667][23.0], [2.0][23.0], [2.333333333333333][23.0], [2.375][23.0], [2.4999999999999996][23.0], [2.5][23.0], [3.0][23.0], [4.25][23.0]]", 40
360, 3.2396422400000002, [[6.388888888888889][17.0]], "[[6.388888888888889][17.0], [10.0][17.0], [3.805555555555556][18.0], [11.0][18.0], [4.25][19.0], [4.333333333333333][19.0], [4.916666666666666][19.0], [5.0][19.0], [5.25][19.0], [6.75][19.0], [7.0][19.0], [8.25][19.0], [9.5][19.0], [10.5][19.0], [3.1666666666666665][20.0], [3.75][20.0], [4.0][20.0], [4.916666666666666][20.0], [4.916666666666666][20.0], [5.5][20.0], [6.25][20.0], [6.333333333333333][20.0], [7.5][20.0], [8.0][20.0], [9.5][20.0], [10.0][20.0], [10.5][20.0], [11.0][20.0], [2.333333333333333][21.0], [3.5][21.0], [3.75][21.0], [4.25][21.0], [4.25][21.0], [4.5][21.0], [4.5][21.0], [5.999999999999999][21.0], [6.0][21.0], [6.0][21.0], [7.0][21.0], [7.5][21.0]]", 40
400, 3.4693073950000004, [[12.5][15.0]], "[[12.5][15.0], [5.805555555555555][16.0], [5.638888888888889][17.0], [6.388888888888889][17.0], [6.5][17.0], [7.249999999999999][17.0], [7.916666666666666][17.0], [8.5][17.0], [10.0][17.0], [3.805555555555556][18.0], [4.999999999999999][18.0], [5.5][18.0], [6.291666666666666][18.0], [10.25][18.0], [11.0][18.0], [4.0][19.0], [4.222222222222222][19.0], [4.25][19.0], [4.25][19.0], [4.333333333333333][19.0], [4.916666666666666][19.0], [4.916666666666666][19.0], [5.0][19.0], [5.25][19.0], [6.75][19.0], [7.0][19.0], [7.0][19.0], [8.25][19.0], [8.5][19.0], [9.0][19.0], [9.5][19.0], [10.0][19.0], [10.5][19.0], [10.5][19.0], [11.0][19.0], [0.8333333333333333][20.0], [3.1666666666666665][20.0], [3.6666666666666665][20.0], [3.75][20.0], [4.0][20.0]]", 40
