NFE, Elapsed Time, Approximation Set, Population, Population Size
40, 0.6936606660000001, [[1.5][3.0]], "[[-0.0][7.0], [-0.0][6.0], [-0.0][8.0], [-0.0][5.0], [0.3333333333333333][4.0], [1.0][7.0], [-0.0][9.0], [-1.0][5.0], [-0.5][6.0], [-0.5][5.0], [-0.0][9.0], [-1.0][6.0], [-1.0][7.0], [-0.0][6.0], [1.0][7.0], [-0.0][6.0], [1.0][7.0], [-0.0][6.0], [-0.0][7.0], [-0.0][9.0], [-0.0][7.0], [-0.0][7.0], [-1.0][6.0], [-0.0][8.0], [3.0][5.0], [-1.0][6.0], [-0.0][8.0], [-0.5][6.0], [-0.0][8.0], [1.5][3.0], [-0.0][8.0], [-0.0][7.0], [-0.0][8.0], [-0.0][7.0], [-0.0][8.0], [-0.6666666666666666][5.0], [0.5][6.0], [-0.5][5.0], [-0.0][6.0], [0.5][6.0]]", 40
80, 0.738341797, [[0.5][1.0]], "[[0.5][1.0], [5.5][2.0], [-0.33333333333333337][3.0], [1.5][3.0], [1.75][3.0], [-1.5][4.0], [-0.75][4.0], [-0.6666666666666666][4.0], [-0.0][4.0], [-0.0][4.0], [0.25][4.0], [0.3333333333333333][4.0], [-1.0][5.0], [-1.0][5.0], [-0.6666666666666666][5.0], [-0.5][5.0], [-0.5][5.0], [-0.0][5.0], [-0.0][5.0], [1.0][5.0], [1.0][5.0], [1.0][5.0], [1.0][5.0], [1.0][5.0], [1.0][5.0], [1.5][5.0], [2.0][5.0], [3.0][5.0], [-1.0][6.0], [-1.0][6.0], [-1.0][6.0], [-0.5][6.0], [-0.5][6.0], [-0.5][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0]]", 40
120, 0.7627346700000001, [[4.666666666666667][0.0]], "[[4.666666666666667][0.0], [-0.875][1.0], [0.5][1.0], [1.25][1.0], [1.25][1.0], [4.0][1.0], [4.0][1.0], [5.75][1.0], [3.25][2.0], [3.25][2.0], [4.5][2.0], [5.5][2.0], [-1.0][3.0], [-0.33333333333333337][3.0], [-0.25][3.0], [-0.0][3.0], [1.5][3.0], [1.5][3.0], [1.75][3.0], [2.75][3.0], [4.0][3.0], [4.0][3.0], [-1.5][4.0], [-1.1666666666666667][4.0], [-0.75][4.0], [-0.75][4.0], [-0.6666666666666666][4.0], [-0.3333333333333333][4.0], [-0.0][4.0], [-0.0][4.0], [-0.0][4.0], [-0.0][4.0], [-0.0][4.0], [-0.0][4.0], [0.25][4.0], [0.3333333333333333][4.0], [1.0][4.0], [2.0][4.0], [-1.0][5.0], [-1.0][5.0]]", 40
160, 0.789801207, [[-0.625][0.0]], "[[-0.625][0.0], [0.06666666666666676][0.0], [3.166666666666667][0.0], [3.666666666666666][0.0], [4.0][0.0], [4.583333333333334][0.0], [4.666666666666667][0.0], [5.0][0.0], [5.5][0.0], [-0.875][1.0], [0.5][1.0], [1.25][1.0], [1.25][1.0], [2.25][1.0], [3.25][1.0], [3.833333333333334][1.0], [4.0][1.0], [4.0][1.0], [4.0][1.0], [5.0][1.0], [5.75][1.0], [-0.75][2.0], [-0.0][2.0], [1.25][2.0], [2.0][2.0], [3.0][2.0], [3.25][2.0], [3.25][2.0], [4.0][2.0], [4.5][2.0], [5.5][2.0], [6.0][2.0], [-1.25][3.0], [-1.0][3.0], [-0.8333333333333333][3.0], [-0.33333333333333337][3.0], [-0.25][3.0], [-0.0][3.0], [0.6666666666666666][3.0], [1.0][3.0]]", 40
200, 0.8171511180000001, [[-0.85][0.0]], "[[-0.85][0.0], [-0.625][0.0], [0.06666666666666676][0.0], [1.25][0.0], [3.166666666666667][0.0], [3.333333333333333][0.0], [3.5][0.0], [3.5][0.0], [3.666666666666666][0.0], [3.833333333333334][0.0], [4.0][0.0], [4.0][0.0], [4.25][0.0], [4.25][0.0], [4.5][0.0], [4.583333333333334][0.0], [4.666666666666667][0.0], [5.0][0.0], [5.0][0.0], [5.5][0.0], [6.0][0.0], [7.0][0.0], [-0.875][1.0], [0.5][1.0], [1.25][1.0], [1.25][1.0], [1.75][1.0], [2.25][1.0], [2.583333333333333][1.0], [3.0][1.0], [3.0][1.0], [3.25][1.0], [3.833333333333334][1.0], [4.0][1.0], [4.0][1.0], [4.0][1.0], [4.0][1.0], [4.0][1.0], [4.5][1.0], [4.5][1.0]]", 40
240, 0.8548493030000001, [[-0.85][0.0]], "[[-0.85][0.0], [-0.85][0.0], [-0.625][0.0], [-0.625][0.0], [-0.625][0.0], [-0.0][0.0], [0.06666666666666676][0.0], [0.11111111111111094][0.0], [0.7777777777777775][0.0], [1.25][0.0], [2.416666666666667][0.0], [2.6666666666666665][0.0], [3.166666666666667][0.0], [3.333333333333333][0.0], [3.5][0.0], [3.5][0.0], [3.666666666666666][0.0], [3.6666666666666665][0.0], [3.666666666666667][0.0], [3.75][0.0], [3.75][0.0], [3.833333333333334][0.0], [4.0][0.0], [4.0][0.0], [4.25][0.0], [4.25][0.0], [4.5][0.0], [4.583333333333334][0.0], [4.666666666666667][0.0], [4.999999999999999][0.0], [5.0][0.0], [5.0][0.0], [5.0][0.0], [5.0][0.0], [5.333333333333332][0.0], [5.5][0.0], [6.0][0.0], [7.0][0.0], [7.0][0.0], [7.0][0.0]]", 40
280, 0.888889331, [[-0.85][0.0]], "[[-0.85][0.0], [-0.85][0.0], [-0.625][0.0], [-0.625][0.0], [-0.625][0.0], [-0.625][0.0], [-0.0][0.0], [0.06666666666666676][0.0], [0.11111111111111094][0.0], [0.11111111111111094][0.0], [0.7777777777777775][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.1666666666666665][0.0], [1.1666666666666665][0.0], [1.222222222222222][0.0], [1.25][0.0], [1.25][0.0], [1.375][0.0], [1.9999999999999998][0.0], [2.1666666666666665][0.0], [2.416666666666667][0.0], [2.6666666666666665][0.0], [2.75][0.0], [3.166666666666667][0.0], [3.333333333333333][0.0], [3.5][0.0], [3.5][0.0], [3.666666666666666][0.0], [3.6666666666666665][0.0], [3.666666666666667][0.0], [3.75][0.0], [3.75][0.0], [3.75][0.0], [3.75][0.0], [3.833333333333334][0.0], [4.0][0.0], [4.0][0.0]]", 40
320, 0.9239525850000001, [[-0.85][0.0]], "[[-0.85][0.0], [-0.85][0.0], [-0.85][0.0], [-0.625][0.0], [-0.625][0.0], [-0.625][0.0], [-0.625][0.0], [-0.625][0.0], [-0.625][0.0], [-0.25][0.0], [-0.0][0.0], [0.06666666666666676][0.0], [0.11111111111111094][0.0], [0.11111111111111094][0.0], [0.5][0.0], [0.6111111111111112][0.0], [0.6666666666666667][0.0], [0.7777777777777775][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.1666666666666665][0.0], [1.1666666666666665][0.0], [1.222222222222222][0.0], [1.25][0.0], [1.25][0.0], [1.333333333333333][0.0], [1.375][0.0], [1.6666666666666667][0.0], [1.9999999999999998][0.0], [1.9999999999999998][0.0], [2.0][0.0], [2.1666666666666665][0.0], [2.375][0.0], [2.416666666666667][0.0], [2.6666666666666665][0.0], [2.75][0.0]]", 40
360, 0.9497235940000001, [[-0.85][0.0]], "[[-0.85][0.0], [-0.85][0.0], [-0.85][0.0], [-0.6666666666666667][0.0], [-0.6666666666666667][0.0], [-0.625][0.0], [-0.625][0.0], [-0.625][0.0], [-0.625][0.0], [-0.625][0.0], [-0.625][0.0], [-0.625][0.0], [-0.625][0.0], [-0.41666666666666674][0.0], [-0.25][0.0], [-0.0][0.0], [0.06666666666666676][0.0], [0.06666666666666676][0.0], [0.11111111111111094][0.0], [0.11111111111111094][0.0], [0.4444444444444444][0.0], [0.5][0.0], [0.5][0.0], [0.6111111111111112][0.0], [0.6666666666666667][0.0], [0.6666666666666667][0.0], [0.7777777777777775][0.0], [0.7777777777777777][0.0], [0.7777777777777777][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.1666666666666665][0.0], [1.1666666666666665][0.0], [1.222222222222222][0.0], [1.222222222222222][0.0]]", 40
400, 0.979069217, [[-0.85][0.0]], "[[-0.85][0.0], [-0.85][0.0], [-0.85][0.0], [-0.85][0.0], [-0.6666666666666667][0.0], [-0.6666666666666667][0.0], [-0.6666666666666667][0.0], [-0.6666666666666667][0.0], [-0.625][0.0], [-0.625][0.0], [-0.625][0.0], [-0.625][0.0], [-0.625][0.0], [-0.625][0.0], [-0.625][0.0], [-0.625][0.0], [-0.41666666666666674][0.0], [-0.3666666666666667][0.0], [-0.3666666666666667][0.0], [-0.25][0.0], [-0.09999999999999987][0.0], [-0.0][0.0], [-0.0][0.0], [-0.0][0.0], [0.06666666666666676][0.0], [0.06666666666666676][0.0], [0.06666666666666676][0.0], [0.06666666666666676][0.0], [0.11111111111111094][0.0], [0.11111111111111094][0.0], [0.4444444444444444][0.0], [0.5][0.0], [0.5][0.0], [0.6111111111111112][0.0], [0.6666666666666667][0.0], [0.6666666666666667][0.0], [0.7777777777777775][0.0], [0.7777777777777777][0.0], [0.7777777777777777][0.0], [1.0][0.0]]", 40
