NFE, Elapsed Time, Approximation Set, Population, Population Size
40, 1.477883163, [[-0.25][4.0]], "[[-0.0][7.0], [1.0][7.0], [1.5][4.0], [-0.0][5.0], [-0.0][6.0], [-0.0][6.0], [1.0][7.0], [-0.0][7.0], [-1.0][6.0], [-0.0][8.0], [1.0][5.0], [-1.0][7.0], [-0.25][4.0], [-0.0][7.0], [-0.5][6.0], [-0.5][5.0], [-0.0][9.0], [-0.0][7.0], [2.0][6.0], [-0.0][6.0], [-1.0][6.0], [1.0][7.0], [-1.0][7.0], [-0.0][5.0], [1.0][6.0], [1.0][6.0], [-0.0][7.0], [-0.0][6.0], [1.0][5.0], [-0.0][9.0], [-0.0][8.0], [-0.0][8.0], [-0.0][7.0], [-0.0][7.0], [1.0][5.0], [-0.0][7.0], [-0.0][7.0], [-0.5][6.0], [2.0][4.0], [-0.0][7.0]]", 40
80, 1.5754165480000002, [[1.75][2.0]], "[[1.75][2.0], [5.0][2.0], [1.0][3.0], [2.0][3.0], [-1.0][4.0], [-0.3333333333333333][4.0], [-0.3333333333333333][4.0], [-0.25][4.0], [-0.16666666666666669][4.0], [1.5][4.0], [1.75][4.0], [2.0][4.0], [2.0][4.0], [2.0][4.0], [2.5][4.0], [3.0][4.0], [-1.0][5.0], [-0.75][5.0], [-0.5][5.0], [-0.5][5.0], [-0.5][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [0.5][5.0], [0.5][5.0], [1.0][5.0], [1.0][5.0], [1.0][5.0], [1.0][5.0], [1.0][5.0], [1.0][5.0], [2.0][5.0], [-1.0][6.0], [-1.0][6.0], [-0.5][6.0], [-0.5][6.0], [-0.5][6.0], [-0.0][6.0]]", 40
120, 1.6849763830000002, [[2.0][1.0]], "[[2.0][1.0], [3.5][1.0], [5.5][1.0], [1.75][2.0], [2.0][2.0], [2.5][2.0], [5.0][2.0], [-0.875][3.0], [-0.5][3.0], [-0.5][3.0], [-0.0][3.0], [1.0][3.0], [1.0][3.0], [1.0][3.0], [1.25][3.0], [1.5][3.0], [1.5][3.0], [1.5][3.0], [2.0][3.0], [2.0][3.0], [2.0][3.0], [-1.0][4.0], [-0.5][4.0], [-0.3333333333333333][4.0], [-0.3333333333333333][4.0], [-0.25][4.0], [-0.25][4.0], [-0.16666666666666669][4.0], [0.5][4.0], [1.0][4.0], [1.0][4.0], [1.5][4.0], [1.5][4.0], [1.75][4.0], [2.0][4.0], [2.0][4.0], [2.0][4.0], [2.0][4.0], [2.0][4.0], [2.5][4.0]]", 40
160, 1.7629983100000002, [[2.0][0.0]], "[[2.0][0.0], [3.75][0.0], [4.5][0.0], [5.0][0.0], [5.5][0.0], [1.0][1.0], [2.0][1.0], [2.5][1.0], [3.0][1.0], [3.25][1.0], [3.5][1.0], [5.5][1.0], [6.0][1.0], [6.5][1.0], [-0.8][2.0], [1.75][2.0], [2.0][2.0], [2.0][2.0], [2.5][2.0], [3.5][2.0], [4.0][2.0], [5.0][2.0], [5.0][2.0], [-0.875][3.0], [-0.5][3.0], [-0.5][3.0], [-0.0][3.0], [-0.0][3.0], [0.5][3.0], [1.0][3.0], [1.0][3.0], [1.0][3.0], [1.0][3.0], [1.0][3.0], [1.0][3.0], [1.25][3.0], [1.5][3.0], [1.5][3.0], [1.5][3.0], [1.5][3.0]]", 40
200, 1.818629335, [[0.3333333333333335][0.0]], "[[0.3333333333333335][0.0], [2.0][0.0], [2.0][0.0], [2.5][0.0], [3.75][0.0], [4.0][0.0], [4.166666666666667][0.0], [4.5][0.0], [4.75][0.0], [5.0][0.0], [5.0][0.0], [5.5][0.0], [5.75][0.0], [7.0][0.0], [1.0][1.0], [1.25][1.0], [1.25][1.0], [2.0][1.0], [2.5][1.0], [2.5][1.0], [2.9999999999999996][1.0], [3.0][1.0], [3.0][1.0], [3.0][1.0], [3.25][1.0], [3.5][1.0], [4.0][1.0], [4.0][1.0], [4.5][1.0], [4.5][1.0], [5.25][1.0], [5.5][1.0], [6.0][1.0], [6.0][1.0], [6.5][1.0], [-0.8][2.0], [-0.8][2.0], [1.0][2.0], [1.5][2.0], [1.75][2.0]]", 40
240, 1.865509636, [[-0.0][0.0]], "[[-0.0][0.0], [0.3333333333333335][0.0], [0.3333333333333335][0.0], [1.6666666666666665][0.0], [1.6666666666666667][0.0], [2.0][0.0], [2.0][0.0], [2.25][0.0], [2.5][0.0], [3.0][0.0], [3.0][0.0], [3.4999999999999996][0.0], [3.5][0.0], [3.75][0.0], [4.0][0.0], [4.0][0.0], [4.166666666666667][0.0], [4.5][0.0], [4.5][0.0], [4.75][0.0], [5.0][0.0], [5.0][0.0], [5.0][0.0], [5.0][0.0], [5.5][0.0], [5.75][0.0], [7.0][0.0], [0.75][1.0], [1.0][1.0], [1.25][1.0], [1.25][1.0], [1.3888888888888888][1.0], [2.0][1.0], [2.0][1.0], [2.25][1.0], [2.4999999999999996][1.0], [2.5][1.0], [2.5][1.0], [2.5][1.0], [2.5][1.0]]", 40
280, 1.926381083, [[-0.0][0.0]], "[[-0.0][0.0], [0.3333333333333335][0.0], [0.3333333333333335][0.0], [0.5][0.0], [1.25][0.0], [1.3333333333333333][0.0], [1.5000000000000004][0.0], [1.6666666666666665][0.0], [1.6666666666666667][0.0], [1.6666666666666667][0.0], [2.0][0.0], [2.0][0.0], [2.25][0.0], [2.25][0.0], [2.5][0.0], [3.0][0.0], [3.0][0.0], [3.25][0.0], [3.4999999999999996][0.0], [3.5][0.0], [3.5][0.0], [3.75][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.166666666666667][0.0], [4.5][0.0], [4.5][0.0], [4.5][0.0], [4.5][0.0], [4.75][0.0], [5.0][0.0], [5.0][0.0], [5.0][0.0], [5.0][0.0], [5.0][0.0], [5.166666666666667][0.0], [5.5][0.0], [5.75][0.0]]", 40
320, 2.0418544450000002, [[-0.0][0.0]], "[[-0.0][0.0], [0.3333333333333335][0.0], [0.3333333333333335][0.0], [0.5][0.0], [0.5][0.0], [1.0][0.0], [1.0][0.0], [1.25][0.0], [1.3333333333333333][0.0], [1.5000000000000004][0.0], [1.6666666666666665][0.0], [1.6666666666666665][0.0], [1.6666666666666667][0.0], [1.6666666666666667][0.0], [2.0][0.0], [2.0][0.0], [2.0][0.0], [2.0][0.0], [2.25][0.0], [2.25][0.0], [2.25][0.0], [2.5][0.0], [2.6666666666666665][0.0], [3.0][0.0], [3.0][0.0], [3.25][0.0], [3.4166666666666665][0.0], [3.416666666666667][0.0], [3.4999999999999996][0.0], [3.5][0.0], [3.5][0.0], [3.75][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.0][0.0], [4.166666666666667][0.0], [4.25][0.0], [4.5][0.0]]", 40
360, 2.119910094, [[-0.0][0.0]], "[[-0.0][0.0], [0.3333333333333335][0.0], [0.3333333333333335][0.0], [0.5][0.0], [0.5][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.25][0.0], [1.3333333333333333][0.0], [1.3333333333333333][0.0], [1.5000000000000004][0.0], [1.6666666666666665][0.0], [1.6666666666666665][0.0], [1.6666666666666665][0.0], [1.6666666666666667][0.0], [1.6666666666666667][0.0], [1.833333333333333][0.0], [1.8333333333333335][0.0], [2.0][0.0], [2.0][0.0], [2.0][0.0], [2.0][0.0], [2.0][0.0], [2.1111111111111107][0.0], [2.25][0.0], [2.25][0.0], [2.25][0.0], [2.3333333333333335][0.0], [2.5][0.0], [2.5][0.0], [2.6666666666666665][0.0], [3.0][0.0], [3.0][0.0], [3.0][0.0], [3.25][0.0], [3.25][0.0], [3.333333333333333][0.0], [3.4166666666666665][0.0], [3.416666666666667][0.0]]", 40
400, 2.197431378, [[-1.1666666666666665][0.0]], "[[-1.1666666666666665][0.0], [-0.0][0.0], [0.3333333333333335][0.0], [0.3333333333333335][0.0], [0.3333333333333335][0.0], [0.3333333333333335][0.0], [0.5][0.0], [0.5][0.0], [0.8333333333333333][0.0], [0.8333333333333335][0.0], [1.0][0.0], [1.0][0.0], [1.0][0.0], [1.25][0.0], [1.3333333333333333][0.0], [1.3333333333333333][0.0], [1.3333333333333335][0.0], [1.5][0.0], [1.5000000000000004][0.0], [1.6666666666666665][0.0], [1.6666666666666665][0.0], [1.6666666666666665][0.0], [1.6666666666666667][0.0], [1.6666666666666667][0.0], [1.75][0.0], [1.833333333333333][0.0], [1.8333333333333335][0.0], [2.0][0.0], [2.0][0.0], [2.0][0.0], [2.0][0.0], [2.0][0.0], [2.1111111111111107][0.0], [2.25][0.0], [2.25][0.0], [2.25][0.0], [2.3333333333333335][0.0], [2.5][0.0], [2.5][0.0], [2.5][0.0]]", 40
