NFE, Elapsed Time, Approximation Set, Population, Population Size
40, 0.685545501, [[-0.0][30.0]], "[[-0.0][34.0], [-0.0][35.0], [-0.0][35.0], [-0.0][34.0], [-0.0][35.0], [-0.0][35.0], [-0.0][34.0], [-0.0][35.0], [-0.0][35.0], [-0.0][35.0], [-0.0][35.0], [-0.0][35.0], [-0.0][35.0], [-0.0][35.0], [-0.0][34.0], [-0.0][33.0], [-0.0][35.0], [-0.0][34.0], [-0.0][35.0], [-0.0][35.0], [-0.0][33.0], [-0.0][34.0], [-0.0][35.0], [-0.0][32.0], [-0.0][34.0], [-0.0][35.0], [-0.0][34.0], [-0.0][30.0], [-0.0][35.0], [-0.0][34.0], [-0.0][35.0], [-0.0][33.0], [-0.0][35.0], [-0.0][31.0], [-0.0][35.0], [-0.0][35.0], [-0.0][35.0], [-0.0][35.0], [-0.0][32.0], [-0.0][35.0]]", 40
80, 0.715514328, [[-0.0][30.0]], "[[-0.0][30.0], [-0.0][30.0], [-0.5][31.0], [-0.0][31.0], [0.25][31.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [1.0][32.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [1.0][33.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][35.0], [-0.0][35.0], [-0.0][35.0]]", 40
120, 0.732064049, [[-0.20833333333333331][29.0]], "[[-0.20833333333333331][29.0], [-0.16666666666666666][29.0], [-0.0][29.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.5][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [0.25][31.0], [2.0][31.0], [-0.5][32.0], [-0.5][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [1.0][32.0], [1.0][32.0], [-0.5][33.0], [-0.5][33.0], [-0.5][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0]]", 40
160, 0.744494894, [[0.4][28.0]], "[[0.4][28.0], [-0.4][29.0], [-0.20833333333333331][29.0], [-0.20833333333333331][29.0], [-0.16666666666666666][29.0], [-0.0][29.0], [-0.0][29.0], [-0.0][29.0], [-0.0][29.0], [0.4][29.0], [1.0][29.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.5][31.0], [-0.5][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [0.25][31.0], [0.25][31.0], [1.0][31.0], [2.0][31.0], [-0.5][32.0], [-0.5][32.0], [-0.5][32.0], [-0.5][32.0], [-0.5][32.0], [-0.0][32.0], [-0.0][32.0]]", 40
200, 0.765806643, [[0.5416666666666667][26.0]], "[[0.5416666666666667][26.0], [0.1][27.0], [0.25][27.0], [-0.4][28.0], [-0.3333333333333335][28.0], [-0.30000000000000004][28.0], [-0.16666666666666666][28.0], [-0.0][28.0], [-0.0][28.0], [0.16666666666666669][28.0], [0.2][28.0], [0.4][28.0], [-0.4][29.0], [-0.20833333333333331][29.0], [-0.20833333333333331][29.0], [-0.20833333333333331][29.0], [-0.16666666666666666][29.0], [-0.0][29.0], [-0.0][29.0], [-0.0][29.0], [-0.0][29.0], [0.4][29.0], [0.4][29.0], [1.0][29.0], [-0.5][30.0], [-0.5][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [0.3333333333333333][30.0], [-0.5][31.0]]", 40
240, 0.778120082, [[0.25][25.0]], "[[0.25][25.0], [0.5416666666666667][25.0], [0.7][25.0], [-0.2][26.0], [-0.16666666666666666][26.0], [0.5416666666666667][26.0], [0.75][26.0], [-0.8][27.0], [-0.10000000000000003][27.0], [0.1][27.0], [0.125][27.0], [0.25][27.0], [1.6][27.0], [-0.4][28.0], [-0.3333333333333335][28.0], [-0.3333333333333333][28.0], [-0.30000000000000004][28.0], [-0.30000000000000004][28.0], [-0.20833333333333331][28.0], [-0.2][28.0], [-0.16666666666666666][28.0], [-0.16666666666666666][28.0], [-0.0][28.0], [-0.0][28.0], [-0.0][28.0], [-0.0][28.0], [0.16666666666666669][28.0], [0.2][28.0], [0.4][28.0], [0.4][28.0], [-0.5][29.0], [-0.5][29.0], [-0.4][29.0], [-0.20833333333333331][29.0], [-0.20833333333333331][29.0], [-0.20833333333333331][29.0], [-0.16666666666666666][29.0], [-0.0][29.0], [-0.0][29.0], [-0.0][29.0]]", 40
280, 0.78963295, [[0.49999999999999994][24.0]], "[[0.49999999999999994][24.0], [2.0][24.0], [0.25][25.0], [0.5416666666666667][25.0], [0.7][25.0], [0.8333333333333333][25.0], [0.8999999999999999][25.0], [1.4166666666666667][25.0], [-0.4][26.0], [-0.30000000000000004][26.0], [-0.2][26.0], [-0.16666666666666666][26.0], [-0.16666666666666666][26.0], [0.30000000000000004][26.0], [0.5416666666666667][26.0], [0.6499999999999999][26.0], [0.75][26.0], [1.5][26.0], [1.6][26.0], [1.9444444444444444][26.0], [-0.8][27.0], [-0.31666666666666665][27.0], [-0.10000000000000003][27.0], [-0.10000000000000003][27.0], [0.1][27.0], [0.125][27.0], [0.2][27.0], [0.25][27.0], [0.5833333333333334][27.0], [1.6][27.0], [-0.4][28.0], [-0.4][28.0], [-0.3333333333333335][28.0], [-0.3333333333333333][28.0], [-0.30000000000000004][28.0], [-0.30000000000000004][28.0], [-0.20833333333333331][28.0], [-0.2][28.0], [-0.16666666666666666][28.0], [-0.16666666666666666][28.0]]", 40
320, 0.8017047190000001, [[0.9166666666666667][22.0]], "[[0.9166666666666667][22.0], [2.333333333333333][22.0], [3.0000000000000004][22.0], [0.16666666666666663][23.0], [0.16666666666666663][23.0], [2.0][23.0], [-0.6666666666666667][24.0], [-0.0][24.0], [0.49999999999999994][24.0], [2.0][24.0], [-0.2][25.0], [-0.07142857142857142][25.0], [-0.0][25.0], [0.25][25.0], [0.5416666666666667][25.0], [0.7][25.0], [0.8333333333333333][25.0], [0.8999999999999999][25.0], [1.4166666666666667][25.0], [-0.4][26.0], [-0.4][26.0], [-0.30000000000000004][26.0], [-0.30000000000000004][26.0], [-0.30000000000000004][26.0], [-0.2][26.0], [-0.16666666666666666][26.0], [-0.16666666666666666][26.0], [0.09999999999999998][26.0], [0.09999999999999998][26.0], [0.30000000000000004][26.0], [0.375][26.0], [0.5416666666666667][26.0], [0.5416666666666667][26.0], [0.6499999999999999][26.0], [0.6499999999999999][26.0], [0.75][26.0], [0.8333333333333333][26.0], [1.5][26.0], [1.6][26.0], [1.9444444444444444][26.0]]", 40
360, 0.8341181790000001, [[1.4523809523809523][21.0]], "[[1.4523809523809523][21.0], [2.583333333333333][21.0], [0.2333333333333334][22.0], [0.9166666666666667][22.0], [0.9166666666666667][22.0], [0.9166666666666667][22.0], [2.333333333333333][22.0], [2.333333333333333][22.0], [2.333333333333333][22.0], [3.0000000000000004][22.0], [-0.3214285714285714][23.0], [-0.16666666666666663][23.0], [0.16666666666666663][23.0], [0.16666666666666663][23.0], [1.3333333333333333][23.0], [2.0][23.0], [2.1666666666666665][23.0], [-0.6666666666666667][24.0], [-0.0][24.0], [-0.0][24.0], [0.49999999999999994][24.0], [0.55][24.0], [1.9999999999999998][24.0], [2.0][24.0], [2.625][24.0], [2.958333333333333][24.0], [-0.2][25.0], [-0.07142857142857142][25.0], [-0.0][25.0], [0.25][25.0], [0.29999999999999993][25.0], [0.4][25.0], [0.5416666666666667][25.0], [0.7][25.0], [0.8333333333333333][25.0], [0.8999999999999999][25.0], [1.0][25.0], [1.0833333333333333][25.0], [1.4][25.0], [1.4166666666666667][25.0]]", 40
400, 0.847695336, [[1.9166666666666665][20.0]], "[[1.9166666666666665][20.0], [2.041666666666667][20.0], [0.1964285714285714][21.0], [0.4666666666666667][21.0], [0.75][21.0], [1.4523809523809523][21.0], [1.5][21.0], [2.0][21.0], [2.583333333333333][21.0], [2.833333333333333][21.0], [5.166666666666667][21.0], [-0.3333333333333333][22.0], [0.2333333333333334][22.0], [0.9166666666666667][22.0], [0.9166666666666667][22.0], [0.9166666666666667][22.0], [1.0833333333333333][22.0], [2.333333333333333][22.0], [2.333333333333333][22.0], [2.333333333333333][22.0], [3.0000000000000004][22.0], [3.0000000000000004][22.0], [-0.3214285714285714][23.0], [-0.3214285714285714][23.0], [-0.16666666666666663][23.0], [0.16666666666666663][23.0], [0.16666666666666663][23.0], [0.49999999999999994][23.0], [0.5][23.0], [0.55][23.0], [0.7999999999999999][23.0], [1.1666666666666667][23.0], [1.3333333333333333][23.0], [2.0][23.0], [2.083333333333333][23.0], [2.1666666666666665][23.0], [2.5000000000000004][23.0], [2.75][23.0], [-0.6666666666666667][24.0], [-0.08333333333333331][24.0]]", 40
