NFE, Elapsed Time, Approximation Set, Population, Population Size
40, 1.1971678540000001, [[-0.0][30.0]], "[[-0.0][31.0], [-0.0][33.0], [1.0][30.0], [-0.0][35.0], [-0.0][33.0], [-0.0][31.0], [-0.5][32.0], [2.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][32.0], [-0.0][33.0], [-0.0][33.0], [-0.5][32.0], [-0.0][32.0], [-0.0][33.0], [-0.0][34.0], [-0.0][32.0], [-1.0][31.0], [-1.0][32.0], [-0.0][34.0], [-0.0][35.0], [-1.0][31.0], [0.25][31.0], [-0.0][33.0], [-0.0][35.0], [-0.0][33.0], [-0.0][33.0], [-0.0][34.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][31.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][35.0], [-0.0][30.0]]", 40
80, 1.314892731, [[-0.0][29.0]], "[[-0.0][29.0], [0.25][29.0], [-0.41666666666666663][30.0], [-0.25][30.0], [-0.25][30.0], [-0.0][30.0], [-0.0][30.0], [0.5][30.0], [0.5][30.0], [1.0][30.0], [1.0][30.0], [-1.0][31.0], [-1.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [0.25][31.0], [0.5][31.0], [0.5][31.0], [0.5][31.0], [1.0][31.0], [1.0][31.0], [1.0][31.0], [2.0][31.0], [-1.0][32.0], [-0.5][32.0], [-0.5][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0]]", 40
120, 1.371696714, [[1.0][27.0]], "[[1.0][27.0], [0.25][28.0], [0.75][28.0], [1.0][28.0], [1.25][28.0], [2.25][28.0], [-0.0][29.0], [-0.0][29.0], [-0.0][29.0], [0.25][29.0], [0.3333333333333333][29.0], [0.5][29.0], [1.5][29.0], [-1.5][30.0], [-1.0][30.0], [-0.41666666666666663][30.0], [-0.25][30.0], [-0.25][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [0.5][30.0], [0.5][30.0], [1.0][30.0], [1.0][30.0], [1.0][30.0], [1.0][30.0], [1.0][30.0], [1.0][30.0], [-1.0][31.0], [-1.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0]]", 40
160, 1.445432644, [[0.75][26.0]], "[[0.75][26.0], [1.5][26.0], [-0.5][27.0], [-0.0][27.0], [0.5][27.0], [1.0][27.0], [1.0][27.0], [1.0][27.0], [1.75][27.0], [3.0][27.0], [0.25][28.0], [0.5][28.0], [0.75][28.0], [1.0][28.0], [1.25][28.0], [1.25][28.0], [1.5][28.0], [2.25][28.0], [2.5][28.0], [-1.5][29.0], [-0.29166666666666663][29.0], [-0.16666666666666666][29.0], [-0.0][29.0], [-0.0][29.0], [-0.0][29.0], [-0.0][29.0], [-0.0][29.0], [-0.0][29.0], [-0.0][29.0], [0.25][29.0], [0.3333333333333333][29.0], [0.5][29.0], [0.5][29.0], [0.5][29.0], [1.0][29.0], [1.0][29.0], [1.25][29.0], [1.25][29.0], [1.5][29.0], [-1.5][30.0]]", 40
200, 1.528202682, [[2.5][24.0]], "[[2.5][24.0], [0.5][25.0], [1.5][25.0], [-0.75][26.0], [-0.0][26.0], [0.05555555555555558][26.0], [0.75][26.0], [1.25][26.0], [1.5][26.0], [1.5][26.0], [1.75][26.0], [2.3333333333333335][26.0], [3.0][26.0], [4.5][26.0], [-0.5][27.0], [-0.0][27.0], [0.25][27.0], [0.5][27.0], [0.75][27.0], [1.0][27.0], [1.0][27.0], [1.0][27.0], [1.0][27.0], [1.0][27.0], [1.0][27.0], [1.0][27.0], [1.5][27.0], [1.5][27.0], [1.75][27.0], [1.75][27.0], [2.0][27.0], [2.0][27.0], [3.0][27.0], [-1.0][28.0], [-0.5555555555555556][28.0], [-0.08333333333333334][28.0], [-0.0][28.0], [0.25][28.0], [0.49999999999999994][28.0], [0.5][28.0]]", 40
240, 1.560733536, [[2.0][22.0]], "[[2.0][22.0], [1.875][23.0], [2.75][23.0], [3.0][23.0], [1.583333333333333][24.0], [2.0][24.0], [2.0][24.0], [2.5][24.0], [2.5833333333333335][24.0], [-1.0][25.0], [0.5][25.0], [0.6666666666666667][25.0], [1.5][25.0], [1.5][25.0], [1.75][25.0], [1.9999999999999998][25.0], [3.25][25.0], [-0.75][26.0], [-0.0][26.0], [-0.0][26.0], [0.05555555555555558][26.0], [0.75][26.0], [1.0][26.0], [1.25][26.0], [1.5][26.0], [1.5][26.0], [1.75][26.0], [1.75][26.0], [2.0][26.0], [2.0][26.0], [2.0][26.0], [2.0][26.0], [2.3333333333333335][26.0], [3.0][26.0], [3.5][26.0], [4.5][26.0], [-0.6666666666666666][27.0], [-0.5][27.0], [-0.39999999999999997][27.0], [-0.0][27.0]]", 40
280, 1.609573029, [[2.0][21.0]], "[[2.0][21.0], [4.5][21.0], [2.0][22.0], [2.375][22.0], [2.75][22.0], [3.25][22.0], [4.25][22.0], [1.0][23.0], [1.15][23.0], [1.833333333333333][23.0], [1.875][23.0], [2.0][23.0], [2.2222222222222223][23.0], [2.333333333333333][23.0], [2.75][23.0], [3.0][23.0], [3.25][23.0], [0.5][24.0], [0.6666666666666665][24.0], [1.083333333333333][24.0], [1.5][24.0], [1.583333333333333][24.0], [1.6666666666666667][24.0], [2.0][24.0], [2.0][24.0], [2.0][24.0], [2.5][24.0], [2.5833333333333335][24.0], [2.875][24.0], [4.0][24.0], [5.5][24.0], [-1.0][25.0], [0.5][25.0], [0.6666666666666667][25.0], [1.0][25.0], [1.25][25.0], [1.3333333333333333][25.0], [1.5][25.0], [1.5][25.0], [1.5][25.0]]", 40
320, 1.657516465, [[5.5][20.0]], "[[5.5][20.0], [5.625][20.0], [2.0][21.0], [2.611111111111111][21.0], [3.0][21.0], [3.0833333333333335][21.0], [3.125][21.0], [3.666666666666666][21.0], [4.3][21.0], [4.5][21.0], [5.25][21.0], [5.666666666666667][21.0], [5.75][21.0], [-0.5][22.0], [0.5][22.0], [1.0][22.0], [2.0][22.0], [2.375][22.0], [2.5][22.0], [2.5][22.0], [2.75][22.0], [3.125][22.0], [3.25][22.0], [3.25][22.0], [3.5][22.0], [3.6666666666666665][22.0], [3.833333333333333][22.0], [4.25][22.0], [4.25][22.0], [5.5][22.0], [6.0][22.0], [6.5][22.0], [6.5][22.0], [-0.5][23.0], [1.0][23.0], [1.15][23.0], [1.833333333333333][23.0], [1.875][23.0], [1.875][23.0], [2.0][23.0]]", 40
360, 1.6971434040000002, [[7.5][18.0]], "[[7.5][18.0], [3.583333333333334][19.0], [3.708333333333333][19.0], [8.75][19.0], [1.25][20.0], [3.0][20.0], [3.8333333333333335][20.0], [5.5][20.0], [5.625][20.0], [6.0][20.0], [6.5][20.0], [8.166666666666666][20.0], [2.0][21.0], [2.611111111111111][21.0], [3.0][21.0], [3.0833333333333335][21.0], [3.125][21.0], [3.333333333333334][21.0], [3.666666666666666][21.0], [4.25][21.0], [4.3][21.0], [4.5][21.0], [5.0][21.0], [5.166666666666666][21.0], [5.25][21.0], [5.666666666666667][21.0], [5.75][21.0], [5.750000000000001][21.0], [6.0][21.0], [6.166666666666666][21.0], [6.5][21.0], [7.25][21.0], [9.0][21.0], [-0.5][22.0], [0.5][22.0], [0.5][22.0], [1.0][22.0], [1.972222222222222][22.0], [2.0][22.0], [2.0][22.0]]", 40
400, 1.745159227, [[6.416666666666667][17.0]], "[[6.416666666666667][17.0], [8.0][17.0], [8.0][17.0], [2.25][18.0], [7.5][18.0], [2.083333333333333][19.0], [3.583333333333334][19.0], [3.666666666666667][19.0], [3.708333333333333][19.0], [4.25][19.0], [4.972222222222222][19.0], [5.0][19.0], [5.333333333333333][19.0], [6.75][19.0], [8.333333333333332][19.0], [8.75][19.0], [9.0][19.0], [1.25][20.0], [1.6111111111111112][20.0], [3.0][20.0], [3.25][20.0], [3.75][20.0], [3.8333333333333335][20.0], [4.5][20.0], [5.5][20.0], [5.625][20.0], [6.0][20.0], [6.5][20.0], [7.1000000000000005][20.0], [7.1499999999999995][20.0], [7.25][20.0], [8.166666666666666][20.0], [10.0][20.0], [0.25][21.0], [2.0][21.0], [2.4][21.0], [2.611111111111111][21.0], [2.888888888888889][21.0], [3.0][21.0], [3.0][21.0]]", 40
