NFE, Elapsed Time, Approximation Set, Population, Population Size
40, 0.994534424, [[0.5][13.0]], "[[-0.0][16.0], [-0.0][15.0], [-1.0][15.0], [-0.0][16.0], [-0.0][14.0], [-0.0][14.0], [-0.0][18.0], [-0.0][17.0], [-0.0][18.0], [-0.75][14.0], [-0.0][14.0], [-1.0][16.0], [-0.0][15.0], [1.0][14.0], [-0.0][15.0], [-0.0][14.0], [-0.0][15.0], [1.0][14.0], [-0.16666666666666666][14.0], [0.5][13.0], [-0.0][15.0], [-0.0][14.0], [-1.0][15.0], [-0.0][17.0], [-0.0][16.0], [1.0][15.0], [-0.0][18.0], [0.5][15.0], [-0.0][18.0], [1.0][14.0], [-1.0][14.0], [1.0][14.0], [1.0][14.0], [-0.0][16.0], [1.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][15.0], [-0.0][16.0], [-0.0][14.0]]", 40
80, 1.030776731, [[-0.0][11.0]], "[[-0.0][11.0], [0.6666666666666666][11.0], [3.0][11.0], [3.5][11.0], [0.5][12.0], [0.6666666666666667][12.0], [1.0][12.0], [-1.0][13.0], [-0.6666666666666666][13.0], [-0.5][13.0], [-0.25][13.0], [-0.0][13.0], [-0.0][13.0], [0.5][13.0], [1.0][13.0], [1.0][13.0], [1.0][13.0], [1.0][13.0], [1.0][13.0], [1.0][13.0], [1.0][13.0], [-1.0][14.0], [-0.75][14.0], [-0.75][14.0], [-0.5][14.0], [-0.16666666666666666][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [0.5][14.0], [0.5][14.0], [0.5][14.0]]", 40
120, 1.062456874, [[5.5][8.0]], "[[5.5][8.0], [-0.0][10.0], [4.0][10.0], [-0.8333333333333333][11.0], [-0.0][11.0], [-0.0][11.0], [0.6666666666666666][11.0], [0.6666666666666666][11.0], [1.3333333333333333][11.0], [2.0][11.0], [3.0][11.0], [3.0][11.0], [3.0][11.0], [3.0][11.0], [3.5][11.0], [4.0][11.0], [-0.3333333333333333][12.0], [-0.0][12.0], [-0.0][12.0], [0.5][12.0], [0.5][12.0], [0.6666666666666667][12.0], [1.0][12.0], [1.0][12.0], [1.0][12.0], [1.0][12.0], [-1.0][13.0], [-1.0][13.0], [-0.8333333333333333][13.0], [-0.6666666666666666][13.0], [-0.5][13.0], [-0.3333333333333333][13.0], [-0.25][13.0], [-0.0][13.0], [-0.0][13.0], [-0.0][13.0], [-0.0][13.0], [-0.0][13.0], [-0.0][13.0], [-0.0][13.0]]", 40
160, 1.102140398, [[5.5][8.0]], "[[5.5][8.0], [0.3333333333333333][9.0], [0.8888888888888887][9.0], [1.0][9.0], [1.1666666666666665][9.0], [2.5][9.0], [5.0][9.0], [7.0][9.0], [-0.0][10.0], [0.8333333333333333][10.0], [1.0][10.0], [1.0][10.0], [1.0][10.0], [4.0][10.0], [4.0][10.0], [4.0][10.0], [5.0][10.0], [-0.8333333333333333][11.0], [-0.5][11.0], [-0.5][11.0], [-0.375][11.0], [-0.0][11.0], [-0.0][11.0], [0.5][11.0], [0.6666666666666666][11.0], [0.6666666666666666][11.0], [1.0][11.0], [1.3333333333333333][11.0], [2.0][11.0], [2.5][11.0], [3.0][11.0], [3.0][11.0], [3.0][11.0], [3.0][11.0], [3.0][11.0], [3.0][11.0], [3.5][11.0], [4.0][11.0], [-1.0][12.0], [-0.3333333333333333][12.0]]", 40
200, 1.132340834, [[-0.0][7.0]], "[[-0.0][7.0], [3.5][7.0], [6.5][7.0], [1.75][8.0], [2.833333333333333][8.0], [3.5][8.0], [3.5][8.0], [5.5][8.0], [6.166666666666668][8.0], [-0.24999999999999997][9.0], [0.16666666666666663][9.0], [0.25][9.0], [0.3333333333333333][9.0], [0.8888888888888887][9.0], [1.0][9.0], [1.0][9.0], [1.1666666666666665][9.0], [1.25][9.0], [1.25][9.0], [2.5][9.0], [3.0][9.0], [3.0][9.0], [5.0][9.0], [5.0][9.0], [7.0][9.0], [-1.3333333333333333][10.0], [-0.375][10.0], [-0.0][10.0], [-0.0][10.0], [0.8333333333333333][10.0], [1.0][10.0], [1.0][10.0], [1.0][10.0], [1.0][10.0], [1.0][10.0], [1.5][10.0], [2.5][10.0], [3.0][10.0], [3.0][10.0], [4.0][10.0]]", 40
240, 1.171229912, [[7.333333333333333][4.0]], "[[7.333333333333333][4.0], [3.25][5.0], [7.25][5.0], [2.1666666666666665][6.0], [3.4999999999999996][6.0], [5.333333333333333][6.0], [-0.0][7.0], [1.1458333333333333][7.0], [1.4374999999999998][7.0], [1.4444444444444444][7.0], [2.125][7.0], [3.5][7.0], [3.6666666666666665][7.0], [4.5][7.0], [5.0][7.0], [6.5][7.0], [0.8333333333333333][8.0], [0.9166666666666667][8.0], [1.25][8.0], [1.5555555555555556][8.0], [1.75][8.0], [2.0555555555555554][8.0], [2.833333333333333][8.0], [3.3333333333333335][8.0], [3.5][8.0], [3.5][8.0], [3.5][8.0], [3.75][8.0], [5.0][8.0], [5.5][8.0], [6.166666666666668][8.0], [-0.24999999999999997][9.0], [0.16666666666666663][9.0], [0.2222222222222222][9.0], [0.25][9.0], [0.3333333333333333][9.0], [0.5][9.0], [0.6666666666666666][9.0], [0.8888888888888887][9.0], [1.0][9.0]]", 40
280, 1.207747649, [[8.333333333333334][3.0]], "[[8.333333333333334][3.0], [5.5][4.0], [7.333333333333333][4.0], [8.5][4.0], [3.25][5.0], [4.25][5.0], [5.5][5.0], [7.25][5.0], [7.75][5.0], [1.25][6.0], [2.1666666666666665][6.0], [2.4999999999999996][6.0], [3.4999999999999996][6.0], [5.333333333333333][6.0], [7.0][6.0], [-0.0][7.0], [0.9583333333333333][7.0], [1.1458333333333333][7.0], [1.4374999999999998][7.0], [1.4444444444444444][7.0], [2.0][7.0], [2.125][7.0], [2.1666666666666665][7.0], [2.25][7.0], [2.3333333333333335][7.0], [2.5833333333333335][7.0], [2.5833333333333335][7.0], [3.5][7.0], [3.5][7.0], [3.6666666666666665][7.0], [4.25][7.0], [4.5][7.0], [4.75][7.0], [5.0][7.0], [5.0][7.0], [6.5][7.0], [-0.37499999999999994][8.0], [-0.0][8.0], [0.49999999999999994][8.0], [0.5][8.0]]", 40
320, 1.244611735, [[4.874999999999999][2.0]], "[[4.874999999999999][2.0], [9.0][2.0], [5.0][3.0], [5.0][3.0], [6.166666666666667][3.0], [6.749999999999999][3.0], [8.333333333333334][3.0], [8.5][3.0], [8.666666666666666][3.0], [10.5][3.0], [11.75][3.0], [2.2916666666666665][4.0], [5.5][4.0], [6.500000000000001][4.0], [7.25][4.0], [7.333333333333333][4.0], [8.5][4.0], [1.1666666666666667][5.0], [1.5][5.0], [1.6666666666666667][5.0], [2.3666666666666667][5.0], [3.1666666666666665][5.0], [3.25][5.0], [4.25][5.0], [4.333333333333334][5.0], [5.166666666666667][5.0], [5.333333333333333][5.0], [5.5][5.0], [7.25][5.0], [7.75][5.0], [1.25][6.0], [1.7499999999999998][6.0], [2.1666666666666665][6.0], [2.4999999999999996][6.0], [2.833333333333333][6.0], [3.0][6.0], [3.25][6.0], [3.4999999999999996][6.0], [5.333333333333333][6.0], [6.25][6.0]]", 40
360, 1.28888573, [[9.166666666666666][1.0]], "[[9.166666666666666][1.0], [9.25][1.0], [10.5][1.0], [11.25][1.0], [11.5][1.0], [4.874999999999999][2.0], [5.541666666666666][2.0], [8.833333333333334][2.0], [9.0][2.0], [9.75][2.0], [10.583333333333334][2.0], [1.1666666666666665][3.0], [2.2708333333333335][3.0], [2.326388888888889][3.0], [2.7916666666666665][3.0], [4.500000000000001][3.0], [5.0][3.0], [5.0][3.0], [5.499999999999999][3.0], [6.166666666666667][3.0], [6.749999999999999][3.0], [7.5][3.0], [8.333333333333334][3.0], [8.5][3.0], [8.666666666666666][3.0], [9.25][3.0], [10.5][3.0], [11.75][3.0], [2.2916666666666665][4.0], [3.7916666666666665][4.0], [4.138888888888888][4.0], [5.166666666666666][4.0], [5.25][4.0], [5.5][4.0], [5.5][4.0], [6.0][4.0], [6.0][4.0], [6.5][4.0], [6.500000000000001][4.0], [7.0][4.0]]", 40
400, 1.342819404, [[8.833333333333334][0.0]], "[[8.833333333333334][0.0], [8.86111111111111][0.0], [9.333333333333332][0.0], [9.5][0.0], [9.666666666666666][0.0], [9.833333333333334][0.0], [10.75][0.0], [15.166666666666668][0.0], [4.916666666666666][1.0], [7.5][1.0], [8.0][1.0], [9.0][1.0], [9.166666666666666][1.0], [9.25][1.0], [9.75][1.0], [10.5][1.0], [11.25][1.0], [11.5][1.0], [13.0][1.0], [15.0][1.0], [0.7533333333333334][2.0], [3.0347222222222223][2.0], [4.874999999999999][2.0], [5.541666666666666][2.0], [6.0][2.0], [6.5][2.0], [6.5][2.0], [7.0][2.0], [7.5][2.0], [8.083333333333332][2.0], [8.666666666666666][2.0], [8.75][2.0], [8.833333333333334][2.0], [9.0][2.0], [9.25][2.0], [9.583333333333332][2.0], [9.75][2.0], [10.0][2.0], [10.0][2.0], [10.0][2.0]]", 40
