NFE, Elapsed Time, Approximation Set, Population, Population Size
40, 0.45787263300000003, [[-0.0][31.0]], "[[-0.0][35.0], [-0.0][34.0], [-0.0][35.0], [-0.0][35.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][31.0], [-0.0][35.0], [-0.0][35.0], [-0.0][34.0], [-0.0][33.0], [-0.0][34.0], [-0.0][34.0], [-0.0][35.0], [-0.0][33.0], [-0.5][33.0], [-0.0][35.0], [-0.0][35.0], [-0.0][34.0], [-0.0][35.0], [-0.0][35.0], [-0.0][35.0], [-0.0][34.0], [-0.0][33.0], [-0.0][35.0], [-0.0][33.0], [-0.0][35.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][35.0], [-0.0][35.0], [-0.0][35.0], [-0.0][35.0], [-0.0][34.0], [-0.0][35.0], [-0.0][34.0], [-0.0][33.0], [-0.0][35.0]]", 40
80, 0.465746482, [[-0.0][29.0]], "[[-0.0][29.0], [-0.0][30.0], [-0.0][31.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.5][33.0], [-0.5][33.0], [-0.5][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0]]", 40
120, 0.48265900600000006, [[-0.0][28.0]], "[[-0.0][28.0], [-0.0][29.0], [0.5][29.0], [-0.0][30.0], [-0.0][30.0], [1.0][30.0], [-0.0][31.0], [-0.0][31.0], [1.0][31.0], [1.0][31.0], [1.0][31.0], [1.0][31.0], [-0.5][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.5][33.0], [-0.5][33.0], [-0.5][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0]]", 40
160, 0.5003078990000001, [[-0.0][26.0]], "[[-0.0][26.0], [0.8333333333333333][26.0], [-0.0][27.0], [0.3333333333333333][27.0], [-0.0][28.0], [-0.0][28.0], [-0.0][28.0], [-0.0][29.0], [0.5][29.0], [0.5][29.0], [1.0][29.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [1.0][30.0], [1.0][30.0], [-0.5][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [1.0][31.0], [1.0][31.0], [1.0][31.0], [1.0][31.0], [1.0][31.0], [-0.5][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0]]", 40
200, 0.512256143, [[2.25][23.0]], "[[2.25][23.0], [1.5555555555555554][24.0], [2.75][24.0], [-0.0][26.0], [-0.0][26.0], [0.5000000000000001][26.0], [0.8333333333333333][26.0], [-0.0][27.0], [0.05555555555555555][27.0], [0.3333333333333333][27.0], [1.0][27.0], [-0.0][28.0], [-0.0][28.0], [-0.0][28.0], [0.5][28.0], [-0.0][29.0], [-0.0][29.0], [-0.0][29.0], [0.3333333333333333][29.0], [0.5][29.0], [0.5][29.0], [0.5][29.0], [1.0][29.0], [1.0][29.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [1.0][30.0], [1.0][30.0], [1.0][30.0], [1.0][30.0], [-0.5][31.0]]", 40
240, 0.525450029, [[1.458333333333333][22.0]], "[[1.458333333333333][22.0], [1.75][23.0], [2.25][23.0], [2.75][23.0], [1.5555555555555554][24.0], [2.75][24.0], [0.16666666666666652][25.0], [0.5][25.0], [0.8333333333333334][25.0], [1.0][25.0], [1.0][25.0], [-0.6666666666666666][26.0], [-0.5][26.0], [-0.16666666666666663][26.0], [-0.0][26.0], [-0.0][26.0], [-0.0][26.0], [0.24999999999999997][26.0], [0.5000000000000001][26.0], [0.8333333333333333][26.0], [-0.0][27.0], [-0.0][27.0], [0.05555555555555555][27.0], [0.3333333333333333][27.0], [0.3333333333333333][27.0], [0.75][27.0], [1.0][27.0], [1.0][27.0], [1.0][27.0], [1.0][27.0], [-0.5][28.0], [-0.125][28.0], [-0.0][28.0], [-0.0][28.0], [-0.0][28.0], [-0.0][28.0], [-0.0][28.0], [-0.0][28.0], [-0.0][28.0], [-0.0][28.0]]", 40
280, 0.537483398, [[1.458333333333333][22.0]], "[[1.458333333333333][22.0], [2.25][22.0], [2.75][22.0], [1.4999999999999998][23.0], [1.75][23.0], [2.0000000000000004][23.0], [2.25][23.0], [2.25][23.0], [2.75][23.0], [2.75][23.0], [1.0][24.0], [1.5][24.0], [1.5555555555555554][24.0], [2.75][24.0], [-0.125][25.0], [-0.0][25.0], [0.16666666666666652][25.0], [0.16666666666666652][25.0], [0.33333333333333326][25.0], [0.5][25.0], [0.8333333333333334][25.0], [1.0][25.0], [1.0][25.0], [1.0][25.0], [1.5][25.0], [3.125][25.0], [-0.6666666666666666][26.0], [-0.5][26.0], [-0.5][26.0], [-0.5][26.0], [-0.16666666666666663][26.0], [-0.16666666666666663][26.0], [-0.0][26.0], [-0.0][26.0], [-0.0][26.0], [-0.0][26.0], [0.24999999999999997][26.0], [0.25][26.0], [0.5000000000000001][26.0], [0.8333333333333333][26.0]]", 40
320, 0.550472653, [[3.833333333333333][19.0]], "[[3.833333333333333][19.0], [3.708333333333333][21.0], [5.5][21.0], [1.458333333333333][22.0], [2.0833333333333335][22.0], [2.25][22.0], [2.625][22.0], [2.75][22.0], [3.0][22.0], [0.5][23.0], [1.0][23.0], [1.2916666666666665][23.0], [1.4999999999999998][23.0], [1.75][23.0], [2.0][23.0], [2.0000000000000004][23.0], [2.25][23.0], [2.25][23.0], [2.75][23.0], [2.75][23.0], [2.75][23.0], [4.666666666666666][23.0], [-0.0][24.0], [0.7777777777777779][24.0], [1.0][24.0], [1.0][24.0], [1.5][24.0], [1.5555555555555554][24.0], [1.6666666666666665][24.0], [2.25][24.0], [2.75][24.0], [-0.125][25.0], [-0.0][25.0], [-0.0][25.0], [0.16666666666666652][25.0], [0.16666666666666652][25.0], [0.22222222222222232][25.0], [0.33333333333333326][25.0], [0.33333333333333326][25.0], [0.33333333333333326][25.0]]", 40
360, 0.5651990880000001, [[3.375][19.0]], "[[3.375][19.0], [3.833333333333333][19.0], [3.6249999999999996][20.0], [3.6666666666666665][20.0], [3.708333333333333][20.0], [5.5][20.0], [5.625][20.0], [2.25][21.0], [3.125][21.0], [3.708333333333333][21.0], [3.75][21.0], [3.9999999999999996][21.0], [5.375][21.0], [5.5][21.0], [1.458333333333333][22.0], [1.5][22.0], [1.7916666666666665][22.0], [2.0833333333333335][22.0], [2.25][22.0], [2.25][22.0], [2.625][22.0], [2.75][22.0], [3.0][22.0], [3.5000000000000004][22.0], [3.916666666666667][22.0], [4.0][22.0], [4.25][22.0], [0.5][23.0], [1.0][23.0], [1.25][23.0], [1.25][23.0], [1.2916666666666665][23.0], [1.4999999999999998][23.0], [1.75][23.0], [2.0][23.0], [2.0000000000000004][23.0], [2.0416666666666665][23.0], [2.125][23.0], [2.25][23.0], [2.25][23.0]]", 40
400, 0.5796450390000001, [[2.7166666666666663][18.0]], "[[2.7166666666666663][18.0], [8.375][18.0], [2.861111111111111][19.0], [3.375][19.0], [3.833333333333333][19.0], [3.833333333333333][19.0], [4.208333333333333][19.0], [3.6249999999999996][20.0], [3.625][20.0], [3.6666666666666665][20.0], [3.708333333333333][20.0], [4.0][20.0], [4.333333333333333][20.0], [5.5][20.0], [5.625][20.0], [5.75][20.0], [1.875][21.0], [2.25][21.0], [2.2777777777777772][21.0], [2.75][21.0], [3.0][21.0], [3.125][21.0], [3.25][21.0], [3.708333333333333][21.0], [3.75][21.0], [3.75][21.0], [3.9999999999999996][21.0], [4.0][21.0], [5.375][21.0], [5.5][21.0], [1.458333333333333][22.0], [1.5][22.0], [1.7916666666666665][22.0], [2.0833333333333335][22.0], [2.1666666666666665][22.0], [2.25][22.0], [2.25][22.0], [2.458333333333333][22.0], [2.625][22.0], [2.75][22.0]]", 40
