NFE, Elapsed Time, Approximation Set, Population, Population Size
40, 0.542114771, [[-1.0][6.0]], "[[-0.0][9.0], [-0.5][7.0], [-1.0][6.0], [-0.0][9.0], [-0.0][9.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][7.0], [-0.0][8.0], [-0.0][9.0], [-0.0][8.0], [-0.0][6.0], [-0.0][9.0], [-0.0][8.0], [-0.0][7.0], [-1.0][7.0], [-0.0][8.0], [-0.0][6.0], [-0.0][9.0], [-0.0][9.0], [-0.0][9.0], [-0.0][9.0], [-0.0][7.0], [-0.0][8.0], [-0.0][7.0], [-0.0][9.0], [-0.0][9.0], [-0.0][9.0], [-0.0][8.0], [-1.0][7.0], [-0.5][6.0], [-0.0][8.0], [-0.0][9.0], [-1.0][7.0], [-0.0][9.0], [-0.0][8.0], [-0.0][9.0], [-0.0][9.0], [-0.0][8.0]]", 40
80, 0.549890775, [[-0.0][5.0]], "[[-0.0][5.0], [1.0][5.0], [-1.0][6.0], [-1.0][6.0], [-0.5][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [0.5][6.0], [0.5][6.0], [1.0][6.0], [-1.0][7.0], [-1.0][7.0], [-1.0][7.0], [-1.0][7.0], [-0.5][7.0], [-0.5][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [-0.0][7.0], [1.0][7.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0], [-0.0][8.0]]", 40
120, 0.556254165, [[2.0][4.0]], "[[2.0][4.0], [-0.8333333333333333][5.0], [-0.75][5.0], [-0.6666666666666666][5.0], [-0.6666666666666666][5.0], [-0.6666666666666666][5.0], [-0.0][5.0], [0.5][5.0], [1.0][5.0], [1.0][5.0], [-2.0][6.0], [-1.0][6.0], [-1.0][6.0], [-1.0][6.0], [-1.0][6.0], [-0.5][6.0], [-0.5][6.0], [-0.5][6.0], [-0.5][6.0], [-0.5][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [-0.0][6.0], [0.5][6.0], [0.5][6.0], [0.5][6.0], [1.0][6.0], [-1.0][7.0], [-1.0][7.0], [-1.0][7.0], [-1.0][7.0], [-1.0][7.0], [-0.5][7.0], [-0.5][7.0], [-0.0][7.0], [-0.0][7.0]]", 40
160, 0.5633330000000001, [[2.5][3.0]], "[[2.5][3.0], [-1.0][4.0], [-0.6666666666666666][4.0], [-0.6666666666666666][4.0], [-0.0][4.0], [2.0][4.0], [2.0][4.0], [3.0][4.0], [-1.0][5.0], [-1.0][5.0], [-0.8333333333333333][5.0], [-0.8333333333333333][5.0], [-0.75][5.0], [-0.6666666666666666][5.0], [-0.6666666666666666][5.0], [-0.6666666666666666][5.0], [-0.6666666666666666][5.0], [-0.6666666666666666][5.0], [-0.25][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [0.5][5.0], [0.5][5.0], [1.0][5.0], [1.0][5.0], [1.0][5.0], [2.0][5.0], [-2.0][6.0], [-2.0][6.0], [-1.0][6.0], [-1.0][6.0], [-1.0][6.0], [-1.0][6.0], [-0.5][6.0], [-0.5][6.0], [-0.5][6.0], [-0.5][6.0], [-0.5][6.0], [-0.5][6.0]]", 40
200, 0.570030413, [[1.75][2.0]], "[[1.75][2.0], [3.0][2.0], [-0.8333333333333333][3.0], [-0.33333333333333337][3.0], [0.75][3.0], [2.5][3.0], [-1.0][4.0], [-1.0][4.0], [-0.75][4.0], [-0.6666666666666666][4.0], [-0.6666666666666666][4.0], [-0.0][4.0], [-0.0][4.0], [-0.0][4.0], [0.5][4.0], [1.0][4.0], [2.0][4.0], [2.0][4.0], [2.0][4.0], [3.0][4.0], [-1.0][5.0], [-1.0][5.0], [-0.8333333333333333][5.0], [-0.8333333333333333][5.0], [-0.8333333333333333][5.0], [-0.8333333333333333][5.0], [-0.75][5.0], [-0.6666666666666666][5.0], [-0.6666666666666666][5.0], [-0.6666666666666666][5.0], [-0.6666666666666666][5.0], [-0.6666666666666666][5.0], [-0.6666666666666666][5.0], [-0.6666666666666666][5.0], [-0.6666666666666666][5.0], [-0.25][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0], [-0.0][5.0]]", 40
240, 0.575812106, [[-1.0][2.0]], "[[-1.0][2.0], [1.75][2.0], [3.0][2.0], [-0.8333333333333333][3.0], [-0.75][3.0], [-0.33333333333333337][3.0], [-0.0][3.0], [-0.0][3.0], [-0.0][3.0], [0.75][3.0], [1.9999999999999998][3.0], [2.0][3.0], [2.5][3.0], [3.0][3.0], [3.0][3.0], [-1.0][4.0], [-1.0][4.0], [-1.0][4.0], [-0.8333333333333333][4.0], [-0.75][4.0], [-0.6666666666666666][4.0], [-0.6666666666666666][4.0], [-0.16666666666666669][4.0], [-0.0][4.0], [-0.0][4.0], [-0.0][4.0], [0.25][4.0], [0.5][4.0], [1.0][4.0], [1.5][4.0], [2.0][4.0], [2.0][4.0], [2.0][4.0], [2.0][4.0], [2.0][4.0], [3.0][4.0], [4.0][4.0], [-1.0][5.0], [-1.0][5.0], [-1.0][5.0]]", 40
280, 0.586047493, [[1.3333333333333333][1.0]], "[[1.3333333333333333][1.0], [-1.0][2.0], [-0.0][2.0], [-0.0][2.0], [-0.0][2.0], [1.625][2.0], [1.75][2.0], [1.75][2.0], [2.0][2.0], [3.0][2.0], [4.0][2.0], [-0.875][3.0], [-0.8333333333333333][3.0], [-0.75][3.0], [-0.33333333333333337][3.0], [-0.0][3.0], [-0.0][3.0], [-0.0][3.0], [-0.0][3.0], [0.75][3.0], [0.75][3.0], [1.3333333333333335][3.0], [1.9999999999999998][3.0], [2.0][3.0], [2.5][3.0], [2.5][3.0], [3.0][3.0], [3.0][3.0], [4.5][3.0], [-1.0][4.0], [-1.0][4.0], [-1.0][4.0], [-0.8333333333333333][4.0], [-0.8333333333333333][4.0], [-0.75][4.0], [-0.75][4.0], [-0.75][4.0], [-0.6666666666666667][4.0], [-0.6666666666666666][4.0], [-0.6666666666666666][4.0]]", 40
320, 0.593858702, [[1.0][1.0]], "[[1.0][1.0], [1.3333333333333333][1.0], [1.3333333333333333][1.0], [2.75][1.0], [-1.0][2.0], [-0.0][2.0], [-0.0][2.0], [-0.0][2.0], [-0.0][2.0], [-0.0][2.0], [-0.0][2.0], [-0.0][2.0], [1.625][2.0], [1.75][2.0], [1.75][2.0], [2.0][2.0], [2.0][2.0], [2.5][2.0], [2.75][2.0], [3.0][2.0], [4.0][2.0], [4.0][2.0], [-1.25][3.0], [-1.25][3.0], [-1.0][3.0], [-0.875][3.0], [-0.8333333333333333][3.0], [-0.75][3.0], [-0.6666666666666667][3.0], [-0.33333333333333337][3.0], [-0.0][3.0], [-0.0][3.0], [-0.0][3.0], [-0.0][3.0], [-0.0][3.0], [-0.0][3.0], [0.16666666666666669][3.0], [0.25][3.0], [0.75][3.0], [0.75][3.0]]", 40
360, 0.6000440730000001, [[0.5][1.0]], "[[0.5][1.0], [0.8333333333333335][1.0], [1.0][1.0], [1.0][1.0], [1.3333333333333333][1.0], [1.3333333333333333][1.0], [1.3333333333333333][1.0], [1.6666666666666665][1.0], [2.75][1.0], [3.25][1.0], [5.5][1.0], [-1.25][2.0], [-1.1666666666666665][2.0], [-1.0][2.0], [-0.11111111111111105][2.0], [-0.05555555555555558][2.0], [-0.0][2.0], [-0.0][2.0], [-0.0][2.0], [-0.0][2.0], [-0.0][2.0], [-0.0][2.0], [-0.0][2.0], [-0.0][2.0], [-0.0][2.0], [1.3333333333333333][2.0], [1.625][2.0], [1.75][2.0], [1.75][2.0], [1.9999999999999998][2.0], [2.0][2.0], [2.0][2.0], [2.5][2.0], [2.75][2.0], [2.75][2.0], [3.0][2.0], [3.0][2.0], [4.0][2.0], [4.0][2.0], [-1.375][3.0]]", 40
400, 0.606539292, [[0.3333333333333335][0.0]], "[[0.3333333333333335][0.0], [1.6666666666666665][0.0], [-0.9166666666666665][1.0], [-0.75][1.0], [0.33333333333333326][1.0], [0.5][1.0], [0.8333333333333335][1.0], [1.0][1.0], [1.0][1.0], [1.2499999999999998][1.0], [1.3333333333333333][1.0], [1.3333333333333333][1.0], [1.3333333333333333][1.0], [1.3333333333333333][1.0], [1.6666666666666665][1.0], [1.6666666666666665][1.0], [2.0][1.0], [2.0][1.0], [2.75][1.0], [2.75][1.0], [3.0][1.0], [3.25][1.0], [3.75][1.0], [4.0][1.0], [5.5][1.0], [-1.25][2.0], [-1.1666666666666665][2.0], [-1.0][2.0], [-1.0][2.0], [-1.0][2.0], [-0.3333333333333335][2.0], [-0.11111111111111105][2.0], [-0.05555555555555558][2.0], [-0.0][2.0], [-0.0][2.0], [-0.0][2.0], [-0.0][2.0], [-0.0][2.0], [-0.0][2.0], [-0.0][2.0]]", 40
