NFE, Elapsed Time, Approximation Set, Population, Population Size
40, 1.9630483950000002, [[-0.0][31.0]], "[[-0.0][35.0], [-0.0][34.0], [-0.0][35.0], [-0.0][33.0], [-0.0][33.0], [-0.0][35.0], [-0.0][34.0], [-0.0][35.0], [-0.0][33.0], [-0.0][35.0], [-0.0][34.0], [-0.0][35.0], [-0.0][33.0], [-0.0][34.0], [-0.0][35.0], [-0.0][35.0], [-0.0][34.0], [-0.0][34.0], [-0.5][32.0], [-0.0][34.0], [-0.0][33.0], [-0.0][35.0], [-0.0][35.0], [-0.0][34.0], [-0.0][35.0], [-0.0][35.0], [-0.0][34.0], [-0.0][34.0], [-0.0][35.0], [-0.0][34.0], [-0.5][32.0], [-0.0][34.0], [-0.0][35.0], [-0.0][31.0], [-0.0][35.0], [-0.0][35.0], [-0.0][32.0], [-0.0][34.0], [-0.0][35.0], [-0.0][33.0]]", 40
80, 2.048627995, [[-0.5][30.0]], "[[-0.5][30.0], [-0.16666666666666666][30.0], [1.0][30.0], [-0.0][31.0], [-0.0][31.0], [-0.5][32.0], [-0.5][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [0.5][32.0], [-0.5][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0], [-0.0][34.0]]", 40
120, 2.0995299270000003, [[-0.49999999999999994][28.0]], "[[-0.49999999999999994][28.0], [1.5][28.0], [2.0][29.0], [-0.5][30.0], [-0.16666666666666666][30.0], [-0.16666666666666666][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [0.25][30.0], [1.0][30.0], [-0.5][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [1.0][31.0], [-0.5][32.0], [-0.5][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [-0.0][32.0], [0.5][32.0], [1.0][32.0], [-0.5][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0], [-0.0][33.0]]", 40
160, 2.1531747230000002, [[-0.6666666666666666][27.0]], "[[-0.6666666666666666][27.0], [2.5][27.0], [-0.49999999999999994][28.0], [0.75][28.0], [1.5][28.0], [3.5][28.0], [-0.5][29.0], [-0.0][29.0], [0.16666666666666666][29.0], [0.75][29.0], [1.5][29.0], [2.0][29.0], [-0.75][30.0], [-0.5][30.0], [-0.5][30.0], [-0.16666666666666666][30.0], [-0.16666666666666666][30.0], [-0.16666666666666666][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [-0.0][30.0], [0.25][30.0], [1.0][30.0], [-0.5][31.0], [-0.5][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [-0.0][31.0], [1.0][31.0], [-0.5][32.0], [-0.5][32.0]]", 40
200, 2.201881717, [[-0.75][25.0]], "[[-0.75][25.0], [2.1666666666666665][26.0], [3.0][26.0], [-0.6666666666666666][27.0], [0.5][27.0], [0.5][27.0], [1.5][27.0], [1.75][27.0], [2.5][27.0], [-0.5][28.0], [-0.5][28.0], [-0.49999999999999994][28.0], [-0.49999999999999994][28.0], [-0.38888888888888884][28.0], [-0.16666666666666663][28.0], [-0.0][28.0], [0.25][28.0], [0.3333333333333333][28.0], [0.75][28.0], [1.1666666666666665][28.0], [1.5][28.0], [3.5][28.0], [-0.5][29.0], [-0.5][29.0], [-0.2777777777777778][29.0], [-0.16666666666666666][29.0], [-0.16666666666666666][29.0], [-0.16666666666666666][29.0], [-0.0][29.0], [-0.0][29.0], [0.16666666666666666][29.0], [0.16666666666666666][29.0], [0.33333333333333337][29.0], [0.75][29.0], [1.0][29.0], [1.5][29.0], [2.0][29.0], [2.0][29.0], [-0.75][30.0], [-0.5][30.0]]", 40
240, 2.245885389, [[2.1666666666666665][23.0]], "[[2.1666666666666665][23.0], [-0.75][25.0], [2.0][25.0], [4.5][25.0], [-1.0833333333333333][26.0], [0.11111111111111116][26.0], [0.625][26.0], [0.8333333333333333][26.0], [1.5][26.0], [1.8333333333333333][26.0], [2.1666666666666665][26.0], [3.0][26.0], [3.0][26.0], [3.1666666666666665][26.0], [3.5][26.0], [-0.6666666666666666][27.0], [-0.16666666666666666][27.0], [-0.16666666666666663][27.0], [0.3333333333333333][27.0], [0.5][27.0], [0.5][27.0], [0.5][27.0], [0.5][27.0], [0.5][27.0], [0.5][27.0], [1.5][27.0], [1.75][27.0], [2.5][27.0], [-0.5][28.0], [-0.5][28.0], [-0.5][28.0], [-0.49999999999999994][28.0], [-0.49999999999999994][28.0], [-0.38888888888888884][28.0], [-0.25][28.0], [-0.16666666666666663][28.0], [-0.0][28.0], [-0.0][28.0], [0.25][28.0], [0.3333333333333333][28.0]]", 40
280, 2.294356746, [[2.1666666666666665][23.0]], "[[2.1666666666666665][23.0], [3.0][23.0], [-0.41666666666666674][24.0], [3.0][24.0], [3.0][24.0], [5.5][24.0], [5.5][24.0], [-0.75][25.0], [-0.75][25.0], [0.8333333333333337][25.0], [1.5][25.0], [2.0][25.0], [2.833333333333333][25.0], [4.0][25.0], [4.0][25.0], [4.5][25.0], [4.5][25.0], [4.5][25.0], [-1.0833333333333333][26.0], [-0.6666666666666666][26.0], [-0.0][26.0], [0.11111111111111116][26.0], [0.11111111111111116][26.0], [0.5][26.0], [0.625][26.0], [0.833333333333333][26.0], [0.8333333333333333][26.0], [1.5][26.0], [1.8333333333333333][26.0], [1.8333333333333333][26.0], [2.1666666666666665][26.0], [3.0][26.0], [3.0][26.0], [3.1666666666666665][26.0], [3.5][26.0], [-1.0833333333333333][27.0], [-0.6666666666666666][27.0], [-0.16666666666666666][27.0], [-0.16666666666666663][27.0], [-0.16666666666666663][27.0]]", 40
320, 2.340100543, [[3.8055555555555554][22.0]], "[[3.8055555555555554][22.0], [6.5][22.0], [2.1666666666666665][23.0], [2.5][23.0], [3.0][23.0], [5.25][23.0], [5.5][23.0], [-0.41666666666666674][24.0], [-0.0][24.0], [0.5][24.0], [3.0][24.0], [3.0][24.0], [3.0][24.0], [5.5][24.0], [5.5][24.0], [-0.75][25.0], [-0.75][25.0], [-0.08333333333333348][25.0], [0.4444444444444444][25.0], [0.8333333333333337][25.0], [1.5][25.0], [2.0][25.0], [2.25][25.0], [2.5][25.0], [2.833333333333333][25.0], [3.166666666666667][25.0], [3.833333333333333][25.0], [4.0][25.0], [4.0][25.0], [4.0][25.0], [4.0][25.0], [4.0][25.0], [4.5][25.0], [4.5][25.0], [4.5][25.0], [4.5][25.0], [4.5][25.0], [5.0][25.0], [-1.0833333333333333][26.0], [-0.6666666666666666][26.0]]", 40
360, 2.388543878, [[1.9166666666666667][22.0]], "[[1.9166666666666667][22.0], [3.8055555555555554][22.0], [4.916666666666667][22.0], [5.75][22.0], [6.5][22.0], [6.5][22.0], [6.5][22.0], [0.5][23.0], [0.875][23.0], [1.0416666666666667][23.0], [2.1666666666666665][23.0], [2.5][23.0], [2.9722222222222214][23.0], [3.0][23.0], [3.5][23.0], [3.5000000000000004][23.0], [4.0][23.0], [5.25][23.0], [5.5][23.0], [5.5][23.0], [6.25][23.0], [8.5][23.0], [-0.75][24.0], [-0.5833333333333333][24.0], [-0.41666666666666674][24.0], [-0.41666666666666674][24.0], [-0.0][24.0], [0.5][24.0], [0.5][24.0], [0.7499999999999998][24.0], [3.0][24.0], [3.0][24.0], [3.0][24.0], [3.166666666666667][24.0], [5.5][24.0], [5.5][24.0], [-0.8333333333333333][25.0], [-0.75][25.0], [-0.75][25.0], [-0.33333333333333326][25.0]]", 40
400, 2.437974461, [[2.222222222222222][20.0]], "[[2.222222222222222][20.0], [7.75][20.0], [3.1388888888888884][21.0], [5.416666666666667][21.0], [7.75][21.0], [-0.08333333333333304][22.0], [1.9166666666666667][22.0], [1.9999999999999998][22.0], [2.6666666666666665][22.0], [3.5][22.0], [3.8055555555555554][22.0], [4.916666666666667][22.0], [5.75][22.0], [6.0][22.0], [6.5][22.0], [6.5][22.0], [6.5][22.0], [-0.05555555555555558][23.0], [-0.0][23.0], [0.25][23.0], [0.5][23.0], [0.5][23.0], [0.875][23.0], [1.0416666666666667][23.0], [1.0416666666666667][23.0], [2.083333333333333][23.0], [2.1388888888888884][23.0], [2.1666666666666665][23.0], [2.5][23.0], [2.583333333333333][23.0], [2.9722222222222214][23.0], [3.0][23.0], [3.0][23.0], [3.083333333333333][23.0], [3.5][23.0], [3.5000000000000004][23.0], [3.5000000000000004][23.0], [4.0][23.0], [4.416666666666666][23.0], [5.25][23.0]]", 40
