NFE, Elapsed Time, Approximation Set, Population, Population Size
40, 0.655584214, [[-0.16666666666666666][13.0]], "[[1.0][15.0], [-0.0][18.0], [-0.0][15.0], [-0.0][16.0], [-0.0][18.0], [-1.0][14.0], [-0.0][18.0], [-1.0][14.0], [-0.5][15.0], [-0.0][16.0], [1.0][14.0], [-0.0][16.0], [-0.0][18.0], [1.0][14.0], [-0.0][15.0], [0.5][14.0], [-0.0][18.0], [-0.0][15.0], [-0.0][18.0], [-0.0][14.0], [1.0][15.0], [-1.0][16.0], [-1.0][14.0], [-0.0][15.0], [-0.0][15.0], [-0.0][16.0], [-0.3333333333333333][14.0], [-0.0][14.0], [-0.0][18.0], [1.0][16.0], [-0.0][16.0], [-0.0][16.0], [1.0][15.0], [-0.0][16.0], [-0.0][16.0], [-0.0][15.0], [-0.0][17.0], [-0.0][18.0], [-0.16666666666666666][13.0], [-1.0][16.0]]", 40
80, 0.691689043, [[-1.25][12.0]], "[[-1.25][12.0], [-0.5][12.0], [-0.0][12.0], [-0.16666666666666666][13.0], [-0.0][13.0], [-0.0][13.0], [1.0][13.0], [-1.0][14.0], [-1.0][14.0], [-1.0][14.0], [-0.5][14.0], [-0.5][14.0], [-0.3333333333333333][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [-0.0][14.0], [0.5][14.0], [1.0][14.0], [1.0][14.0], [1.0][14.0], [1.0][14.0], [-1.0][15.0], [-0.5][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0], [-0.0][15.0]]", 40
120, 0.729093811, [[-0.75][10.0]], "[[-0.75][10.0], [1.5][10.0], [-0.375][11.0], [-0.0][11.0], [-0.0][11.0], [-0.0][11.0], [1.75][11.0], [-1.25][12.0], [-0.5][12.0], [-0.5][12.0], [-0.0][12.0], [-0.0][12.0], [0.5][12.0], [0.8333333333333334][12.0], [1.0][12.0], [1.0][12.0], [1.3333333333333333][12.0], [2.0][12.0], [-1.0][13.0], [-1.0][13.0], [-0.16666666666666666][13.0], [-0.0][13.0], [-0.0][13.0], [-0.0][13.0], [-0.0][13.0], [-0.0][13.0], [-0.0][13.0], [0.5][13.0], [1.0][13.0], [1.0][13.0], [1.5][13.0], [-1.0][14.0], [-1.0][14.0], [-1.0][14.0], [-1.0][14.0], [-0.5][14.0], [-0.5][14.0], [-0.3333333333333333][14.0], [-0.0][14.0], [-0.0][14.0]]", 40
160, 0.7538391590000001, [[3.75][7.0]], "[[3.75][7.0], [0.5][8.0], [-0.5416666666666667][9.0], [1.5][9.0], [3.0][9.0], [-0.75][10.0], [-0.0][10.0], [0.7916666666666665][10.0], [1.5][10.0], [2.0][10.0], [-0.5][11.0], [-0.375][11.0], [-0.3333333333333333][11.0], [-0.09999999999999998][11.0], [-0.0][11.0], [-0.0][11.0], [-0.0][11.0], [-0.0][11.0], [0.5][11.0], [1.0][11.0], [1.5][11.0], [1.75][11.0], [2.0][11.0], [-1.25][12.0], [-1.0][12.0], [-1.0][12.0], [-0.5][12.0], [-0.5][12.0], [-0.0][12.0], [-0.0][12.0], [-0.0][12.0], [-0.0][12.0], [-0.0][12.0], [0.5][12.0], [0.6666666666666666][12.0], [0.8333333333333334][12.0], [1.0][12.0], [1.0][12.0], [1.0][12.0], [1.0][12.0]]", 40
200, 0.7834994150000001, [[6.75][5.0]], "[[6.75][5.0], [4.0][6.0], [6.5][6.0], [1.0][7.0], [2.5][7.0], [3.75][7.0], [-0.16666666666666674][8.0], [0.5][8.0], [1.3333333333333333][8.0], [3.5][8.0], [-0.5416666666666667][9.0], [1.0][9.0], [1.5][9.0], [1.6666666666666665][9.0], [2.0][9.0], [2.0][9.0], [2.4166666666666665][9.0], [3.0][9.0], [3.25][9.0], [-0.75][10.0], [-0.5][10.0], [-0.25][10.0], [-0.0][10.0], [0.04166666666666663][10.0], [0.7916666666666665][10.0], [1.5][10.0], [2.0][10.0], [2.0][10.0], [2.0][10.0], [3.5][10.0], [3.5][10.0], [-0.5][11.0], [-0.375][11.0], [-0.3333333333333333][11.0], [-0.2777777777777778][11.0], [-0.16666666666666666][11.0], [-0.09999999999999998][11.0], [-0.0][11.0], [-0.0][11.0], [-0.0][11.0]]", 40
240, 0.816289577, [[12.75][2.0]], "[[12.75][2.0], [7.5][4.0], [1.0000000000000002][5.0], [2.0][5.0], [2.75][5.0], [4.5][5.0], [6.0][5.0], [6.75][5.0], [7.5][5.0], [4.0][6.0], [4.5][6.0], [5.0][6.0], [5.0][6.0], [6.0][6.0], [6.5][6.0], [1.0][7.0], [1.75][7.0], [2.5][7.0], [3.5][7.0], [3.5][7.0], [3.75][7.0], [-0.16666666666666674][8.0], [0.16666666666666663][8.0], [0.5][8.0], [0.5][8.0], [1.1944444444444442][8.0], [1.3333333333333333][8.0], [2.2916666666666665][8.0], [2.5][8.0], [3.1666666666666665][8.0], [3.5][8.0], [4.75][8.0], [-0.5416666666666667][9.0], [1.0][9.0], [1.0][9.0], [1.4444444444444444][9.0], [1.5][9.0], [1.5][9.0], [1.6666666666666665][9.0], [2.0][9.0]]", 40
280, 0.846738167, [[13.5][0.0]], "[[13.5][0.0], [13.25][1.0], [11.0][2.0], [12.25][2.0], [12.75][2.0], [12.75][2.0], [14.0][2.0], [4.566666666666666][3.0], [6.5][3.0], [4.2][4.0], [4.499999999999999][4.0], [5.0][4.0], [6.75][4.0], [7.0][4.0], [7.5][4.0], [9.0][4.0], [1.0000000000000002][5.0], [2.0][5.0], [2.75][5.0], [2.75][5.0], [3.1666666666666665][5.0], [4.5][5.0], [5.0][5.0], [5.0][5.0], [5.5][5.0], [5.75][5.0], [6.0][5.0], [6.5][5.0], [6.75][5.0], [7.5][5.0], [1.4833333333333332][6.0], [3.0][6.0], [3.0][6.0], [4.0][6.0], [4.5][6.0], [5.0][6.0], [5.0][6.0], [5.0][6.0], [5.5][6.0], [6.0][6.0]]", 40
320, 0.8731445910000001, [[10.75][0.0]], "[[10.75][0.0], [12.5][0.0], [13.5][0.0], [15.5][0.0], [4.366666666666667][1.0], [11.5][1.0], [13.25][1.0], [14.25][1.0], [14.5][1.0], [15.0][1.0], [4.833333333333333][2.0], [7.625][2.0], [9.0][2.0], [9.0][2.0], [11.0][2.0], [11.0][2.0], [12.0][2.0], [12.25][2.0], [12.75][2.0], [12.75][2.0], [14.0][2.0], [4.566666666666666][3.0], [6.0][3.0], [6.5][3.0], [6.5][3.0], [8.0][3.0], [9.5][3.0], [10.25][3.0], [12.5][3.0], [4.2][4.0], [4.499999999999999][4.0], [5.0][4.0], [6.75][4.0], [7.0][4.0], [7.0][4.0], [7.0][4.0], [7.5][4.0], [8.0][4.0], [8.5][4.0], [9.0][4.0]]", 40
360, 0.9184365840000001, [[6.916666666666666][0.0]], "[[6.916666666666666][0.0], [9.600000000000001][0.0], [10.75][0.0], [11.5][0.0], [12.5][0.0], [13.5][0.0], [13.5][0.0], [15.0][0.0], [15.5][0.0], [4.366666666666667][1.0], [6.125][1.0], [8.166666666666666][1.0], [8.666666666666666][1.0], [8.666666666666668][1.0], [9.0][1.0], [9.5][1.0], [10.25][1.0], [10.75][1.0], [11.0][1.0], [11.25][1.0], [11.5][1.0], [11.58333333333333][1.0], [13.25][1.0], [14.25][1.0], [14.5][1.0], [15.0][1.0], [15.0][1.0], [1.0624999999999998][2.0], [4.366666666666666][2.0], [4.833333333333333][2.0], [7.625][2.0], [9.0][2.0], [9.0][2.0], [10.0][2.0], [11.0][2.0], [11.0][2.0], [11.0][2.0], [11.75][2.0], [12.0][2.0], [12.25][2.0]]", 40
400, 0.972643232, [[6.75][0.0]], "[[6.75][0.0], [6.916666666666666][0.0], [9.600000000000001][0.0], [10.5][0.0], [10.75][0.0], [10.777777777777779][0.0], [11.5][0.0], [11.5][0.0], [12.5][0.0], [12.75][0.0], [13.5][0.0], [13.5][0.0], [13.5][0.0], [13.583333333333332][0.0], [14.0][0.0], [14.75][0.0], [15.0][0.0], [15.0][0.0], [15.5][0.0], [4.366666666666667][1.0], [4.777777777777777][1.0], [5.416666666666667][1.0], [6.083333333333333][1.0], [6.125][1.0], [6.458333333333332][1.0], [6.699999999999999][1.0], [6.916666666666666][1.0], [7.250000000000001][1.0], [8.0][1.0], [8.083333333333334][1.0], [8.166666666666666][1.0], [8.666666666666666][1.0], [8.666666666666668][1.0], [9.0][1.0], [9.5][1.0], [10.0][1.0], [10.0][1.0], [10.25][1.0], [10.5][1.0], [10.5][1.0]]", 40
